Record ID,Project ID,Title,Datasets Used,Year,substantive_domains_4_8,substantive_domains_4_6,substantive_domains_agree,linkage_mode_4_8,linkage_mode_4_6,linkage_mode_agree,analytical_purpose_4_8,analytical_purpose_4_6,analytical_purpose_agree,cross_cutting_tags_4_8,cross_cutting_tags_4_6,cross_cutting_tags_agree,rationale_4_8,rationale_4_6,disagreement_summary
2022/085,2022/085,The impact of education on crime,"Office for National Statistics: Labour Force Survey UK
Ministry of Justice: MoJ Data First Crown Court Defendant Case Level Dataset, MoJ Data First Magistrates' Court Defendant Case Level Dataset - England and Wales",2022,Education & Skills; Crime & Justice,Education & Skills; Crime & Justice,True,Cross-Domain Linkage,Cross-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,,,True,Assigned Education & Skills and Crime & Justice because the title studies the impact of education on crime using education and court data; Cross-Domain Linkage because LFS (labour/education) is linked to MoJ court defendant datasets (justice); Outcome Tracking because education (exposure) is linked to offending outcomes; no tag because no demographic equality comparison is central.,"Assigned Education & Skills because education is the central exposure, and Crime & Justice because crime is the outcome being studied; Cross-Domain Linkage because datasets span education/labour (LFS) and justice (MoJ Crown Court and Magistrates' Court datasets); Outcome Tracking because the project examines the impact of education (a naturally occurring exposure) on crime outcomes; no cross-cutting tag as no demographic comparison is indicated.",
2022/086,2022/086,The Signaling Effect of Tuition Fees on Wages,"DfE, DWP and HMRC: LEO via SRS Iteration 1 Standard Extract",2022,Education & Skills; Labour Market & Employment,Education & Skills; Labour Market & Employment,True,Cross-Domain Linkage,Cross-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,,,True,"Assigned Education & Skills and Labour Market & Employment because tuition fees (education) are linked to wage outcomes; Cross-Domain Linkage because LEO combines DfE education, DWP and HMRC earnings/benefit data spanning domains; Outcome Tracking because it links the naturally occurring exposure of tuition fees to downstream wages; no tag because no demographic comparison is central.",Assigned Education & Skills and Labour Market & Employment because the project examines the signaling effect of tuition fees (education) on wages (labour market outcome); Cross-Domain Linkage because LEO links DfE education data with DWP/HMRC employment and earnings data spanning education and labour-market domains; Outcome Tracking because the project links a naturally occurring exposure (tuition fee levels) to a downstream outcome (wages); no cross-cutting tag as no demographic comparison is central.,
2022/087,2022/087,Gender Gap in STEM over the Life Cycle,Office for National Statistics: Quarterly Labour Force Survey,2022,Labour Market & Employment,Labour Market & Employment; Education & Skills,False,Single-Dataset,Single-Dataset,True,Life-Course / Trajectory Analysis,Life-Course / Trajectory Analysis,True,Demographic disparities / equity tag,Demographic disparities / equity tag,True,Assigned Labour Market & Employment because STEM participation/gender gap over the life cycle concerns labour-market outcomes; Single-Dataset because only the Quarterly Labour Force Survey is listed; Life-Course / Trajectory Analysis because it follows the gender gap over the life cycle; demographic disparities tag because gender comparison is central.,"Assigned Labour Market & Employment and Education & Skills because the project examines the gender gap in STEM over the life cycle, encompassing both STEM education/skills and labour-market outcomes; Single-Dataset because only the Quarterly Labour Force Survey is listed; Life-Course / Trajectory Analysis because the title explicitly references life-cycle progression; Demographic disparities / equity tag because gender comparison is central to the research question.",Layer A disagreed
2022/088,2022/088,Trade shocks and consumer prices,"Office for National Statistics: Business Structure Database UK, Consumer Prices Indices, Producer Price Index",2022,Business & Productivity,Business & Productivity,True,Within-Domain Linkage,Within-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,,,True,Assigned Business & Productivity because it studies trade shocks and firm/price data via Business Structure Database and price indices; Within-Domain Linkage because the datasets sit within business/economic statistics; Outcome Tracking because it links trade shocks (exposure) to consumer prices (outcome); no tag because no demographic comparison is central.,"Assigned Business & Productivity because the project studies trade shocks and their effects on consumer/producer prices, focusing on firm and market-level dynamics; Within-Domain Linkage because the BSD, CPI, and PPI are all economic/business-domain datasets from ONS; Outcome Tracking because the project links a naturally occurring exposure (trade shocks) to downstream outcomes (consumer prices); no cross-cutting tag as no demographic comparison is central.",
2022/089,2022/089,Seed Enterprise Investment Scheme Evaluation,"Office for National Statistics: Annual Respondents Database UK, E-Commerce Survey, Labour Force Survey UK , Labour Force Survey UK , Quarterly Acquisitions and Disposals of Capital Assets Survey, Quarterly Capital Expenditure Survey UK
Department for Business, Energy & Industrial Strategy: UK Innovation Survey",2022,Business & Productivity; Public Finance & Taxation,Business & Productivity; Public Finance & Taxation,True,Within-Domain Linkage,Within-Domain Linkage,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,Assigned Business & Productivity and Public Finance & Taxation because the Seed Enterprise Investment Scheme is a tax-relief programme affecting firm investment; Within-Domain Linkage because the business surveys and innovation survey all sit within the business/enterprise domain; Policy Evaluation / Impact Analysis because it evaluates a named investment scheme; no tag because no demographic comparison is central.,"Assigned Business & Productivity because the project evaluates impacts on firm-level outcomes including innovation and investment, and Public Finance & Taxation because the Seed Enterprise Investment Scheme is a tax relief/investment scheme with a fiscal mechanism; Within-Domain Linkage because the datasets (ARD, E-Commerce Survey, LFS, Capital Assets/Expenditure surveys, UK Innovation Survey) all relate to the business/economic domain; Policy Evaluation / Impact Analysis because the project explicitly evaluates a named scheme (SEIS); no cross-cutting tag as no demographic comparison is central.",
2022/090,2022/090,Reassessing ethnic disparities in sentencing using different measures of offenders' ethnicity,"Ministry of Justice: MoJ Data First Crown Court Defendant Case Level Dataset, MoJ Data First Magistrates' Court Defendant Case Level Dataset - England and Wales",2022,Crime & Justice,Crime & Justice,True,Within-Domain Linkage,Within-Domain Linkage,True,Descriptive Monitoring,Descriptive Monitoring,True,Demographic disparities / equity tag,Demographic disparities / equity tag,True,Assigned Crime & Justice because it studies sentencing disparities in courts; Within-Domain Linkage because both Crown Court and Magistrates' Court datasets are within justice; Descriptive Monitoring because it reassesses measured ethnic disparities using different measures; demographic disparities tag because ethnic comparison in sentencing is central.,Assigned Crime & Justice because the project examines sentencing disparities using court-level datasets; Within-Domain Linkage because the Crown Court and Magistrates' Court datasets are both within the justice domain; Descriptive Monitoring because the project reassesses and measures ethnic disparities in sentencing outcomes rather than evaluating a named intervention; Demographic disparities / equity tag because ethnic group comparison is central to the research question.,
2022/091,2022/091,Impact of the reduction in the age of eligibility to the NLW,"Office for National Statistics: Annual Survey of Hours and Earnings UK, Labour Force Survey UK , Labour Force Survey UK ,",2022,Labour Market & Employment,Labour Market & Employment,True,Within-Domain Linkage,Within-Domain Linkage,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,Assigned Labour Market & Employment because the National Living Wage eligibility age change affects wages/earnings; Within-Domain Linkage because ASHE and LFS are both labour-market datasets; Policy Evaluation / Impact Analysis because it evaluates impact of a named NLW reform; no tag because the focus is the policy not a demographic comparison.,"Assigned Labour Market & Employment because the project studies the impact of National Living Wage age-eligibility changes on wages and employment; Within-Domain Linkage because ASHE and LFS are both labour-market datasets; Policy Evaluation / Impact Analysis because the project evaluates the impact of a specific named policy change (reduction in NLW eligibility age); no cross-cutting tag as the age threshold is the policy mechanism, not a demographic comparison lens.",
2022/092,2022/092,Exploring the Nature of Ethnic Disparities in Sentencing through Causal Inference,"Ministry of Justice: MoJ Data First Crown Court Defendant Case Level Dataset, MoJ Data First Magistrates' Court Defendant Case Level Dataset - England and Wales",2022,Crime & Justice,Crime & Justice,True,Within-Domain Linkage,Within-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,Demographic disparities / equity tag,Demographic disparities / equity tag,True,Assigned Crime & Justice because the project studies sentencing in Crown and Magistrates' courts; Within-Domain Linkage because both datasets are MoJ court case-level data within justice; Outcome Tracking because it links ethnicity (a naturally occurring characteristic) to sentencing outcomes via causal inference; demographic disparities tag because ethnic disparities in sentencing are the central comparison.,Assigned Crime & Justice because the project examines ethnic disparities in sentencing using court case-level data; Within-Domain Linkage because it uses two justice-domain datasets (Crown Court and Magistrates' Court); Outcome Tracking because it applies causal inference to link ethnicity (a naturally occurring characteristic) to sentencing outcomes; Demographic disparities / equity tag because ethnic disparities in sentencing are central to the research question.,
2022/093,2022/093,Welfare and Distributional Consequences of Constrained College Admissions Under Uncertainty,UCAS: Universities and Colleges Admissions Service Data,2022,Education & Skills,Education & Skills,True,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,Assigned Education & Skills because it concerns college admissions; Single-Dataset because only UCAS admissions data is listed; Descriptive Monitoring because it analyses welfare and distributional consequences of admissions allocation without a named intervention or exposure-outcome design; no tag because no demographic comparison is central.,Assigned Education & Skills because the project focuses on college admissions processes and their welfare/distributional consequences; Single-Dataset because only UCAS data is listed; Descriptive Monitoring because the project characterises welfare and distributional consequences of constrained admissions systems rather than evaluating a named intervention or testing an exposure-outcome relationship; no cross-cutting tag as no demographic group comparison is indicated as central.,
2022/094,2022/094,Regional UK Gender Pay Gaps,Office for National Statistics: Annual Survey of Hours and Earnings UK,2022,Labour Market & Employment,Labour Market & Employment,True,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Descriptive Monitoring,True,Demographic disparities / equity tag,Demographic disparities / equity tag,True,Assigned Labour Market & Employment because gender pay gaps concern earnings; Single-Dataset because only ASHE is listed; Descriptive Monitoring because it measures regional pay gap patterns; demographic disparities tag because gender comparison is central.,"Assigned Labour Market & Employment because the project examines gender pay gaps, focusing on earnings differences; Single-Dataset because only ASHE is listed; Descriptive Monitoring because the project measures and characterises regional variation in gender pay gaps; Demographic disparities / equity tag because gender comparison is central to the research question.",
2022/095,2022/095,The Micro-Anatomy of a Productivity Slowdown,"Office for National Statistics: Annual Business Survey GB, Annual Respondents Database ARD2 UK, Annual Respondents Database ARDx UK, Business Structure Database UK, Labour Force Survey UK",2022,Business & Productivity,Business & Productivity,True,Within-Domain Linkage,Within-Domain Linkage,True,Outcome Tracking,Descriptive Monitoring,False,,,True,Assigned Business & Productivity because it examines a firm-level productivity slowdown; Within-Domain Linkage because the business surveys and ARD plus LFS all support firm-level productivity analysis within the business domain; Outcome Tracking because it analyses determinants of productivity decline; no tag because no demographic comparison is central.,"Assigned Business & Productivity because the project studies the micro-level anatomy of the productivity slowdown at the firm level; Within-Domain Linkage because ABS, ARD2, ARDx, BSD, and LFS are all used to study firm-level productivity within the business/economic domain; Descriptive Monitoring because the project characterises and decomposes the productivity slowdown rather than evaluating a named intervention; no cross-cutting tag as no demographic comparison is central.",Layer C disagreed
2022/096,2022/096,Business Data for Research Northern Ireland,"Northern Ireland Statistics and Research Agency: Northern Ireland Annual Business Inquiry ,
Broad Economy Sales and Exports Statistics , Business Register and Employment Survey , Earnings and Employees Study",2022,Business & Productivity,Business & Productivity,True,Within-Domain Linkage,Within-Domain Linkage,True,Descriptive Monitoring,Unclear from Register Entry,False,,,True,"Assigned Business & Productivity because the project concerns business activity, sales, exports and the business register; Within-Domain Linkage because the NISRA datasets are all business/economy sources within one domain; Descriptive Monitoring because the framing is producing business data for research, profiling firm activity; no tag because no demographic comparison is central.","Assigned Business & Productivity because the datasets (Annual Business Inquiry, BRES, Earnings and Employees Study, export statistics) all relate to business activity and firm-level data in Northern Ireland; Within-Domain Linkage because multiple datasets from the business domain are listed; Unclear from Register Entry for purpose because the title 'Business Data for Research Northern Ireland' is generic and does not indicate a specific analytical operation; no tag because no demographic or equity comparison is indicated.",Layer C disagreed
2022/098,2022/098,The value of green jobs: an assessment of financial and non-financial motivation,"Office for National Statistics:
Annual Business Survey UK, Annual Respondents Database x UK, Annual Survey of Hours and Earnings UK",2022,Labour Market & Employment; Environment & Agriculture,Labour Market & Employment; Environment & Agriculture,True,Within-Domain Linkage,Cross-Domain Linkage,False,Outcome Tracking,Outcome Tracking,True,,,True,"Assigned Labour Market & Employment because green jobs, earnings and worker motivation are central, and Environment & Agriculture because green/environmental jobs are studied; Within-Domain Linkage because ABS, ARDx and ASHE are business/earnings datasets within an economic domain; Outcome Tracking because it links job type to financial and non-financial value; no tag because no demographic comparison is central.","Assigned Labour Market & Employment because the project assesses financial and non-financial motivation in green jobs (wages, job quality); Environment & Agriculture because 'green jobs' positions the research in the green transition/environmental domain; Cross-Domain Linkage because it combines business-domain datasets (ABS, ARD) with labour-market data (ASHE); Outcome Tracking because it links the characteristic of green jobs to financial and non-financial outcomes; no tag because no demographic comparison is central.",Layer B disagreed
2022/099,2022/099,Structural change and drivers of productivity in manufacturing and ICT industries,"Office for National Statistics: Annual Business Survey GB, Annual Foreign Direct Investment Survey UK, Annual Purchases Survey UK, Business Enterprise Research and Development - England, Wales & Scotland, E-commerce Survey",2022,Business & Productivity,Business & Productivity,True,Within-Domain Linkage,Within-Domain Linkage,True,Descriptive Monitoring,Outcome Tracking,False,,,True,"Assigned Business & Productivity because the project studies structural change and drivers of productivity in manufacturing and ICT industries; Within-Domain Linkage because all datasets (business surveys, FDI, R&D, e-commerce) sit within the business domain; Descriptive Monitoring because it characterises structural change and productivity drivers across industries; no tag because no demographic comparison is central.","Assigned Business & Productivity because the project studies structural change and productivity drivers in manufacturing and ICT using firm-level datasets (ABS, FDI, BERD, E-commerce Survey, Purchases Survey); Within-Domain Linkage because all datasets are business/firm-level within the same domain; Outcome Tracking because the project links structural change and other drivers to productivity outcomes; no tag because no demographic or equity comparison is central.",Layer C disagreed
2022/100,2022/100,The geography of social and educational mobility in the United Kingdom,"DfE, DWP and HMRC: LEO via SRS Iteration 1 Standard Extract",2022,Education & Skills; Labour Market & Employment,Education & Skills,False,Cross-Domain Linkage,Cross-Domain Linkage,True,Life-Course / Trajectory Analysis,Life-Course / Trajectory Analysis,True,,,True,"Assigned Education & Skills and Labour Market & Employment because the project studies social and educational mobility linking education to earnings; Cross-Domain Linkage because LEO combines DfE education, DWP benefits and HMRC earnings sources spanning domains; Life-Course / Trajectory Analysis because it follows educational and social mobility trajectories; no tag because the focus is geography of mobility rather than a demographic-group comparison.","Assigned Education & Skills because the project studies social and educational mobility using LEO data (Longitudinal Education Outcomes), which tracks education-to-work pathways; Cross-Domain Linkage because LEO is a pre-linked product combining education (DfE), employment (HMRC), and benefits (DWP) data spanning multiple policy domains; Life-Course / Trajectory Analysis because the project examines social and educational mobility across extended trajectories and geography; no tag because the focus is geographic variation in mobility rather than demographic group comparison.",Layer A disagreed
2022/101,2022/101,Counter Methodologies to International Migration Framing,Office for National Statistics: Longitudinal Study of England and Wales,2022,Migration & Demographics,Migration & Demographics,True,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Methodological / Infrastructure Research,False,,,True,Assigned Migration & Demographics because the project addresses international migration framing; Single-Dataset because only the ONS Longitudinal Study is listed; Descriptive Monitoring because it characterises and reframes migration patterns; no tag because no specific demographic-group outcome comparison is central.,Assigned Migration & Demographics because the project concerns international migration framing using the ONS Longitudinal Study; Single-Dataset because only one dataset (LS of England and Wales) is listed; Methodological / Infrastructure Research because 'Counter Methodologies' indicates the primary purpose is to develop or critique methodological approaches to framing migration; no tag because no demographic disparity comparison is explicitly central.,Layer C disagreed
2022/102,2022/102,Trade Uncertainty and Stockpiling,"Office for National Statistics: Annual Purchases Survey UK,
Business Insights and Conditions Survey UK,
Monthly Business Survey UK",2022,Business & Productivity,Business & Productivity,True,Within-Domain Linkage,Within-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,,,True,Assigned Business & Productivity because the project studies firm stockpiling behaviour in response to trade uncertainty; Within-Domain Linkage because all are ONS business surveys within one domain; Outcome Tracking because it links trade uncertainty (a naturally occurring condition) to firm stockpiling; no tag because no demographic comparison is central.,"Assigned Business & Productivity because the project studies trade uncertainty and firm stockpiling behaviour using business surveys (Annual Purchases Survey, BICS, Monthly Business Survey); Within-Domain Linkage because all three datasets are within the business domain; Outcome Tracking because it links trade uncertainty (a naturally occurring condition) to stockpiling outcomes at the firm level; no tag because no demographic comparison is central.",
2022/103,2022/103,Environmental Impact of Taxes Evaluation,"Office for National Statistics: Annual Business Survey UK, Annual Population Survey UK, Annual Respondents Database 2 UK, Annual Respondents Database x UK, Annual Survey of Hours and Earnings UK, Business Enterprise Research and Development England, Wales and Scotland, Business Structure Database UK, Quarterly Fuels Inquiry UK, Understanding Society UK",2022,Public Finance & Taxation; Environment & Agriculture; Business & Productivity,Environment & Agriculture; Public Finance & Taxation,False,Cross-Domain Linkage,Cross-Domain Linkage,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,"Assigned Public Finance & Taxation and Environment & Agriculture because it evaluates the environmental impact of taxes, and Business & Productivity because firm-level fuel and business data are central; Cross-Domain Linkage because datasets span business surveys, fuels inquiry, labour (APS/ASHE) and household survey (Understanding Society); Policy Evaluation / Impact Analysis because it evaluates the impact of taxes; no tag because no demographic comparison is central.","Assigned Environment & Agriculture because the project evaluates the environmental impact of taxes; Public Finance & Taxation because the exposure is tax policy; Cross-Domain Linkage because datasets span business (ABS, ARD, BSD, BERD, Quarterly Fuels Inquiry), labour market (ASHE, APS), and household (Understanding Society) domains; Policy Evaluation / Impact Analysis because the title explicitly states 'Evaluation' of tax impacts on the environment; no tag because no demographic comparison is indicated.",Layer A disagreed
2022/104,2022/104,"Carbon tax, R&D tax credits and the spatial profile of pollution and innovation","Office for National Statistics: Annual Respondents Database 2 UK, Annual Respondents Database x UK, Business Enterprise Research and Development England, Wales & Scotland, Quarterly Fuels Inquiry UK, UK Innovation Survey",2022,Public Finance & Taxation; Environment & Agriculture; Business & Productivity,Environment & Agriculture; Public Finance & Taxation; Business & Productivity,True,Within-Domain Linkage,Within-Domain Linkage,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,"Assigned Public Finance & Taxation and Environment & Agriculture because it studies carbon tax and R&D tax credits affecting pollution and innovation, and Business & Productivity because firm R&D and innovation are central; Within-Domain Linkage because all datasets are business/firm-level economic sources within one domain; Policy Evaluation / Impact Analysis because it evaluates carbon tax and R&D tax credit effects; no tag because no demographic comparison is central.","Assigned Environment & Agriculture because the project studies pollution and the spatial profile of environmental outcomes; Public Finance & Taxation because carbon tax and R&D tax credits are the policy mechanisms under study; Business & Productivity because innovation and R&D (BERD, UK Innovation Survey) are central outcomes; Within-Domain Linkage because all datasets (ARD, BERD, Quarterly Fuels Inquiry, UK Innovation Survey) are firm-level business-domain datasets; Policy Evaluation / Impact Analysis because the project evaluates the impact of specific tax policies (carbon tax, R&D tax credits) on pollution and innovation; no tag because no demographic comparison is central.",
2022/105,2022/105,Resource misallocation in the UK manufacturing industries in the presence of R&D externality,"Office for National Statistics: Annual Business Survey UK, Business Enterprise Research and Development England, Wales & Scotland, Business Structure Database UK, Business Structure Database: Longitudinal UK, Producer Price Index UK, UK Innovation Survey",2022,Business & Productivity,Business & Productivity,True,Within-Domain Linkage,Within-Domain Linkage,True,Outcome Tracking,Descriptive Monitoring,False,,,True,"Assigned Business & Productivity because the study concerns resource misallocation, R&D and productivity across manufacturing firms using business surveys and R&D data; Within-Domain Linkage because all datasets (ABS, BERD, BSD, PPI, UK Innovation Survey) are firm/business-domain; Outcome Tracking because it links R&D externalities to firm resource allocation outcomes rather than a named policy; no tag because no demographic comparison is central.","Assigned Business & Productivity because the project studies resource misallocation and R&D externalities in UK manufacturing industries using firm-level data; Within-Domain Linkage because multiple datasets (ABS, BERD, BSD, PPI, UKIS) all belong to the business/firm domain; Descriptive Monitoring because the project measures and characterises misallocation patterns across industries rather than evaluating a specific policy or tracking an exposure-outcome relationship; no cross-cutting tag because no demographic equity comparison is central.",Layer C disagreed
2022/106,2022/106,Welsh Government FDI research C270/2021/2022,"Office for National Statistics: Business Structure Database, UK Innovation Survey",2022,Business & Productivity,Business & Productivity,True,Within-Domain Linkage,Within-Domain Linkage,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,Assigned Business & Productivity because the project studies foreign direct investment among firms; Within-Domain Linkage because BSD and UK Innovation Survey are both business-domain datasets; Descriptive Monitoring because FDI research framing suggests profiling firm investment patterns; no tag because no demographic lens is present.,"Assigned Business & Productivity because the project concerns Foreign Direct Investment research using firm-level datasets (BSD, UKIS); Within-Domain Linkage because two business-domain datasets are listed; Descriptive Monitoring because FDI research for the Welsh Government implies profiling and characterising FDI activity rather than evaluating a named intervention; no cross-cutting tag as no demographic comparison is indicated.",
2022/107,2022/107,ISCF Industrial Decarbonisation Challenge Evaluation,"Office for National Statistics: Annual Business Survey UK, Annual Survey of Hours and Earnings UK, Business Enterprise Research and Development England, Wales & Scotland, Business Structure Database UK, Low Carbon and Renewable Energy Economy Survey UK, UK Gross Value Added for lower layer super output areas, UK Innovation Survey",2022,Business & Productivity; Environment & Agriculture,Business & Productivity; Environment & Agriculture,True,Cross-Domain Linkage,Cross-Domain Linkage,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,"Assigned Business & Productivity and Environment & Agriculture because the Industrial Decarbonisation Challenge evaluation concerns firm performance and decarbonisation/low-carbon energy; Cross-Domain Linkage because datasets span business (ABS, BSD, innovation), labour (ASHE), and environment (Low Carbon and Renewable Energy Economy Survey); Policy Evaluation / Impact Analysis because it explicitly evaluates a named challenge fund programme; no tag because no demographic comparison is central.","Assigned Business & Productivity because the project uses firm-level datasets (ABS, BERD, BSD, UKIS) to evaluate a challenge fund; Environment & Agriculture because the Industrial Decarbonisation Challenge and Low Carbon and Renewable Energy Economy Survey indicate environmental/decarbonisation focus; Cross-Domain Linkage because datasets span business (ABS, BSD, UKIS, BERD), labour market (ASHE), and environment (LCREE); Policy Evaluation / Impact Analysis because it explicitly evaluates the ISCF Industrial Decarbonisation Challenge; no cross-cutting tag as no demographic equity lens is central.",
2022/108,2022/108,The Future of Work and Wellbeing: The Pissarides Review,"Office for National Statistics: Annual Population Survey UK, Annual Survey of Hours and Earnings UK, Labour Force Survey UK",2022,Labour Market & Employment,Labour Market & Employment,True,Within-Domain Linkage,Within-Domain Linkage,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,"Assigned Labour Market & Employment because the Pissarides Review studies the future of work and wellbeing using labour-market data; Within-Domain Linkage because APS, ASHE and LFS are all labour-market datasets; Descriptive Monitoring because the review profiles work trends and patterns; no tag because no specific demographic comparison is central.","Assigned Labour Market & Employment because the project studies 'The Future of Work and Wellbeing' using labour market surveys (APS, ASHE, LFS) focused on work and workforce dynamics; Within-Domain Linkage because multiple datasets all belong to the labour market domain; Descriptive Monitoring because the Pissarides Review aims to characterise and map trends in work and wellbeing rather than evaluate a specific policy; no cross-cutting tag as no demographic equity comparison is indicated as central.",
2022/109,2022/109,Levelling up? Startups and Regional Inequality in the United Kingdom,"Office for National Statistics: Business Structure Database, Annual Business Survey, Annual Survey of Hours and Earnings",2022,Business & Productivity,Business & Productivity,True,Within-Domain Linkage,Cross-Domain Linkage,False,Descriptive Monitoring,Descriptive Monitoring,True,,,True,"Assigned Business & Productivity because the project focuses on startups and enterprise across regions; Within-Domain Linkage because BSD, ABS and ASHE are firm/business-domain datasets; Descriptive Monitoring because it characterises regional inequality in startup activity; no tag because regional inequality is not a demographic/equality-group comparison.","Assigned Business & Productivity because the project focuses on startups and regional inequality in firm creation using BSD and ABS; Cross-Domain Linkage because datasets span business (BSD, ABS) and labour market (ASHE) domains; Descriptive Monitoring because the project characterises regional patterns of startups and inequality rather than evaluating a named intervention or tracking a specific exposure-outcome relationship; no cross-cutting tag as regional inequality is not a demographic/equality-relevant group comparison.",Layer B disagreed
2022/110,2022/110,"Analysis of domestic violence, sexual violence and stalking of older adults",Office for National Statistics: Crime Survey for England and Wales,2022,Crime & Justice,Crime & Justice,True,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Descriptive Monitoring,True,Demographic disparities / equity tag,Demographic disparities / equity tag,True,"Assigned Crime & Justice because the project analyses domestic violence, sexual violence and stalking victimisation; Single-Dataset because only the Crime Survey for England and Wales is listed; Descriptive Monitoring because it profiles victimisation among older adults; demographic disparities tag because the focus is specifically on older adults as an age group.","Assigned Crime & Justice because the project analyses domestic violence, sexual violence and stalking, which are victimisation topics; Single-Dataset because only the Crime Survey for England and Wales is listed; Descriptive Monitoring because the project appears to measure and profile victimisation of older adults; Demographic disparities / equity tag because the focus on older adults as a specific demographic group experiencing violence is central to the research question.",
2022/111,2022/111,"Private family law cases in England and Wales: profiles, pathways and outcomes",Ministry of Justice: MoJ Data First family court data extract,2022,Crime & Justice,Crime & Justice,True,Single-Dataset,Single-Dataset,True,Service Interaction / Systems Analysis,Service Interaction / Systems Analysis; Life-Course / Trajectory Analysis,False,,,True,Assigned Crime & Justice because the project studies private family law cases; Single-Dataset because only the MoJ family court data extract is listed; Service Interaction / Systems Analysis because pathways and case progression through the family courts are central; no tag because no demographic comparison is the central question.,"Assigned Crime & Justice because the project studies private family law cases using family court data, which falls within family justice; Single-Dataset because only the MoJ Data First family court data extract is listed; Service Interaction / Systems Analysis because the project examines pathways through the family court system; Life-Course / Trajectory Analysis because it also examines profiles and outcomes suggesting trajectory analysis of cases over time; no cross-cutting tag as no demographic equity comparison is indicated.",Layer C disagreed
2022/112,2022/112,The Political Economy Consequences of Global Supply Chains,"Office for National Statistics: International Trade in Services UK, Linked Trade-in-Goods/IDBR dataset UK",2022,Business & Productivity,Business & Productivity,True,Within-Domain Linkage,Within-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,,,True,Assigned Business & Productivity because the project studies global supply chains via trade and firm-register data; Within-Domain Linkage because trade and IDBR datasets are both business/trade-domain; Outcome Tracking because it links supply-chain exposure to political economy consequences; no tag because no demographic lens is central.,"Assigned Business & Productivity because the project studies global supply chains using trade and business register data (ITIS, linked Trade-in-Goods/IDBR); Within-Domain Linkage because both datasets are within the trade/business domain; Outcome Tracking because the project links global supply chain exposure to political economy consequences, a naturally occurring exposure-outcome design; no cross-cutting tag as no demographic equity comparison is central.",
2022/113,2022/113,Share Schemes Evaluation,"Office for National Statistics: Business Structure Database UK, Longitudinal Inter-Departmental Business Register UK",2022,Business & Productivity,Public Finance & Taxation; Business & Productivity,False,Within-Domain Linkage,Within-Domain Linkage,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,Assigned Business & Productivity because share schemes evaluation concerns firm-level outcomes; Within-Domain Linkage because BSD and LIDBR are both business-register datasets; Policy Evaluation / Impact Analysis because it evaluates a named share-scheme programme; no tag because no demographic comparison is central.,"Assigned Public Finance & Taxation because Share Schemes are tax-related policy instruments (employee share scheme tax reliefs); Business & Productivity because the evaluation uses firm-level data (BSD, IDBR) and likely examines firm-level outcomes; Within-Domain Linkage because BSD and IDBR are both business-domain datasets; Policy Evaluation / Impact Analysis because the title explicitly states 'Evaluation' of share schemes; no cross-cutting tag as no demographic equity comparison is indicated.",Layer A disagreed
2022/114,2022/114,On the Measurement of Disease Prevalence,"Office for National Statistics / University of Oxford: Covid-19 Infection Survey UK, Covid-19 Infection Survey with Combined Vaccination Dataset",2022,Health & Social Care; COVID-19 & Pandemic; Data Infrastructure & Methodology,Health & Social Care; Data Infrastructure & Methodology,False,Within-Domain Linkage,Within-Domain Linkage,True,Methodological / Infrastructure Research,Methodological / Infrastructure Research,True,,,True,"Assigned Health & Social Care and COVID-19 & Pandemic because it concerns disease prevalence measurement using COVID infection surveys, and Data Infrastructure & Methodology because the measurement of prevalence is the substantive object; Within-Domain Linkage because both datasets are COVID infection/vaccination health-domain products; Methodological / Infrastructure Research because the project develops/improves prevalence measurement methods; no tag because no demographic comparison is central.",Assigned Health & Social Care because the project concerns disease prevalence measurement using COVID-19 infection survey data; Data Infrastructure & Methodology because the title 'On the Measurement of Disease Prevalence' indicates measurement methodology is the substantive object; Within-Domain Linkage because both datasets (CIS and CIS with vaccination) are within the health domain; Methodological / Infrastructure Research because the analytical purpose is to develop or assess methods for measuring prevalence; no cross-cutting tag as no demographic equity comparison is central.,Layer A disagreed
