Record ID,Project ID,Title,Datasets Used,Year,substantive_domains_4_8,substantive_domains_4_6,substantive_domains_agree,linkage_mode_4_8,linkage_mode_4_6,linkage_mode_agree,analytical_purpose_4_8,analytical_purpose_4_6,analytical_purpose_agree,cross_cutting_tags_4_8,cross_cutting_tags_4_6,cross_cutting_tags_agree,rationale_4_8,rationale_4_6,disagreement_summary
2020/092,2020/092,Understanding Recent Fertility in the UK and Improving Methodologies for Fertility Forecasting,Office for National Statistics: ONS Longitudinal Study of England and Wales,2020,Migration & Demographics,Migration & Demographics; Data Infrastructure & Methodology,False,Single-Dataset,Single-Dataset,True,Descriptive Monitoring; Methodological / Infrastructure Research,Descriptive Monitoring; Methodological / Infrastructure Research,True,,,True,"Assigned Migration & Demographics because the project studies UK fertility and fertility forecasting, a core demographic outcome; Single-Dataset because only the ONS Longitudinal Study is listed; Descriptive Monitoring and Methodological / Infrastructure Research because it characterises recent fertility patterns and explicitly improves forecasting methodologies; no tag because no demographic-group comparison is central.","Assigned Migration & Demographics because the project studies fertility, a core demographic process, and Data Infrastructure & Methodology because it explicitly aims to improve methodologies for fertility forecasting; Single-Dataset because only the ONS Longitudinal Study is listed; Descriptive Monitoring for understanding recent fertility patterns and Methodological / Infrastructure Research for improving forecasting methods; no tag because no demographic-disparity comparison is central.",Layer A disagreed
2020/093,2020/093,Local wellbeing impacts of the Grosvenor Square Gardens Project,"Office for National Statistics: Annual Population Survey , Annual Population Survey , Crime Survey for England and Wales, Labour Force Survey , Labour Force Survey , Longitudinal Small Business Survey
Department for Education: National Employers Skill Survey
Institute for Social and Economic Research: Understanding Society",2021,Business & Productivity; Health & Social Care,"Poverty, Wealth & Living Standards",False,Cross-Domain Linkage,Cross-Domain Linkage,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,"Assigned Business & Productivity and Health & Social Care because the project evaluates local wellbeing impacts of a named regeneration project, drawing on business surveys and wellbeing/social data; Cross-Domain Linkage because datasets span labour/business, crime survey, and household survey domains; Policy Evaluation / Impact Analysis because it evaluates impacts of the named Grosvenor Square Gardens Project; no tag because no demographic group comparison is central.","Assigned Poverty, Wealth & Living Standards because the project studies local wellbeing impacts, focusing on living standards and wellbeing; Cross-Domain Linkage because datasets span labour/employment (APS, LFS), crime (CSEW), education/skills (National Employers Skill Survey), and household panel (Understanding Society); Policy Evaluation / Impact Analysis because the project evaluates a named intervention (Grosvenor Square Gardens Project); no tag because no demographic disparity lens is indicated.",Layer A disagreed
2020/096,2020/096,Glasgow City Region Economic Modelling,"Office for National Statistics: Business Structure Database, Annual Business Survey, Business Expenditure on Research and Development & Living Costs and Food Survey",2020,Business & Productivity,Business & Productivity,True,Cross-Domain Linkage,Within-Domain Linkage,False,Descriptive Monitoring,Descriptive Monitoring,True,,,True,Assigned Business & Productivity because the project models a city-region economy via firm-level business data; Cross-Domain Linkage because business datasets combine with the household Living Costs and Food Survey spanning business and living-standards domains; Descriptive Monitoring because it builds an economic model characterising the regional economy; no tag because no demographic comparison is central.,"Assigned Business & Productivity because the project models the Glasgow City Region economy using firm-level business data; Within-Domain Linkage because BSD, ABS, BERD, and Living Costs and Food Survey are listed, but Living Costs and Food Survey is a household survey spanning a different domain — however, the core business datasets dominate; on reflection, Cross-Domain Linkage is more appropriate given LCFS is a household consumption survey distinct from business domain, but all datasets primarily serve economic modelling so Within-Domain Linkage applies to the economic/business domain; Descriptive Monitoring because the project is economic modelling characterising a regional economy; no tag.",Layer B disagreed
2020/099,2020/099,Estimation of energy demand drivers and the effect of public policies on consumption under the climate emergency,"Department for Business, Energy & Industrial Strategy: National Energy Efficiency data
Office for National Statistics: Annual Respondents Database, Annual Respondents Database, Annual Business Survey, Annual Survey of Hours and Earnings, Products of the European Community, Business Structure Database, Longitudinal Business Structure Database, Annual Inquiry into Foreign Direct Investment, Annual Population Survey & Labour Force Survey Household, Living Costs and Food Survey
Institute for Social and Economic Research:
Understanding Society
Department for Business, Energy and Industrial Strategy: Quarterly Fuels Inquiry
Department for Business, Energy and Industrial Strategy: Community Innovation Survey",2020,Environment & Agriculture; Business & Productivity,Environment & Agriculture; Public Finance & Taxation,False,Cross-Domain Linkage,Cross-Domain Linkage,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,"Assigned Environment & Agriculture because the focus is energy demand and climate policy, and Business & Productivity because firm-level business surveys are central to estimating drivers; Cross-Domain Linkage because energy, business, household and survey datasets span multiple domains; Policy Evaluation / Impact Analysis because it estimates the effect of public policies on consumption; no tag because no demographic comparison is central.","Assigned Environment & Agriculture because the project estimates energy demand drivers under the climate emergency, and Public Finance & Taxation because it examines the effect of public policies on energy consumption; Cross-Domain Linkage because datasets span energy efficiency data (NEED), business surveys (ABS, ARD, BSD), labour/earnings data (ASHE, LFS, APS), household surveys (LCFS, Understanding Society), and FDI data across multiple policy domains; Policy Evaluation / Impact Analysis because the project explicitly evaluates the effect of public policies on consumption; no tag.",Layer A disagreed
2020/100,2020/100,Director relationships and UK firm performance,"Office for National Statistics /
Bank of England: Linked Director's mortality
Data",2020,Business & Productivity,Business & Productivity,True,Cross-Domain Linkage,Single-Dataset,False,Outcome Tracking,Outcome Tracking,True,,,True,Assigned Business & Productivity because the focus is director relationships and firm performance; Cross-Domain Linkage because the linked product combines director mortality (health/demographic) data with firm performance data spanning domains; Outcome Tracking because it links director characteristics/relationships to firm performance outcomes; no tag because no demographic-group comparison is central.,Assigned Business & Productivity because the project examines director relationships and UK firm performance; Single-Dataset because only the Linked Director's Mortality Data is listed as a single pre-linked product; Outcome Tracking because director relationships (a naturally occurring characteristic) are linked to firm performance outcomes; no tag.,Layer B disagreed
2020/106,2020/106,"Analysis of death registrations not involving coronavirus, England and Wales: January 2020 to November 2020",Office for National Statistics: Death registration data -Provisional Monthly Extracts,2020,Migration & Demographics,Health & Social Care,False,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,Assigned Migration & Demographics because the project analyses death registrations as a population/mortality outcome distinct from coronavirus; Single-Dataset because only death registration monthly extracts are used; Descriptive Monitoring because the operation is profiling deaths over a period; no tag because no demographic-group comparison is central.,"Assigned Health & Social Care because the project analyses death registrations not involving coronavirus, treating mortality as a health outcome. Single-Dataset because only provisional monthly death registration data is used. Descriptive Monitoring because the project characterises patterns of non-COVID deaths over a specific time period. No tag because no demographic-equity comparison is indicated as central.",Layer A disagreed
2020/107,2020/107,Classifying the older population: understanding the geography of opportunities and challenges in England,Office for National Statistics: Secure Census 2011 Origin / Destination,2020,Migration & Demographics,Migration & Demographics,True,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Descriptive Monitoring,True,Demographic disparities / equity tag,,False,Assigned Migration & Demographics because the project classifies the older population and its geography; Single-Dataset because only Secure Census 2011 Origin/Destination is used; Descriptive Monitoring because the aim is to classify and map population characteristics; demographic disparities tag because the focus is on the older age group and geographic variation in opportunities.,"Assigned Migration & Demographics because the project classifies the older population and analyses the geography of opportunities and challenges, which is a demographic/population composition study. Single-Dataset because only Census 2011 Origin/Destination data is listed. Descriptive Monitoring because the project characterises and classifies the older population geographically. No tag because the focus is age-based population classification rather than a demographic-equity comparison of outcomes across groups.",Tag disagreed
2020/108,2020/108,Local Labour Market Opportunities and Crime: Evidence from 300 Community Safety Partnerships in England and Wales,Office for National Statistics: Annual Survey of Hours and Earnings & Labour Force Survey,2020,Labour Market & Employment; Crime & Justice,Crime & Justice; Labour Market & Employment,True,Within-Domain Linkage,Cross-Domain Linkage,False,Outcome Tracking,Outcome Tracking,True,,,True,Assigned Labour Market & Employment and Crime & Justice because the project links local labour-market opportunities to crime; Within-Domain Linkage because ASHE and LFS are both labour-market datasets; Outcome Tracking because it tests how a naturally occurring labour-market exposure relates to crime outcomes; no tag because no demographic-group comparison is central.,Assigned Crime & Justice because crime at Community Safety Partnership level is a central outcome; Labour Market & Employment because local labour market opportunities are the central exposure. Cross-Domain Linkage because ASHE and LFS (labour market domain) are combined with crime data (justice domain) at the area level. Outcome Tracking because the project links a naturally occurring exposure (labour market conditions) to a downstream outcome (crime). No tag because no demographic-equity comparison is central.,Layer B disagreed
2020/109,2020/109,Understanding the impact of data localisation,"Office for National Statistics: Annual Business Survey, Business Structure Database & International Trade in Services .",2020,Business & Productivity,Business & Productivity,True,Within-Domain Linkage,Within-Domain Linkage,True,Outcome Tracking,Policy Evaluation / Impact Analysis,False,,,True,Assigned Business & Productivity because data localisation impact is analysed at firm level using business surveys and trade in services; Within-Domain Linkage because all sources are firm/business-domain datasets; Outcome Tracking because it examines impact of a condition on firm outcomes; no tag because no demographic comparison applies.,"Assigned Business & Productivity because the project studies the impact of data localisation on businesses using firm-level data (ABS, BSD, International Trade in Services). Within-Domain Linkage because all three datasets (ABS, BSD, ITIS) fall within the business/firm domain. Policy Evaluation / Impact Analysis because the project evaluates the impact of data localisation policy on firms. No tag because no demographic-equity comparison is central.",Layer C disagreed
2020/113,2020/113,The Impact of Brexit on the UK Productivity,"Office for National Statistics: Annual Business Survey, Annual Foreign Direct Investment Survey & Labour Force Survey",2020,Business & Productivity,Business & Productivity,True,Cross-Domain Linkage,Cross-Domain Linkage,True,Outcome Tracking,Policy Evaluation / Impact Analysis,False,,,True,Assigned Business & Productivity because the focus is the impact of Brexit on UK productivity; Cross-Domain Linkage because business surveys/FDI sit in business while the Labour Force Survey is a labour-market source; Outcome Tracking because it links the Brexit context to productivity outcomes; no tag because no demographic comparison applies.,"Assigned Business & Productivity because the project studies the impact on UK productivity using firm-level and business surveys. Cross-Domain Linkage because ABS and Annual FDI Survey (business domain) are combined with Labour Force Survey (labour market domain). Policy Evaluation / Impact Analysis because the project evaluates the impact of Brexit, a major policy/institutional change, on productivity. No tag because no demographic-equity comparison is central.",Layer C disagreed
2020/118,2020/118,"Utilising routine data and machine learning techniques to discover new multi-morbidity and polypharmacy phenotype's associated with poorer outcomes, health, resilience and wellbeing in the Welsh population",SAIL Databank Databank: 2011 Census Data Welsh residents,2020,Health & Social Care,Health & Social Care; Data Infrastructure & Methodology,False,Single-Dataset,Single-Dataset,True,Risk Prediction / Early Identification,Risk Prediction / Early Identification; Methodological / Infrastructure Research,False,,,True,"Assigned Health & Social Care because the focus is multi-morbidity, polypharmacy, and health outcomes; Single-Dataset because only one SAIL census product is listed; Risk Prediction / Early Identification because machine learning to discover phenotypes associated with poorer outcomes is a predictive/identification design; no tag because no demographic-group comparison is central.","Assigned Health & Social Care because the project focuses on multi-morbidity, polypharmacy, and health outcomes; Data Infrastructure & Methodology because machine learning techniques to 'discover new phenotypes' represents methodological development; Single-Dataset because only 2011 Census Data Welsh residents is listed; Risk Prediction / Early Identification because discovering phenotypes associated with poorer outcomes implies identifying at-risk groups, and Methodological / Infrastructure Research because developing ML-based phenotype discovery is a methods contribution; no tag because no demographic equity comparison is central.",Layer A disagreed; Layer C disagreed
2020/120,2020/120,COVID-19 Local Area Profiles,"Office for National Statistics: Annual Population Survey , Annual Survey of Hours and Earnings, Business Structure Database, Coronavirus and the social impacts on Great Britain, Death registration data Provisional Monthly Extracts, Linked Census and death occurrences & 2011 Census Ethnicity Data
Office for National Statistics / University of Oxford: COVID-19 Infection Survey",2020,COVID-19 & Pandemic; Health & Social Care; Labour Market & Employment,COVID-19 & Pandemic; Health & Social Care,False,Cross-Domain Linkage,Cross-Domain Linkage,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,"Assigned COVID-19 & Pandemic, Health & Social Care and Labour Market & Employment because the project profiles local COVID-19 area conditions using infection survey, death registrations and employment/earnings data; Cross-Domain Linkage because datasets span health (infection, deaths), labour (ASHE, APS) and business; Descriptive Monitoring because local-area profiles measure patterns and distributions; no tag because demographic comparison is not the central question despite ethnicity data.","Assigned COVID-19 & Pandemic because the project creates COVID-19 local area profiles, and Health & Social Care because death registrations, infection survey, and health outcomes are central; Cross-Domain Linkage because datasets span health (death registrations, COVID-19 Infection Survey), labour/economy (APS, ASHE, BSD), and social impacts domains; Descriptive Monitoring because 'Local Area Profiles' indicates measurement of levels, distribution, and patterns across areas; no tag because demographic comparison is not central to the profiling exercise.",Layer A disagreed
2020/121,2020/121,ISCF Industrial Decarbonisation Challenge Evaluation,"Office for National Statistics: Annual Business Survey, Business Enterprise Research and Development, Business Structure Database & Low Carbon and Renewable Energy Economy Survey",2020,Environment & Agriculture; Business & Productivity,Environment & Agriculture; Business & Productivity,True,Cross-Domain Linkage,Within-Domain Linkage,False,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,Assigned Environment & Agriculture and Business & Productivity because decarbonisation is studied via firm-level surveys and a low-carbon energy economy survey; Cross-Domain Linkage because business surveys and the Low Carbon and Renewable Energy Economy Survey span environment and business domains; Policy Evaluation / Impact Analysis because the project evaluates the named ISCF Industrial Decarbonisation Challenge; no tag because no demographic-group comparison is central.,"Assigned Environment & Agriculture because the ISCF Industrial Decarbonisation Challenge concerns decarbonisation and the Low Carbon and Renewable Energy Economy Survey is used; Business & Productivity because it evaluates impacts on businesses using ABS, BERD, and BSD; Within-Domain Linkage because all datasets relate to business/industry and energy domains which overlap under the decarbonisation lens, but more precisely Cross-Domain Linkage applies since LCREE captures environmental/energy while ABS/BSD/BERD capture business activity — correcting to Cross-Domain Linkage; Policy Evaluation / Impact Analysis because the title explicitly says 'Evaluation' of a named intervention (ISCF Industrial Decarbonisation Challenge); no tag.",Layer B disagreed
2020/126,2020/126,A Unified Approach to Measuring the Costs of Violent Crime Risk,"Office for National Statistics: Annual Population Survey, Annual Population Survey: Well-Being, Crime Survey for England and Wales & Quarterly Labour Force Survey",2020,Crime & Justice,Crime & Justice,True,Cross-Domain Linkage,Cross-Domain Linkage,True,Descriptive Monitoring,Outcome Tracking,False,,,True,"Assigned Crime & Justice because the focus is measuring costs of violent crime; Cross-Domain Linkage because the Crime Survey is combined with labour-market/wellbeing surveys (APS, Labour Force Survey) spanning crime and labour domains; Descriptive Monitoring because the analytical operation is measuring/quantifying costs of crime risk; no tag because no demographic-group comparison is central.","Assigned Crime & Justice because the title focuses on measuring costs of violent crime risk using the Crime Survey for England and Wales; Cross-Domain Linkage because datasets span crime (CSEW) and labour/population domains (APS, APS Well-Being, QLFS); Outcome Tracking because the project links violent crime risk (exposure) to costs including wellbeing outcomes; no tag because no demographic equity comparison is central.",Layer C disagreed
2020/129,2020/129,Born into care: Newborns in care proceedings in Wales,SAIL Databank Databank: 2011 Census Data Welsh residents,2020,Crime & Justice,Crime & Justice,True,Single-Dataset,Single-Dataset,True,Service Interaction / Systems Analysis,Descriptive Monitoring,False,,,True,"Assigned Crime & Justice because the focus is newborns in care proceedings, a family-justice process; Single-Dataset because only one SAIL census product is listed; Service Interaction / Systems Analysis because the study concerns movement of cases through care proceedings; no tag because no demographic-group comparison is central.",Assigned Crime & Justice because 'care proceedings' are family justice processes involving courts; Single-Dataset because only 2011 Census Data Welsh residents is listed; Descriptive Monitoring because 'Born into care: Newborns in care proceedings' suggests characterising the population of newborns entering care proceedings rather than testing an exposure-outcome relationship; no tag because no demographic equity comparison is central.,Layer C disagreed
2021/001,2021/001,Mind the Gap: Educational Inequalities during Covid-19: University Applications and Offers,UCAS: Universities and Colleges Admissions Service data,2021,Education & Skills; COVID-19 & Pandemic,Education & Skills; COVID-19 & Pandemic,True,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Outcome Tracking,False,Demographic disparities / equity tag,Demographic disparities / equity tag,True,Assigned Education & Skills and COVID-19 & Pandemic because the project examines university applications and offers during COVID-19; Single-Dataset because only UCAS admissions data is listed; Descriptive Monitoring because it characterises inequalities in applications/offers rather than testing a named intervention; demographic disparities tag because educational inequalities across groups are central.,Assigned Education & Skills because the project focuses on university applications and offers; COVID-19 & Pandemic because it explicitly studies educational inequalities during Covid-19; Single-Dataset because only UCAS data is listed; Outcome Tracking because the project links the pandemic exposure to university application/offer outcomes; Demographic disparities / equity tag because the title 'Mind the Gap: Educational Inequalities' signals central comparison across equity-relevant groups.,Layer C disagreed
2021/003,2021/003,UK Local Employment Multipliers,"Office for National Statistics: Annual Business Survey, Annual Survey of Hours and Earnings, Business Structure Database & Annual Population Survey",2021,Labour Market & Employment; Business & Productivity,Labour Market & Employment,False,Cross-Domain Linkage,Cross-Domain Linkage,True,Outcome Tracking,Descriptive Monitoring,False,,,True,"Assigned Labour Market & Employment and Business & Productivity because employment multipliers concern how firm activity generates local jobs, using ASHE/APS and business structure data; Cross-Domain Linkage because labour datasets are combined with firm/business datasets across domains; Outcome Tracking because it estimates the relationship between business activity and local employment outcomes; no tag because no demographic comparison is central.","Assigned Labour Market & Employment because the project studies local employment multipliers, centering on employment dynamics and labour demand; Cross-Domain Linkage because datasets span business/firm data (ABS, BSD) and labour market/individual data (ASHE, APS); Descriptive Monitoring because estimating employment multipliers involves measuring levels and patterns of employment effects across local areas; no tag because no demographic group comparison is central.",Layer A disagreed; Layer C disagreed
2021/004,2021/004,BEIS/ISC Understanding the Links Between Social Metrics and Productivity,"Office for National Statistics: Annual Business Survey, Annual Population Survey , Annual Respondents Database & Business Structure Database",2021,Business & Productivity,Business & Productivity,True,Cross-Domain Linkage,Within-Domain Linkage,False,Outcome Tracking,Outcome Tracking,True,,,True,Assigned Business & Productivity because the project links social metrics to firm productivity using business surveys and business databases; Cross-Domain Linkage because it combines firm-level business data with Annual Population Survey (labour) data; Outcome Tracking because it tests links between social metrics and productivity as exposure-outcome; no tag because no demographic-group comparison is central.,"Assigned Business & Productivity because the title focuses on links between social metrics and productivity using business surveys (ABS, ARD, BSD); Within-Domain Linkage because ABS, ARD, and BSD are all business/firm-level datasets, while APS provides context but the core analytical question is firm productivity—however APS spans labour market domain so Cross-Domain Linkage could apply; upon reflection, APS is a labour/population survey distinct from business datasets so reassigning to Cross-Domain Linkage would be warranted—but the substantive focus is productivity, and APS may serve as a contextual input; given APS is separately listed alongside business datasets spanning a different policy domain, Cross-Domain Linkage applies; Outcome Tracking because the project links social metrics (exposure) to productivity outcomes; no tag as no demographic equity comparison is central.",Layer B disagreed
2021/005,2021/005,Occupational segregation by ethnicity: the impact of regional job availability on occupational choice,"Office for National Statistics: Census 1961, Census 1971, Census 1981, Census 1991, Census 2001, Census 2011 & Labour Force Survey",2021,Labour Market & Employment,Labour Market & Employment,True,Cross-Domain Linkage,Within-Domain Linkage,False,Outcome Tracking,Outcome Tracking,True,Demographic disparities / equity tag,Demographic disparities / equity tag,True,Assigned Labour Market & Employment because occupational segregation and occupational choice are central; Cross-Domain Linkage because multiple census waves plus the Labour Force Survey span census-population and labour domains; Outcome Tracking because it links regional job availability to occupational choice; demographic disparities tag because segregation by ethnicity is the central comparison.,"Assigned Labour Market & Employment because the project studies occupational segregation and occupational choice, which are labour-market outcomes; Within-Domain Linkage because Census waves and LFS are both population/demographic datasets—however Census is demographic and LFS is labour market; these span census/population and labour domains so Cross-Domain Linkage could apply, but both contain occupation and employment data so they sit within the labour market/population domain; treating Census and LFS as both providing labour market data, Within-Domain Linkage applies; Outcome Tracking because the project links regional job availability (exposure) to occupational choice (outcome) by ethnicity; Demographic disparities / equity tag because ethnicity-based occupational segregation comparison is central.",Layer B disagreed
2021/007,2021/007,The economic and social impact of COVID-19,Office for National Statistics: Business Impact of COVID-19 Survey & Coronavirus and the social impacts on Great Britain,2021,COVID-19 & Pandemic; Business & Productivity,COVID-19 & Pandemic; Business & Productivity,True,Cross-Domain Linkage,Within-Domain Linkage,False,Descriptive Monitoring,Descriptive Monitoring,True,,,True,Assigned COVID-19 & Pandemic and Business & Productivity because the project studies economic and social COVID-19 impact using a business impact survey and social impacts survey; Cross-Domain Linkage because the datasets span business and general social-impact domains; Descriptive Monitoring because it profiles economic and social impacts; no tag because no demographic-group comparison is central.,"Assigned COVID-19 & Pandemic because the project studies the economic and social impact of COVID-19; Business & Productivity because the Business Impact of COVID-19 Survey focuses on firm-level pandemic effects; Within-Domain Linkage because both datasets (BICS and Coronavirus social impacts survey) are COVID-19 specific surveys from ONS—though one covers business and the other social impacts, both are pandemic-focused; however, BICS is a business/firm domain dataset and the social impacts survey covers social/household domain, so Cross-Domain Linkage applies; reassigning to Cross-Domain Linkage; Descriptive Monitoring because the project characterises the economic and social impact of the pandemic; no tag as no central demographic comparison is indicated.",Layer B disagreed
2021/008,2021/008,Income Inequality,"Office for National Statistics: Annual Population Survey - Person & Households, Annual Survey of Hours and Earnings",2021,"Poverty, Wealth & Living Standards; Labour Market & Employment","Poverty, Wealth & Living Standards",False,Within-Domain Linkage,Cross-Domain Linkage,False,Descriptive Monitoring,Descriptive Monitoring,True,,,True,"Assigned Poverty, Wealth & Living Standards and Labour Market & Employment because income inequality concerns distribution of household resources and earnings via APS and ASHE; Within-Domain Linkage because APS and ASHE are both labour/income survey datasets; Descriptive Monitoring because it measures income distribution; no tag because the focus is income inequality not a demographic group comparison.","Assigned Poverty, Wealth & Living Standards because the project focuses on income inequality, concerning the distribution of household resources; Cross-Domain Linkage because APS (population/household survey) and ASHE (employer-based earnings survey) span household income and employment earnings domains; Descriptive Monitoring because studying income inequality implies measuring levels, distributions, and patterns of income; no tag because income inequality alone without a central demographic group comparison does not warrant the equity tag.",Layer A disagreed; Layer B disagreed
2021/009,2021/009,Retention of the clinical and ambulance workforce in English NHS hospitals,Office for National Statistics: Annual Survey of Hours and Earnings & Labour Force Survey,2021,Health & Social Care; Labour Market & Employment,Health & Social Care; Labour Market & Employment,True,Within-Domain Linkage,Within-Domain Linkage,True,Outcome Tracking,Descriptive Monitoring,False,,,True,"Assigned Health & Social Care and Labour Market & Employment because the project studies retention of the NHS clinical and ambulance workforce, combining health-workforce focus with labour retention; Within-Domain Linkage because ASHE and the Labour Force Survey both sit in the labour-market domain; Outcome Tracking because it examines factors associated with workforce retention; no tag because the focus is workforce retention not demographic-group comparison.",Assigned Health & Social Care because the project studies the NHS clinical and ambulance workforce; Labour Market & Employment because retention is a workforce/labour-market outcome using ASHE and LFS; Within-Domain Linkage because ASHE and LFS are both labour market datasets; Descriptive Monitoring because the project aims to understand retention patterns of NHS workforce; no tag because no central demographic equity comparison is indicated.,Layer C disagreed
2021/014,2021/014,Causal evaluation of productivity and efficiency changes from climate policy across UK manufacturing firms,"Office for National Statistics: Annual Business Inquiry, Annual Business Survey, Annual Purchases Survey
, Annual Respondents Database, Business Structure Database
Department for Business, Energy and Industrial Strategy: Quarterly Fuels Inquiry",2021,Business & Productivity; Environment & Agriculture,Business & Productivity; Environment & Agriculture,True,Cross-Domain Linkage,Within-Domain Linkage,False,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,"Assigned Business & Productivity and Environment & Agriculture because the title concerns productivity/efficiency of manufacturing firms under climate policy, with business surveys plus the Quarterly Fuels Inquiry (energy); Cross-Domain Linkage because business datasets are linked to an energy/fuels dataset spanning two domains; Policy Evaluation / Impact Analysis because it is a causal evaluation of a named climate policy; no tag because no demographic group comparison is central.","Assigned Business & Productivity because the project evaluates productivity and efficiency changes across UK manufacturing firms, and Environment & Agriculture because climate policy is the central exposure; Within-Domain Linkage because all datasets (ABI, ABS, APS, ARD, BSD, Quarterly Fuels Inquiry) relate to business/firm-level data within the same policy domain; Policy Evaluation / Impact Analysis because the title specifies causal evaluation of a named climate policy; no cross-cutting tag because no demographic or equality-relevant comparison is indicated.",Layer B disagreed
2021/015,2021/015,Inequalities in the economic impact of COVID-19 pandemic on residents and businesses in Hackney and the City of London,"Office for National Statistics: Business Impact of
COVID-19
Survey, Census 2011 England and Wales: Household
structure for
COVID-19
models, Coronavirus and the social
impacts on Great Britain, Covid-19
Infection Survey, Effects of Tax and Benefits, Labour Force Survey
, Labour Force Survey
, Linked Census and death
occurrences",2021,"COVID-19 & Pandemic; Business & Productivity; Labour Market & Employment; Poverty, Wealth & Living Standards","COVID-19 & Pandemic; Poverty, Wealth & Living Standards",False,Cross-Domain Linkage,Cross-Domain Linkage,True,Outcome Tracking,Descriptive Monitoring,False,Demographic disparities / equity tag,Demographic disparities / equity tag,True,"Assigned COVID-19 & Pandemic, Business & Productivity, Labour Market & Employment and Poverty, Wealth & Living Standards because the project studies pandemic economic impacts on residents and businesses including tax/benefits effects; Cross-Domain Linkage because datasets span business, census, labour and tax/benefit domains; Outcome Tracking because it links pandemic exposure to economic outcomes; equity tag because inequalities across population groups are central.","Assigned COVID-19 & Pandemic because the project studies economic impacts of the pandemic, and Poverty, Wealth & Living Standards because it examines inequalities in economic impacts on residents including effects of tax and benefits; Cross-Domain Linkage because datasets span business (BICS), labour (LFS), health (Covid-19 Infection Survey, linked Census and death occurrences), census household structure, and fiscal (Effects of Tax and Benefits); Descriptive Monitoring because the project characterises inequalities in pandemic economic impacts across populations; Demographic disparities / equity tag because 'inequalities' in impact on residents is central, with census ethnicity data and household structure indicating equity-focused comparison.",Layer A disagreed; Layer C disagreed
2021/019,2021/019,"ESCoE project on ""Productivity, and the Supply of Labour and Capital; Modern Economy and the National Accounts; Devolved, Regional and Local Statistics""","Office for National Statistics: Annual Population Survey, Management and Expectations Survey, Management Practices Survey, Consumer Prices Indices
Institute for Economic and Social Research: Understanding Society",2021,Business & Productivity; Labour Market & Employment,Business & Productivity; Labour Market & Employment,True,Cross-Domain Linkage,Cross-Domain Linkage,True,Descriptive Monitoring,Descriptive Monitoring; Methodological / Infrastructure Research,False,,,True,"Assigned Business & Productivity and Labour Market & Employment because the project studies productivity, management practices, supply of labour and capital using business surveys and the Annual Population Survey; Cross-Domain Linkage because datasets span business/productivity (Management surveys), labour market (APS), prices and household panel (Understanding Society); Descriptive Monitoring because it produces national-accounts and regional statistics characterising productivity and labour/capital patterns; no tag because no demographic-equity comparison is central.","Assigned Business & Productivity and Labour Market & Employment because the title explicitly addresses productivity, supply of labour and capital, and regional/national accounts; Cross-Domain Linkage because datasets span labour/population surveys (APS, LFS-based Understanding Society) and business/management surveys (Management Practices Survey, MES, CPI); purposes are Descriptive Monitoring (measuring regional and national statistics) and Methodological / Infrastructure Research (ESCoE project focused on improving national statistical measures); no tag because no demographic-equity comparison is central.",Layer C disagreed
2021/023,2021/023,Does place matter? An examination of geographical inequalities in COVID-19 in England,"Office for National Statistics: Death registration data-Provisional Monthly Extracts, Death Registrations, England and Wales & Linked Census and death occurrences",2021,COVID-19 & Pandemic; Health & Social Care,COVID-19 & Pandemic; Health & Social Care,True,Cross-Domain Linkage,Within-Domain Linkage,False,Descriptive Monitoring,Descriptive Monitoring,True,,,True,Assigned COVID-19 & Pandemic and Health & Social Care because the focus is geographical inequalities in COVID-19 mortality; Cross-Domain Linkage because death registrations linked to Census span health/mortality and demographic/population domains; Descriptive Monitoring because it examines geographical patterns and inequalities; no tag because the comparison is place-based rather than demographic group.,"Assigned COVID-19 & Pandemic because the project explicitly examines COVID-19 inequalities, and Health & Social Care because it studies mortality as a health outcome from COVID-19; Within-Domain Linkage because multiple death registration datasets and linked Census-death data all relate to mortality/health; Descriptive Monitoring because it examines geographical inequalities and patterns rather than evaluating a named intervention; no tag because geographical inequality is the lens rather than demographic group comparison.",Layer B disagreed
