Project ID,Title,Researchers,Legal Basis,Datasets Used,Secure Research Service,Accreditation Date,Record ID,Year,Quarter,Quarter Label,substantive_domains,linkage_mode,analytical_purpose,cross_cutting_tags,rationale,primary_domain
2022/083,Local patterns of health indicators and inequalities,"Thomas Turner, Office for Health Improvement and Disparities 
Amy Selby, Office for Health Improvement and Disparities 
Jo Watson, Office for Health Improvement and Disparities 
Louise Knight, Office for Health Improvement and Disparities 
Nicolaos Koukkoulli, Office for Health Improvement and Disparities 
Thomas Turner, Office for Health Improvement and Disparities ",Digital Economy Act (2017) ,"Office for National Statistics: Annual Population Survey, Coronavirus and the social impacts on Great Britain, Opinions and Lifestyle Survey, Business Structure Database
Department for Transport: National Travel Survey England",Office for National Statistics Secure Research Service,2022-05-18,2022/083,2022,2022Q2,Q2 2022,Health & Social Care,Cross-Domain Linkage,Descriptive Monitoring,,"Assigned Health & Social Care because the title focuses on local patterns of health indicators and inequalities; Cross-Domain Linkage because datasets span health/social surveys, business (Business Structure Database) and transport (National Travel Survey); Descriptive Monitoring because it measures local patterns and inequalities without testing a specific exposure-outcome or named intervention; no tag because inequalities are local/area-based rather than centred on a demographic equality group.",Health & Social Care
2022/084,Estimation of price elasticities of demand for alcohol in the United Kingdom,"Timothy Jossaume, HM Revenue and Customs",Digital Economy Act (2017) ,Office for National Statistics: Living Costs and Food Survey,Office for National Statistics Secure Research Service,2022-05-20,2022/084,2022,2022Q2,Q2 2022,"Poverty, Wealth & Living Standards",Single-Dataset,Descriptive Monitoring,,"Assigned Poverty, Wealth & Living Standards because the project estimates household demand/price elasticities for alcohol using spending data; Single-Dataset because only the Living Costs and Food Survey is listed; Descriptive Monitoring because the analytical operation is estimating demand parameters/patterns rather than evaluating a policy; no tag because no demographic equality comparison is central.","Poverty, Wealth & Living Standards"
2022/071,Analysing labour market transitions and progression for disadavantaged populations using linked administrative data,"Chris Dibben, The University of Edinburgh
Nick Bailey, University of Glasgow
Serena Pattaro, University of Glasgow
Gina Anghelescu, University of Glasgow",Digital Economy Act (2017) ,Office for National Statistics: Racial Disparity Audit Data,Office for National Statistics Secure Research Service,2022-12-05,2022/071,2022,2022Q4,Q4 2022,Labour Market & Employment,Single-Dataset,Life-Course / Trajectory Analysis,Demographic disparities / equity tag,Assigned Labour Market & Employment because the title centres on labour market transitions and progression; Single-Dataset because only Racial Disparity Audit Data is listed; Life-Course / Trajectory Analysis because it studies transitions and progression for disadvantaged populations; demographic disparities tag because it explicitly focuses on disadvantaged/racial disparity populations.,Labour Market & Employment
2022/062,"Covid-19, Labour Productivity and Regional Polarisation","Isabelle Bi, University of Bristol,
Anna Ceridwen Hughes, The University of Manchester
Anthony Rafferty, The University of Manchester",Digital Economy Act (2017) ,"Office for National Statistics: Annual Population Survey , Annual Population Survey , Annual Survey of Hours and Earnings, ASHE Longitudinal Data England and Wales, ASHE Longitudinal Data Great Britain England, Wales, Great Britain",Office for National Statistics Secure Research Service,2022-04-28,2022/062,2022,2022Q2,Q2 2022,Labour Market & Employment; Business & Productivity; COVID-19 & Pandemic,Within-Domain Linkage,Outcome Tracking,,"Assigned Labour Market & Employment and Business & Productivity because it studies labour productivity and earnings/employment with regional polarisation, and COVID-19 & Pandemic because COVID-19 framing is central; Within-Domain Linkage because APS and ASHE datasets all sit within the labour-market domain; Outcome Tracking because it links the pandemic shock to productivity and regional outcomes; no tag because the comparison is regional not demographic.",Labour Market & Employment
2022/063,"The Characteristics, Social Care Experience and Educational Outcomes of Looked After Children","Neil Smith, Office for National Statistics
Nathan Cadogan Clark, Office for National Statistics
Cara Evans, Office for National Statistics
Hamish Anderson, Office for National Statistics
Vasiliki Sogia, Office for National Statistics
Emily Goldsmith, Office for National Statistics
Onyinye Ezeyi, Office for National Statistics",Digital Economy Act (2017) ,"Office for National Statistics &
Department for Education: Growing Up in England Wave 1",Office for National Statistics Secure Research Service,2022-05-05,2022/063,2022,2022Q2,Q2 2022,Education & Skills; Health & Social Care,Cross-Domain Linkage,Outcome Tracking,,Assigned Education & Skills and Health & Social Care because the title concerns social care experience and educational outcomes of looked-after children; Cross-Domain Linkage because Growing Up in England links ONS and DfE education with social care components; Outcome Tracking because care experience (status) is linked to educational outcomes; no tag because the focus is care status not a demographic equality group.,Education & Skills
2022/066,Automation and service trade: evidence from UK firms,"Ioannis Papadakis, Queen Mary University of London
Gino Gancia, Queen Mary University of London

",Digital Economy Act (2017) ,"Office for National Statistics : Annual Survey of Hours and Earnings, Quarterly Capital Expenditure Survey, International Trade in Services",UK Data Service,2022-05-05,2022/066,2022,2022Q2,Q2 2022,Business & Productivity,Within-Domain Linkage,Outcome Tracking,,"Assigned Business & Productivity because the title studies automation and service trade among UK firms; Within-Domain Linkage because ASHE, Capital Expenditure Survey and International Trade in Services all relate to firm/business activity; Outcome Tracking because it links automation (exposure) to firm trade outcomes; no tag because no demographic equality lens is central.",Business & Productivity
2022/072,"Research into benefits, benefit reform and interactions with benefits","Duncan McVicar, Queen's University Belfast
Neil Rowland, Queen's University Belfast
Babak Jahanshahi, The University of Edinburgh
Ana Corina Miller, Queen's University Belfast
",Digital Economy Act (2017) ,Office for National Statistics: Racial Disparity Audit Data,Office for National Statistics Secure Research Service,2022-12-05,2022/072,2022,2022Q4,Q4 2022,"Poverty, Wealth & Living Standards",Single-Dataset,Policy Evaluation / Impact Analysis,,"Assigned Poverty, Wealth & Living Standards because the title concerns benefits, benefit reform and interactions with benefits; Single-Dataset because only Racial Disparity Audit Data is listed; Policy Evaluation / Impact Analysis because benefit reform is a named policy change being analysed; no tag because demographic comparison is not centrally framed despite the data source.","Poverty, Wealth & Living Standards"
2022/073,The effect of parental education and occupation on the disadvantage attainment gap - GUIE project,"Dave Thomson, FFT Education Ltd
Natasha Plaister, FFT Education Ltd
David Bibby, FFT Education Ltd
Katherine Beynon, FFT Education Ltd",Digital Economy Act (2017) ,"Office for National Statistics &
Department for Education: Growing Up in England Wave 1, Growing Up in England Wave 2 Vulnerability Measures,",Office for National Statistics Secure Research Service,2022-10-05,2022/073,2022,2022Q4,Q4 2022,Education & Skills,Within-Domain Linkage,Outcome Tracking,,Assigned Education & Skills because the title focuses on the disadvantage attainment gap and parental education effects; Within-Domain Linkage because both Growing Up in England waves are education-focused components; Outcome Tracking because it links parental education/occupation to attainment outcomes; no tag because socioeconomic disadvantage alone is not a demographic equality comparison.,Education & Skills
2022/081,"Wages, wage dynamics and employment","Claire Crawford, UCL Institute of Education
Alice McTiernan, Office for National Statistics
John Forth, City University
Lucy Stokes, National Institute for Economic and Social Research 
Alex Bryson, University of London University College
Carl Singleton, University of Reading
Damian Whittard, University of West of England
Felix Ritchie, University of West of England
Khanh Van Phan, University of West of England
Naomi Lynch, University of West of England
Nye Cominetti, Resolution Foundation
Charles McCurdy, Resolution Foundation",Digital Economy Act (2017) ,"Office for National Statistics: Annual Population Survey UK, Annual Population Survey UK , Annual Survey of Hours and Earnings UK, ASHE Longitudinal Data England and Wales, Great Britain, Business Structure Database UK, Labour Force Survey UK , Labour Force Survey UK , New Earnings Survey GB , New Earnings Survey GB",Office for National Statistics Secure Research Service,2022-05-20,2022/081,2022,2022Q2,Q2 2022,Labour Market & Employment,Within-Domain Linkage,Outcome Tracking,,"Assigned Labour Market & Employment because the title concerns wages, wage dynamics and employment; Within-Domain Linkage because APS, ASHE, LFS, Business Structure Database and New Earnings Survey all sit in the labour-market domain; Outcome Tracking because it analyses wage dynamics and employment relationships; no tag because no demographic equality comparison is central.",Labour Market & Employment
2022/085,The impact of education on crime,"Robin Masters, University College London",Digital Economy Act (2017) ,"Office for National Statistics: Labour Force Survey UK
Ministry of Justice: MoJ Data First Crown Court Defendant Case Level Dataset, MoJ Data First Magistrates' Court Defendant Case Level Dataset - England and Wales",Office for National Statistics Secure Research Service,2022-06-14,2022/085,2022,2022Q2,Q2 2022,Education & Skills; Crime & Justice,Cross-Domain Linkage,Outcome Tracking,,Assigned Education & Skills and Crime & Justice because the title studies the impact of education on crime using education and court data; Cross-Domain Linkage because LFS (labour/education) is linked to MoJ court defendant datasets (justice); Outcome Tracking because education (exposure) is linked to offending outcomes; no tag because no demographic equality comparison is central.,Education & Skills
2022/086,The Signaling Effect of Tuition Fees on Wages,"Don Tawanpitak, University of Florida",Digital Economy Act (2017) ,"DfE, DWP and HMRC: LEO via SRS Iteration 1 Standard Extract",Office for National Statistics Secure Research Service,2022-06-21,2022/086,2022,2022Q2,Q2 2022,Education & Skills; Labour Market & Employment,Cross-Domain Linkage,Outcome Tracking,,"Assigned Education & Skills and Labour Market & Employment because tuition fees (education) are linked to wage outcomes; Cross-Domain Linkage because LEO combines DfE education, DWP and HMRC earnings/benefit data spanning domains; Outcome Tracking because it links the naturally occurring exposure of tuition fees to downstream wages; no tag because no demographic comparison is central.",Education & Skills
2022/088,Trade shocks and consumer prices,"Peter Levell, Institute for Fiscal Studies",Digital Economy Act (2017) ,"Office for National Statistics: Business Structure Database UK, Consumer Prices Indices, Producer Price Index",Office for National Statistics Secure Research Service,2022-06-13,2022/088,2022,2022Q2,Q2 2022,Business & Productivity,Within-Domain Linkage,Outcome Tracking,,Assigned Business & Productivity because it studies trade shocks and firm/price data via Business Structure Database and price indices; Within-Domain Linkage because the datasets sit within business/economic statistics; Outcome Tracking because it links trade shocks (exposure) to consumer prices (outcome); no tag because no demographic comparison is central.,Business & Productivity
2022/087,Gender Gap in STEM over the Life Cycle,"Judith Delaney, University of Bath",Digital Economy Act (2017) ,Office for National Statistics: Quarterly Labour Force Survey,UK Data Service,2022-05-20,2022/087,2022,2022Q2,Q2 2022,Labour Market & Employment,Single-Dataset,Life-Course / Trajectory Analysis,Demographic disparities / equity tag,Assigned Labour Market & Employment because STEM participation/gender gap over the life cycle concerns labour-market outcomes; Single-Dataset because only the Quarterly Labour Force Survey is listed; Life-Course / Trajectory Analysis because it follows the gender gap over the life cycle; demographic disparities tag because gender comparison is central.,Labour Market & Employment
2022/091,Impact of the reduction in the age of eligibility to the NLW,"Su Min Lee, London Economics
Lucy Manly, London Economics
Pietro Patrignani, London Economics",Digital Economy Act (2017) ,"Office for National Statistics: Annual Survey of Hours and Earnings UK, Labour Force Survey UK , Labour Force Survey UK ,",Office for National Statistics Secure Research Service,2022-05-31,2022/091,2022,2022Q2,Q2 2022,Labour Market & Employment,Within-Domain Linkage,Policy Evaluation / Impact Analysis,,Assigned Labour Market & Employment because the National Living Wage eligibility age change affects wages/earnings; Within-Domain Linkage because ASHE and LFS are both labour-market datasets; Policy Evaluation / Impact Analysis because it evaluates impact of a named NLW reform; no tag because the focus is the policy not a demographic comparison.,Labour Market & Employment
2022/093,Welfare and Distributional Consequences of Constrained College Admissions Under Uncertainty,"Sidharth Moktan, London School of Economics and Political Science
Rebecca Rose, London School of Economics and Political Science
Stephen Machin, London School of Economics and Political Science

",Digital Economy Act (2017) ,UCAS: Universities and Colleges Admissions Service Data,UK Data Service,2022-08-06,2022/093,2022,2022Q3,Q3 2022,Education & Skills,Single-Dataset,Descriptive Monitoring,,Assigned Education & Skills because it concerns college admissions; Single-Dataset because only UCAS admissions data is listed; Descriptive Monitoring because it analyses welfare and distributional consequences of admissions allocation without a named intervention or exposure-outcome design; no tag because no demographic comparison is central.,Education & Skills
2022/094,Regional UK Gender Pay Gaps,"Suzanna Nesom, Cardiff Business School
Melanie Jones, Cardiff University
Ezgi Kaya, Cardiff Business School",Digital Economy Act (2017) ,Office for National Statistics: Annual Survey of Hours and Earnings UK,UK Data Service,2022-08-06,2022/094,2022,2022Q3,Q3 2022,Labour Market & Employment,Single-Dataset,Descriptive Monitoring,Demographic disparities / equity tag,Assigned Labour Market & Employment because gender pay gaps concern earnings; Single-Dataset because only ASHE is listed; Descriptive Monitoring because it measures regional pay gap patterns; demographic disparities tag because gender comparison is central.,Labour Market & Employment
2022/095,The Micro-Anatomy of a Productivity Slowdown,"Patrick Schneider, London School of Economics",Digital Economy Act (2017) ,"Office for National Statistics: Annual Business Survey GB, Annual Respondents Database ARD2 UK, Annual Respondents Database ARDx UK, Business Structure Database UK, Labour Force Survey UK",Office for National Statistics Secure Research Service,2022-10-06,2022/095,2022,2022Q4,Q4 2022,Business & Productivity,Within-Domain Linkage,Outcome Tracking,,Assigned Business & Productivity because it examines a firm-level productivity slowdown; Within-Domain Linkage because the business surveys and ARD plus LFS all support firm-level productivity analysis within the business domain; Outcome Tracking because it analyses determinants of productivity decline; no tag because no demographic comparison is central.,Business & Productivity
2022/076,The State of the Nation: The UK Family Business Sector 2021-22,"Ankur Desai, Oxford Economics Ltd",Digital Economy Act (2017) ,Office for National Statistics: Management and Expectations Survey,Office for National Statistics Secure Research Service,2022-05-18,2022/076,2022,2022Q2,Q2 2022,Business & Productivity,Single-Dataset,Descriptive Monitoring,,Assigned Business & Productivity because it profiles the UK family business sector; Single-Dataset because only the Management and Expectations Survey is listed; Descriptive Monitoring because it characterises the state of the sector; no tag because no demographic comparison is central.,Business & Productivity
2022/089,Seed Enterprise Investment Scheme Evaluation,"Runhong Ma, London School of Economics",Digital Economy Act (2017) ,"Office for National Statistics: Annual Respondents Database UK, E-Commerce Survey, Labour Force Survey UK , Labour Force Survey UK , Quarterly Acquisitions and Disposals of Capital Assets Survey, Quarterly Capital Expenditure Survey UK
Department for Business, Energy & Industrial Strategy: UK Innovation Survey",Office for National Statistics Secure Research Service,2022-05-31,2022/089,2022,2022Q2,Q2 2022,Business & Productivity; Public Finance & Taxation,Within-Domain Linkage,Policy Evaluation / Impact Analysis,,Assigned Business & Productivity and Public Finance & Taxation because the Seed Enterprise Investment Scheme is a tax-relief programme affecting firm investment; Within-Domain Linkage because the business surveys and innovation survey all sit within the business/enterprise domain; Policy Evaluation / Impact Analysis because it evaluates a named investment scheme; no tag because no demographic comparison is central.,Business & Productivity
2022/090,Reassessing ethnic disparities in sentencing using different measures of offenders' ethnicity,"Jose Pina-Sanchez, University of Leeds",Digital Economy Act (2017) ,"Ministry of Justice: MoJ Data First Crown Court Defendant Case Level Dataset, MoJ Data First Magistrates' Court Defendant Case Level Dataset - England and Wales",Office for National Statistics Secure Research Service,2022-06-13,2022/090,2022,2022Q2,Q2 2022,Crime & Justice,Within-Domain Linkage,Descriptive Monitoring,Demographic disparities / equity tag,Assigned Crime & Justice because it studies sentencing disparities in courts; Within-Domain Linkage because both Crown Court and Magistrates' Court datasets are within justice; Descriptive Monitoring because it reassesses measured ethnic disparities using different measures; demographic disparities tag because ethnic comparison in sentencing is central.,Crime & Justice
2022/092,Exploring the Nature of Ethnic Disparities in Sentencing through Causal Inference,"Ana Morales Gomez, The University of Edinburgh
Jose Pina -Sanchez, University of Leeds",Digital Economy Act (2017) ,"Ministry of Justice: MoJ Data First Crown Court Defendant Case Level Dataset, MoJ Data First Magistrates' Court Defendant Case Level Dataset - England and Wales",Office for National Statistics Secure Research Service,2022-06-13,2022/092,2022,2022Q2,Q2 2022,Crime & Justice,Within-Domain Linkage,Outcome Tracking,Demographic disparities / equity tag,Assigned Crime & Justice because the project studies sentencing in Crown and Magistrates' courts; Within-Domain Linkage because both datasets are MoJ court case-level data within justice; Outcome Tracking because it links ethnicity (a naturally occurring characteristic) to sentencing outcomes via causal inference; demographic disparities tag because ethnic disparities in sentencing are the central comparison.,Crime & Justice
2022/096,Business Data for Research Northern Ireland,"Orla Bateson, Northern Ireland Statistics and Research Agency
Anne Jordan, Northern Ireland Statistics and Research Agency
Alison McKee,
Northern Ireland Statistics and Research Agency
Nichola McCullough, Northern Ireland Statistics and Research Agency",Digital Economy Act (2017) ,"Northern Ireland Statistics and Research Agency: Northern Ireland Annual Business Inquiry ,
Broad Economy Sales and Exports Statistics , Business Register and Employment Survey , Earnings and Employees Study",Northern Ireland Statistics and Research Agency,2022-07-26,2022/096,2022,2022Q3,Q3 2022,Business & Productivity,Within-Domain Linkage,Descriptive Monitoring,,"Assigned Business & Productivity because the project concerns business activity, sales, exports and the business register; Within-Domain Linkage because the NISRA datasets are all business/economy sources within one domain; Descriptive Monitoring because the framing is producing business data for research, profiling firm activity; no tag because no demographic comparison is central.",Business & Productivity
2022/075,Is race/ethnicity associated with heftier sentences? Examining disparities in the sentencing of child offenders,"Ana Navarro Veiga, University of Leeds",Digital Economy Act (2017) ,MOJ: MoJ Data First Crown court defendant case level dataset; MoJ Data First magistrates’ court defendant case level dataset,Office for National Statistics Secure Research Service,2022-05-13,2022/075,2022,2022Q2,Q2 2022,Crime & Justice,Within-Domain Linkage,Outcome Tracking,Demographic disparities / equity tag,Assigned Crime & Justice because it examines sentencing of child offenders; Within-Domain Linkage because both MoJ court datasets are within justice; Outcome Tracking because it links race/ethnicity to sentencing outcomes; demographic disparities tag because race/ethnic disparities in sentencing are the central question.,Crime & Justice
2022/099,Structural change and drivers of productivity in manufacturing and ICT industries,"Jen-Chung Mei, University of Cambridge
Diane Coyle, University of Cambridge",Digital Economy Act (2017) ,"Office for National Statistics: Annual Business Survey GB, Annual Foreign Direct Investment Survey UK, Annual Purchases Survey UK, Business Enterprise Research and Development - England, Wales & Scotland, E-commerce Survey",Office for National Statistics Secure Research Service,2022-06-21,2022/099,2022,2022Q2,Q2 2022,Business & Productivity,Within-Domain Linkage,Descriptive Monitoring,,"Assigned Business & Productivity because the project studies structural change and drivers of productivity in manufacturing and ICT industries; Within-Domain Linkage because all datasets (business surveys, FDI, R&D, e-commerce) sit within the business domain; Descriptive Monitoring because it characterises structural change and productivity drivers across industries; no tag because no demographic comparison is central.",Business & Productivity
2022/098,The value of green jobs: an assessment of financial and non-financial motivation,"Damian Whittard, University of West of England
Felix Ritchie, University of West of England
Khanh Van Phan, University of West of England",Digital Economy Act (2017) ,"Office for National Statistics:
Annual Business Survey UK, Annual Respondents Database x UK, Annual Survey of Hours and Earnings UK",Office for National Statistics Secure Research Service,2022-08-08,2022/098,2022,2022Q3,Q3 2022,Labour Market & Employment; Environment & Agriculture,Within-Domain Linkage,Outcome Tracking,,"Assigned Labour Market & Employment because green jobs, earnings and worker motivation are central, and Environment & Agriculture because green/environmental jobs are studied; Within-Domain Linkage because ABS, ARDx and ASHE are business/earnings datasets within an economic domain; Outcome Tracking because it links job type to financial and non-financial value; no tag because no demographic comparison is central.",Labour Market & Employment
2022/100,The geography of social and educational mobility in the United Kingdom,"Stuart Bridgett, Centre for Cities
Jeffrey Mo, Centre for Cities",Digital Economy Act (2017) ,"DfE, DWP and HMRC: LEO via SRS Iteration 1 Standard Extract",Office for National Statistics Secure Research Service,2022-06-28,2022/100,2022,2022Q2,Q2 2022,Education & Skills; Labour Market & Employment,Cross-Domain Linkage,Life-Course / Trajectory Analysis,,"Assigned Education & Skills and Labour Market & Employment because the project studies social and educational mobility linking education to earnings; Cross-Domain Linkage because LEO combines DfE education, DWP benefits and HMRC earnings sources spanning domains; Life-Course / Trajectory Analysis because it follows educational and social mobility trajectories; no tag because the focus is geography of mobility rather than a demographic-group comparison.",Education & Skills
2022/101,Counter Methodologies to International Migration Framing,"Alison Sizer, UCL",Digital Economy Act (2017) ,Office for National Statistics: Longitudinal Study of England and Wales,,2022-06-17,2022/101,2022,2022Q2,Q2 2022,Migration & Demographics,Single-Dataset,Descriptive Monitoring,,Assigned Migration & Demographics because the project addresses international migration framing; Single-Dataset because only the ONS Longitudinal Study is listed; Descriptive Monitoring because it characterises and reframes migration patterns; no tag because no specific demographic-group outcome comparison is central.,Migration & Demographics
2022/102,Trade Uncertainty and Stockpiling,"Tacye Hong, Bank of England
Aydan Dogan, University of Barcelona",Digital Economy Act (2017) ,"Office for National Statistics: Annual Purchases Survey UK,
Business Insights and Conditions Survey UK,
Monthly Business Survey UK",Office for National Statistics Secure Research Service,2022-08-07,2022/102,2022,2022Q3,Q3 2022,Business & Productivity,Within-Domain Linkage,Outcome Tracking,,Assigned Business & Productivity because the project studies firm stockpiling behaviour in response to trade uncertainty; Within-Domain Linkage because all are ONS business surveys within one domain; Outcome Tracking because it links trade uncertainty (a naturally occurring condition) to firm stockpiling; no tag because no demographic comparison is central.,Business & Productivity
2022/103,Environmental Impact of Taxes Evaluation,"Jan Franke, IPSOS MORI
Anna Sperati, IPSOS MORI
Andrew Whitehead, IPSOS MORI
Scott Carter, IPSOS MORI",Digital Economy Act (2017) ,"Office for National Statistics: Annual Business Survey UK, Annual Population Survey UK, Annual Respondents Database 2 UK, Annual Respondents Database x UK, Annual Survey of Hours and Earnings UK, Business Enterprise Research and Development England, Wales and Scotland, Business Structure Database UK, Quarterly Fuels Inquiry UK, Understanding Society UK",Office for National Statistics Secure Research Service,2022-06-24,2022/103,2022,2022Q2,Q2 2022,Public Finance & Taxation; Environment & Agriculture; Business & Productivity,Cross-Domain Linkage,Policy Evaluation / Impact Analysis,,"Assigned Public Finance & Taxation and Environment & Agriculture because it evaluates the environmental impact of taxes, and Business & Productivity because firm-level fuel and business data are central; Cross-Domain Linkage because datasets span business surveys, fuels inquiry, labour (APS/ASHE) and household survey (Understanding Society); Policy Evaluation / Impact Analysis because it evaluates the impact of taxes; no tag because no demographic comparison is central.",Public Finance & Taxation
2022/104,"Carbon tax, R&D tax credits and the spatial profile of pollution and innovation","Marco Castelluccio, University College London",Digital Economy Act (2017) ,"Office for National Statistics: Annual Respondents Database 2 UK, Annual Respondents Database x UK, Business Enterprise Research and Development England, Wales & Scotland, Quarterly Fuels Inquiry UK, UK Innovation Survey",Office for National Statistics Secure Research Service,2022-07-18,2022/104,2022,2022Q3,Q3 2022,Public Finance & Taxation; Environment & Agriculture; Business & Productivity,Within-Domain Linkage,Policy Evaluation / Impact Analysis,,"Assigned Public Finance & Taxation and Environment & Agriculture because it studies carbon tax and R&D tax credits affecting pollution and innovation, and Business & Productivity because firm R&D and innovation are central; Within-Domain Linkage because all datasets are business/firm-level economic sources within one domain; Policy Evaluation / Impact Analysis because it evaluates carbon tax and R&D tax credit effects; no tag because no demographic comparison is central.",Public Finance & Taxation
2022/105,Resource misallocation in the UK manufacturing industries in the presence of R&D externality,"Kun Li, Cardiff Business School
Helmuts Azacis, Cardiff Business School",Digital Economy Act (2017) ,"Office for National Statistics: Annual Business Survey UK, Business Enterprise Research and Development England, Wales & Scotland, Business Structure Database UK, Business Structure Database: Longitudinal UK, Producer Price Index UK, UK Innovation Survey",Office for National Statistics Secure Research Service,2022-08-07,2022/105,2022,2022Q3,Q3 2022,Business & Productivity,Within-Domain Linkage,Outcome Tracking,,"Assigned Business & Productivity because the study concerns resource misallocation, R&D and productivity across manufacturing firms using business surveys and R&D data; Within-Domain Linkage because all datasets (ABS, BERD, BSD, PPI, UK Innovation Survey) are firm/business-domain; Outcome Tracking because it links R&D externalities to firm resource allocation outcomes rather than a named policy; no tag because no demographic comparison is central.",Business & Productivity
2022/106,Welsh Government FDI research C270/2021/2022,"Palitha Konara, University of Sussex",Digital Economy Act (2017) ,"Office for National Statistics: Business Structure Database, UK Innovation Survey",Office for National Statistics Secure Research Service,2022-06-24,2022/106,2022,2022Q2,Q2 2022,Business & Productivity,Within-Domain Linkage,Descriptive Monitoring,,Assigned Business & Productivity because the project studies foreign direct investment among firms; Within-Domain Linkage because BSD and UK Innovation Survey are both business-domain datasets; Descriptive Monitoring because FDI research framing suggests profiling firm investment patterns; no tag because no demographic lens is present.,Business & Productivity
2022/107,ISCF Industrial Decarbonisation Challenge Evaluation,"Chris Hale, IPSOS MORI
Anna Sperati, IPSOS MORI
Jordan Harrison, IPSOS MORI
Christian Stow, IPSOS MORI
Jose Argudo, IPSOS MORI",Digital Economy Act (2017) ,"Office for National Statistics: Annual Business Survey UK, Annual Survey of Hours and Earnings UK, Business Enterprise Research and Development England, Wales & Scotland, Business Structure Database UK, Low Carbon and Renewable Energy Economy Survey UK, UK Gross Value Added for lower layer super output areas, UK Innovation Survey",Office for National Statistics Secure Research Service,2022-06-28,2022/107,2022,2022Q2,Q2 2022,Business & Productivity; Environment & Agriculture,Cross-Domain Linkage,Policy Evaluation / Impact Analysis,,"Assigned Business & Productivity and Environment & Agriculture because the Industrial Decarbonisation Challenge evaluation concerns firm performance and decarbonisation/low-carbon energy; Cross-Domain Linkage because datasets span business (ABS, BSD, innovation), labour (ASHE), and environment (Low Carbon and Renewable Energy Economy Survey); Policy Evaluation / Impact Analysis because it explicitly evaluates a named challenge fund programme; no tag because no demographic comparison is central.",Business & Productivity
2022/108,The Future of Work and Wellbeing: The Pissarides Review,"Bertha Rohenkohl Cruz, Institute for the Future of Work
Jonathan Clarke, Imperial College London
Jiyuan Zheng, Imperial College London
Rui Miguel Vieira Marques da Costa, London School of Economics

",Digital Economy Act (2017) ,"Office for National Statistics: Annual Population Survey UK, Annual Survey of Hours and Earnings UK, Labour Force Survey UK",Office for National Statistics Secure Research Service,2022-08-08,2022/108,2022,2022Q3,Q3 2022,Labour Market & Employment,Within-Domain Linkage,Descriptive Monitoring,,"Assigned Labour Market & Employment because the Pissarides Review studies the future of work and wellbeing using labour-market data; Within-Domain Linkage because APS, ASHE and LFS are all labour-market datasets; Descriptive Monitoring because the review profiles work trends and patterns; no tag because no specific demographic comparison is central.",Labour Market & Employment
2022/109,Levelling up? Startups and Regional Inequality in the United Kingdom,"Vincent Sterk, University College London
Thomas Lazarowicz, University College London
",Digital Economy Act (2017) ,"Office for National Statistics: Business Structure Database, Annual Business Survey, Annual Survey of Hours and Earnings",UK Data Service,2022-11-08,2022/109,2022,2022Q4,Q4 2022,Business & Productivity,Within-Domain Linkage,Descriptive Monitoring,,"Assigned Business & Productivity because the project focuses on startups and enterprise across regions; Within-Domain Linkage because BSD, ABS and ASHE are firm/business-domain datasets; Descriptive Monitoring because it characterises regional inequality in startup activity; no tag because regional inequality is not a demographic/equality-group comparison.",Business & Productivity
2022/110,"Analysis of domestic violence, sexual violence and stalking of older adults","Merili Pullerits, City University
Hannah Bows, University of Durham
Iain Brennan, University of Hull",Digital Economy Act (2017) ,Office for National Statistics: Crime Survey for England and Wales,Office for National Statistics Secure Research Service,2022-02-08,2022/110,2022,2022Q1,Q1 2022,Crime & Justice,Single-Dataset,Descriptive Monitoring,Demographic disparities / equity tag,"Assigned Crime & Justice because the project analyses domestic violence, sexual violence and stalking victimisation; Single-Dataset because only the Crime Survey for England and Wales is listed; Descriptive Monitoring because it profiles victimisation among older adults; demographic disparities tag because the focus is specifically on older adults as an age group.",Crime & Justice
2022/111,"Private family law cases in England and Wales: profiles, pathways and outcomes","Linda Cusworth, Lancaster University
Claire Hargreaves, Lancaster University
Bachar Alrouh, Lancaster University
Lucy Griffiths, Swansea University
Ashley Akbari, Swansea University
Laura North, Swansea University
Stefanie Doebler, Lancaster University
Mariam Abouelenin, Lancaster University",Digital Economy Act (2017) ,Ministry of Justice: MoJ Data First family court data extract,Office for National Statistics Secure Research Service,2022-05-08,2022/111,2022,2022Q2,Q2 2022,Crime & Justice,Single-Dataset,Service Interaction / Systems Analysis,,Assigned Crime & Justice because the project studies private family law cases; Single-Dataset because only the MoJ family court data extract is listed; Service Interaction / Systems Analysis because pathways and case progression through the family courts are central; no tag because no demographic comparison is the central question.,Crime & Justice
2022/112,The Political Economy Consequences of Global Supply Chains,"Niccolo Bonifai, Georgetown University",Digital Economy Act (2017) ,"Office for National Statistics: International Trade in Services UK, Linked Trade-in-Goods/IDBR dataset UK",Office for National Statistics Secure Research Service,2022-10-13,2022/112,2022,2022Q4,Q4 2022,Business & Productivity,Within-Domain Linkage,Outcome Tracking,,Assigned Business & Productivity because the project studies global supply chains via trade and firm-register data; Within-Domain Linkage because trade and IDBR datasets are both business/trade-domain; Outcome Tracking because it links supply-chain exposure to political economy consequences; no tag because no demographic lens is central.,Business & Productivity
