Record ID,Project ID,Title,Datasets Used,Year,substantive_domains_4_8_run_1,substantive_domains_4_8_run_2,substantive_domains_agree,linkage_mode_4_8_run_1,linkage_mode_4_8_run_2,linkage_mode_agree,analytical_purpose_4_8_run_1,analytical_purpose_4_8_run_2,analytical_purpose_agree,cross_cutting_tags_4_8_run_1,cross_cutting_tags_4_8_run_2,cross_cutting_tags_agree,rationale_4_8_run_1,rationale_4_8_run_2,disagreement_summary
2022/012,2022/012,Dissecting spatial disparities in wages,"Office for National Statistics: Annual Survey of Hours and Earnings, Business Structure Database",2022,Labour Market & Employment,Labour Market & Employment,True,Cross-Domain Linkage,Within-Domain Linkage,False,Descriptive Monitoring,Descriptive Monitoring,True,,,True,Assigned Labour Market & Employment because the focus is spatial disparities in wages; Cross-Domain Linkage because ASHE (labour) is combined with the Business Structure Database (business) spanning domains; Descriptive Monitoring because the operation is dissecting/characterising spatial wage distributions; no tag because the comparison is spatial not demographic.,Assigned Labour Market & Employment because the project dissects spatial disparities in wages; Within-Domain Linkage because ASHE and Business Structure Database both sit within labour/business earnings data—treated as same labour-market domain; Descriptive Monitoring because the operation profiles geographic variation in wages; no tag because the comparison is spatial not demographic-group based.,Layer B disagreed
2022/017,2022/017,The link between characteristics of school pupils and labour market outcomes,"DfE, DWP and HMRC: LEO via SRS Iteration 1 Standard Extract",2022,Education & Skills; Labour Market & Employment,Education & Skills; Labour Market & Employment,True,Cross-Domain Linkage,Cross-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,,Demographic disparities / equity tag,False,"Assigned Education & Skills and Labour Market & Employment because the title links pupil characteristics to labour market outcomes; Cross-Domain Linkage because LEO combines education, welfare and earnings sources; Outcome Tracking because pupil characteristics (exposure) are linked to downstream labour outcomes; no tag because pupil characteristics are explanatory rather than a central demographic-equity comparison.","Assigned Education & Skills and Labour Market & Employment because it links pupil characteristics to labour-market outcomes via LEO; Cross-Domain Linkage because LEO spans education, welfare and earnings domains; Outcome Tracking because pupil characteristics (exposure) are linked to later labour-market outcomes; equity tag because comparing outcomes across pupil characteristics may centre demographic group differences.",Tag disagreed
2022/018,2022/018,Knocking it down and Mixing it up: Spillover effects of Public Housing Regenerations,Office for National Statistics: Business Structure Database,2022,Housing & Planning,Housing & Planning; Business & Productivity,False,Single-Dataset,Single-Dataset,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,Assigned Housing & Planning because the project studies spillover effects of public housing regeneration; Single-Dataset because only the Business Structure Database is listed; Policy Evaluation / Impact Analysis because it evaluates the spillover impacts of a named housing regeneration intervention; no tag because no demographic equity comparison is central.,"Assigned Housing & Planning because the project studies spillover effects of public housing regeneration, and Business & Productivity because firm-level Business Structure Database measures local business spillovers; Single-Dataset because only the Business Structure Database is listed; Policy Evaluation / Impact Analysis because it evaluates the impact of housing regeneration interventions; no tag because no demographic comparison is central.",Layer A disagreed
2022/019,2022/019,Education Outcomes Linkage 2018/19,"Northern Ireland Statistics and Research Agency: Northern Ireland School Census, Northern Ireland School Leavers Survey, Northern Ireland Exams Database",2022,Education & Skills,Education & Skills,True,Within-Domain Linkage,Within-Domain Linkage,True,Outcome Tracking,Descriptive Monitoring,False,,,True,"Assigned Education & Skills because the datasets are NI school census, leavers survey and exams database; Within-Domain Linkage because all three datasets sit within the education domain; Outcome Tracking because linking pupil records to leaver/exam outcomes connects characteristics to educational outcomes; no tag because no demographic-group comparison is central.","Assigned Education & Skills because it links NI school census, leavers survey and exams data on education outcomes; Within-Domain Linkage because all three datasets are within the education domain; Descriptive Monitoring because the operation characterises education outcomes; no tag because no central demographic-group comparison is indicated.",Layer C disagreed
2022/025,2022/025,Decomposition of life expectancy inequality trends during period of English Health Inequalities Strategy 1997-2010,"Office for National Statistics: Death Registrations, England and Wales",2022,Health & Social Care,Health & Social Care,True,Single-Dataset,Single-Dataset,True,Descriptive Monitoring; Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,False,,,True,"Assigned Health & Social Care because life expectancy inequality is the health outcome studied; Single-Dataset because only ONS Death Registrations is listed; Descriptive Monitoring because it decomposes life expectancy inequality trends, and Policy Evaluation because it situates this around the named English Health Inequalities Strategy period; no tag because the comparison is socioeconomic/area-based rather than across a demographic equality group.",Assigned Health & Social Care because it decomposes life expectancy inequality as a health outcome; Single-Dataset because only ONS Death Registrations is listed; Policy Evaluation / Impact Analysis because it analyses trends during the named English Health Inequalities Strategy 1997-2010; no tag because the inequality is socioeconomic/area-based rather than a demographic-group comparison.,Layer C disagreed
2022/035,2022/035,BDUK Voucher Schemes - Evaluation of Impacts and Benefits,"Office for National Statistics: Annual Survey of Hours and Earnings, Business Structure Database",2022,Business & Productivity; Environment & Agriculture,Environment & Agriculture; Business & Productivity,True,Cross-Domain Linkage,Within-Domain Linkage,False,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,Assigned Business & Productivity and Environment & Agriculture because BDUK broadband voucher schemes affect firm performance and digital infrastructure; Cross-Domain Linkage because ASHE (labour) and Business Structure Database (business) span domains; Policy Evaluation / Impact Analysis because the title explicitly evaluates impacts and benefits of a named scheme; no tag because no demographic comparison is central.,"Assigned Business & Productivity because BDUK broadband voucher schemes' impacts on firms are evaluated, and Environment/Agriculture is not supported so revised—the focus is firm/business productivity outcomes; Within-Domain Linkage because ASHE and Business Structure Database sit within labour/business domains; Policy Evaluation because it evaluates a named scheme's impacts and benefits; no tag because no demographic-group comparison is central.",Layer B disagreed
2022/045,2022/045,Creative clusters: spillovers and growth potential,"Office for National Statistics: Annual Business Survey, Annual Population Survey, Business Enterprise Research and Development - England, Wales, Scotland, Employer Skill Survey, Longitudinal Small Business Survey, Labour Force Survey Household - UK
Department for Business, Energy & Industrial Strategy: UK Innovation Survey",2022,Business & Productivity,Business & Productivity; Labour Market & Employment,False,Cross-Domain Linkage,Cross-Domain Linkage,True,Descriptive Monitoring,Outcome Tracking,False,,,True,"Assigned Business & Productivity because the project studies creative clusters, spillovers and growth potential at firm level; Cross-Domain Linkage because datasets span business (Annual Business Survey, BERD, Innovation Survey) and labour market (Annual Population Survey, LFS, Employer Skill Survey); Descriptive Monitoring because it characterises cluster spillovers and growth potential; no tag because no demographic-equity lens is central.","Assigned Business & Productivity and Labour Market & Employment because the project studies creative clusters, spillovers, growth, and uses skills/employment surveys; Cross-Domain Linkage because datasets span business (Annual Business Survey, BERD, Innovation Survey) and labour market (APS, LFS, Employer Skills Survey); Outcome Tracking because it analyses spillover effects on growth; no tag because no demographic comparison is central.",Layer A disagreed; Layer C disagreed
2022/047,2022/047,Effects of Universal Credit on children's academic and behavioural outcomes,Institute for Economic and Social Research: Understanding Society,2022,"Education & Skills; Poverty, Wealth & Living Standards; COVID-19 & Pandemic","Education & Skills; Poverty, Wealth & Living Standards",False,Single-Dataset,Single-Dataset,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,"Assigned Education & Skills and Poverty, Wealth & Living Standards because the project examines Universal Credit effects on children's academic and behavioural outcomes; COVID-19 not applicable so omitted—reconsidered, no pandemic framing; Single-Dataset because only Understanding Society is listed; Policy Evaluation / Impact Analysis because Universal Credit is a named benefit reform; no tag because no demographic-equity comparison is central.","Assigned Education & Skills and Poverty, Wealth & Living Standards because the project examines Universal Credit effects on children's academic and behavioural outcomes; Single-Dataset because only Understanding Society is listed; Policy Evaluation / Impact Analysis because Universal Credit is a named policy whose effects are evaluated; no tag because no demographic-group comparison is central.",Layer A disagreed
2022/057,2022/057,The inequalities in the patterns of needs for carers and cared for people receiving support from local authorities across Wales,SAIL Databank Databank: 2011 Census Data Welsh residents,2022,Health & Social Care,Health & Social Care,True,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Descriptive Monitoring,True,,Demographic disparities / equity tag,False,Assigned Health & Social Care because the focus is needs of carers and cared-for people receiving local authority support; Single-Dataset because only the 2011 Census Welsh residents data is listed; Descriptive Monitoring because it characterises patterns and inequalities in care needs; no tag because the comparison is across need patterns rather than a centred demographic-group equity lens.,Assigned Health & Social Care because it studies needs of carers and cared-for people receiving local-authority support; Single-Dataset because only the SAIL 2011 Census Welsh residents data product is listed; Descriptive Monitoring because it characterises patterns and inequalities of care needs; demographic disparities tag because inequalities in need across carer/cared-for groups are central.,Tag disagreed
2022/066,2022/066,Automation and service trade: evidence from UK firms,"Office for National Statistics : Annual Survey of Hours and Earnings, Quarterly Capital Expenditure Survey, International Trade in Services",2022,Business & Productivity,Business & Productivity,True,Within-Domain Linkage,Cross-Domain Linkage,False,Outcome Tracking,Outcome Tracking,True,,,True,"Assigned Business & Productivity because the title studies automation and service trade among UK firms; Within-Domain Linkage because ASHE, Capital Expenditure Survey and International Trade in Services all relate to firm/business activity; Outcome Tracking because it links automation (exposure) to firm trade outcomes; no tag because no demographic equality lens is central.","Assigned Business & Productivity because automation and service trade among UK firms is the focus; Cross-Domain Linkage because datasets span labour (ASHE), business investment (Capital Expenditure Survey) and trade (International Trade in Services); Outcome Tracking because it links automation to service-trade outcomes at firm level; no tag because no demographic comparison.",Layer B disagreed
2022/073,2022/073,The effect of parental education and occupation on the disadvantage attainment gap - GUIE project,"Office for National Statistics &
Department for Education: Growing Up in England Wave 1, Growing Up in England Wave 2 Vulnerability Measures,",2022,Education & Skills,Education & Skills,True,Within-Domain Linkage,Within-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,,Demographic disparities / equity tag,False,Assigned Education & Skills because the title focuses on the disadvantage attainment gap and parental education effects; Within-Domain Linkage because both Growing Up in England waves are education-focused components; Outcome Tracking because it links parental education/occupation to attainment outcomes; no tag because socioeconomic disadvantage alone is not a demographic equality comparison.,Assigned Education & Skills because the focus is the attainment gap and effect of parental education; Within-Domain Linkage because Growing Up in England Waves 1 and 2 are education-focused components; Outcome Tracking because parental education/occupation is linked to attainment outcomes; demographic disparities tag because the disadvantage attainment gap centres on equity-relevant group comparison.,Tag disagreed
2022/077,2022/077,Employment Allowance National Insurance Contribution Evaluation,"Office for National Statistics: ASHE Longitudinal Data England, Wales, Great Britain",2022,Public Finance & Taxation; Labour Market & Employment,Public Finance & Taxation; Business & Productivity,False,Single-Dataset,Single-Dataset,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,Assigned Public Finance & Taxation and Labour Market & Employment because the Employment Allowance National Insurance evaluation concerns a fiscal relief affecting employment/earnings; Single-Dataset because only ASHE Longitudinal Data is listed; Policy Evaluation / Impact Analysis because it evaluates the named Employment Allowance scheme; no tag because no demographic comparison is central.,"Assigned Public Finance & Taxation because Employment Allowance is a National Insurance contribution relief, and Business & Productivity because firm-level NIC effects are evaluated; Single-Dataset because only ASHE Longitudinal Data is listed; Policy Evaluation / Impact Analysis because it evaluates the named Employment Allowance scheme; no tag because no demographic comparison is central.",Layer A disagreed
2022/089,2022/089,Seed Enterprise Investment Scheme Evaluation,"Office for National Statistics: Annual Respondents Database UK, E-Commerce Survey, Labour Force Survey UK , Labour Force Survey UK , Quarterly Acquisitions and Disposals of Capital Assets Survey, Quarterly Capital Expenditure Survey UK
Department for Business, Energy & Industrial Strategy: UK Innovation Survey",2022,Business & Productivity; Public Finance & Taxation,Business & Productivity,False,Within-Domain Linkage,Within-Domain Linkage,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,Assigned Business & Productivity and Public Finance & Taxation because the Seed Enterprise Investment Scheme is a tax-relief programme affecting firm investment; Within-Domain Linkage because the business surveys and innovation survey all sit within the business/enterprise domain; Policy Evaluation / Impact Analysis because it evaluates a named investment scheme; no tag because no demographic comparison is central.,"Assigned Business & Productivity because the Seed Enterprise Investment Scheme evaluation concerns firm investment, innovation and enterprise growth; Within-Domain Linkage because ARD, e-commerce, capital expenditure surveys and the Innovation Survey are all business datasets; Policy Evaluation / Impact Analysis because it evaluates a named investment scheme; no tag because no demographic comparison is central.",Layer A disagreed
2022/093,2022/093,Welfare and Distributional Consequences of Constrained College Admissions Under Uncertainty,UCAS: Universities and Colleges Admissions Service Data,2022,Education & Skills,Education & Skills,True,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Policy Evaluation / Impact Analysis,False,,,True,Assigned Education & Skills because it concerns college admissions; Single-Dataset because only UCAS admissions data is listed; Descriptive Monitoring because it analyses welfare and distributional consequences of admissions allocation without a named intervention or exposure-outcome design; no tag because no demographic comparison is central.,Assigned Education & Skills because the study concerns college admissions systems under constrained access; Single-Dataset because only UCAS admissions data is listed; Policy Evaluation / Impact Analysis because it analyses welfare and distributional consequences of an admissions mechanism/system; no tag because no demographic group comparison is central.,Layer C disagreed
2022/095,2022/095,The Micro-Anatomy of a Productivity Slowdown,"Office for National Statistics: Annual Business Survey GB, Annual Respondents Database ARD2 UK, Annual Respondents Database ARDx UK, Business Structure Database UK, Labour Force Survey UK",2022,Business & Productivity,Business & Productivity,True,Within-Domain Linkage,Within-Domain Linkage,True,Outcome Tracking,Descriptive Monitoring,False,,,True,Assigned Business & Productivity because it examines a firm-level productivity slowdown; Within-Domain Linkage because the business surveys and ARD plus LFS all support firm-level productivity analysis within the business domain; Outcome Tracking because it analyses determinants of productivity decline; no tag because no demographic comparison is central.,"Assigned Business & Productivity because the project analyses firm-level anatomy of a productivity slowdown; Within-Domain Linkage because ABS, ARD, BSD and LFS are all business/economic datasets within one domain; Descriptive Monitoring because it characterises the composition and patterns of a productivity slowdown; no tag because no demographic comparison is central.",Layer C disagreed
2022/098,2022/098,The value of green jobs: an assessment of financial and non-financial motivation,"Office for National Statistics:
Annual Business Survey UK, Annual Respondents Database x UK, Annual Survey of Hours and Earnings UK",2022,Labour Market & Employment; Environment & Agriculture,Labour Market & Employment; Environment & Agriculture,True,Within-Domain Linkage,Cross-Domain Linkage,False,Outcome Tracking,Outcome Tracking,True,,,True,"Assigned Labour Market & Employment because green jobs, earnings and worker motivation are central, and Environment & Agriculture because green/environmental jobs are studied; Within-Domain Linkage because ABS, ARDx and ASHE are business/earnings datasets within an economic domain; Outcome Tracking because it links job type to financial and non-financial value; no tag because no demographic comparison is central.","Assigned Labour Market & Employment because it concerns green jobs, motivation and earnings (ASHE), and Environment & Agriculture because green/environmental jobs are central; Cross-Domain Linkage because business surveys and earnings/respondent databases span business and labour-market domains; Outcome Tracking because it assesses financial and non-financial motivation linked to green jobs; no tag because no demographic comparison is central.",Layer B disagreed
2022/114,2022/114,On the Measurement of Disease Prevalence,"Office for National Statistics / University of Oxford: Covid-19 Infection Survey UK, Covid-19 Infection Survey with Combined Vaccination Dataset",2022,Health & Social Care; COVID-19 & Pandemic; Data Infrastructure & Methodology,Data Infrastructure & Methodology; COVID-19 & Pandemic,False,Within-Domain Linkage,Within-Domain Linkage,True,Methodological / Infrastructure Research,Methodological / Infrastructure Research,True,,,True,"Assigned Health & Social Care and COVID-19 & Pandemic because it concerns disease prevalence measurement using COVID infection surveys, and Data Infrastructure & Methodology because the measurement of prevalence is the substantive object; Within-Domain Linkage because both datasets are COVID infection/vaccination health-domain products; Methodological / Infrastructure Research because the project develops/improves prevalence measurement methods; no tag because no demographic comparison is central.",Assigned Data Infrastructure & Methodology and COVID-19 & Pandemic because the project is about measuring disease prevalence using the Covid-19 Infection Survey; Within-Domain Linkage because both the infection survey and combined vaccination dataset remain within the health/COVID domain; Methodological / Infrastructure Research because the measurement of prevalence itself is the substantive analytical operation; no tag because no demographic comparison is central.,Layer A disagreed
2022/116,2022/116,Outsourcing and alternative employment relationships in the UK,"Office for National Statistics: New Earnings Survey Panel Dataset, New Earnings Survey, Annual Survey of Hours and Earnings, Annual Business Survey, Business Structure Database, Annual Respondents Database X, Workplace Employment Relations Survey, Annual Purchases Survey, Annual Survey of Goods and Services , Skills and Employment Surveys Series Dataset",2022,Labour Market & Employment,Labour Market & Employment,True,Cross-Domain Linkage,Cross-Domain Linkage,True,Descriptive Monitoring,Outcome Tracking,False,,,True,"Assigned Labour Market & Employment because the project studies outsourcing and alternative employment relationships using earnings and employment surveys; Cross-Domain Linkage because business datasets (Annual Business Survey, Business Structure Database, Annual Purchases Survey) span the business domain alongside labour-market surveys; Descriptive Monitoring because the analytical operation characterises employment relationships; no tag because no demographic-group comparison is central.","Assigned Labour Market & Employment because the project studies outsourcing and alternative employment relationships including earnings and working conditions; Cross-Domain Linkage because it combines earnings/employment surveys with firm-level business datasets (Business Structure Database, Annual Respondents Database, Annual Purchases Survey) spanning labour-market and business domains; Outcome Tracking because it links employment-relationship arrangements to worker outcomes; no tag because no demographic group comparison is central.",Layer C disagreed
2022/120,2022/120,Economic Impact Evaluation of BBSRC attributable spin-outs,Office for National Statistics: Business Structure Database,2022,Business & Productivity,Business & Productivity; Public Finance & Taxation,False,Single-Dataset,Single-Dataset,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,Assigned Business & Productivity because the project evaluates spin-out firm performance using the Business Structure Database; Single-Dataset because only one standalone dataset is listed; Policy Evaluation / Impact Analysis because it is an explicit impact evaluation of BBSRC-attributable spin-outs; no tag because no demographic comparison is central.,"Assigned Business & Productivity because spin-outs are firm-level entities whose economic impact is studied, and Public Finance & Taxation because it evaluates returns on public research funding (BBSRC investment); Single-Dataset because only the Business Structure Database is listed; Policy Evaluation / Impact Analysis because it evaluates the economic impact of a named public investment programme; no tag because no demographic comparison is central.",Layer A disagreed
2022/121,2022/121,Children's places: how they can shape health and influence social and economic outcomes,"DfE, DWP and HMRC: LEO via SRS Iteration 1 Standard Extract",2022,Health & Social Care; Labour Market & Employment,Health & Social Care; Education & Skills; Labour Market & Employment,False,Cross-Domain Linkage,Cross-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,,,True,"Assigned Health & Social Care and Labour Market & Employment because the title links children's places to health and social/economic outcomes via LEO (education-employment-earnings linkage); Cross-Domain Linkage because LEO combines education, welfare (DWP) and tax (HMRC) component sources spanning domains; Outcome Tracking because it links a naturally occurring exposure (children's places) to downstream health and economic outcomes; no tag because no specific demographic-group comparison is central.","Assigned Health & Social Care, Education & Skills and Labour Market & Employment because the title studies how children's places shape health and social/economic outcomes via the LEO product spanning education, welfare and earnings; Cross-Domain Linkage because the LEO product combines DfE education, DWP welfare and HMRC earnings sources across domains; Outcome Tracking because it links a naturally occurring exposure (children's places) to downstream health and economic outcomes; no tag because place rather than a demographic group is the comparative focus.",Layer A disagreed
2022/125,2022/125,NIH Spatial uncertainty in small area analysis from survey and administrative data: generating better population estimates for England,"Office for National Statistics: Annual Population Survey, Annual Population Survey Longitudinal Data",2022,Migration & Demographics; Data Infrastructure & Methodology,Data Infrastructure & Methodology,False,Within-Domain Linkage,Within-Domain Linkage,True,Methodological / Infrastructure Research,Methodological / Infrastructure Research,True,,,True,"Assigned Migration & Demographics because it concerns small-area population estimates, and Data Infrastructure & Methodology because the object is improving population estimates from survey/admin data; Within-Domain Linkage because both APS datasets are labour/population sources within one domain; Methodological / Infrastructure Research because it develops better estimation methods; no tag because no demographic comparison is central.",Assigned Data Infrastructure & Methodology because the project concerns spatial uncertainty in small-area population estimates from survey and administrative data; Within-Domain Linkage because two related Annual Population Survey datasets are listed within one domain; Methodological / Infrastructure Research because the object is generating better population estimates; no tag because no demographic comparison is central.,Layer A disagreed
2022/127,2022/127,Estimating capital utilisation for productivity statistics,"Annual Population Survey, Labour Force Survey Person",2022,Business & Productivity,Business & Productivity; Labour Market & Employment,False,Within-Domain Linkage,Within-Domain Linkage,True,Methodological / Infrastructure Research,Methodological / Infrastructure Research,True,,,True,Assigned Business & Productivity because the focus is estimating capital utilisation for productivity statistics; Within-Domain Linkage because APS and LFS are both labour-force population sources within one domain; Methodological / Infrastructure Research because the aim is producing productivity statistics estimates; no tag because no demographic comparison is central.,Assigned Business & Productivity and Labour Market & Employment because estimating capital utilisation for productivity statistics concerns firm productivity and labour inputs; Within-Domain Linkage because the two labour datasets sit within the labour domain; Methodological / Infrastructure Research because the aim is producing productivity statistics estimates; no tag because no demographic comparison is central.,Layer A disagreed
2022/133,2022/133,Catholic-Protestant Earnings Differentials in Northern Ireland 2011,Northern Ireland Statistics and Research Agency: Earnings and Employees Study,2022,Labour Market & Employment,Labour Market & Employment,True,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Outcome Tracking,False,Demographic disparities / equity tag,Demographic disparities / equity tag,True,Assigned Labour Market & Employment because the focus is earnings differentials; Single-Dataset because only the Earnings and Employees Study is listed; Descriptive Monitoring because it measures earnings differentials between groups; Demographic disparities / equity tag because the comparison is centrally across religious community (Catholic-Protestant).,Assigned Labour Market & Employment because earnings differentials are central; Single-Dataset because only the Earnings and Employees Study is listed; Outcome Tracking because it links religious community membership to earnings outcomes; assigned the equity tag because the research question centres on comparing earnings across Catholic and Protestant religious groups.,Layer C disagreed
2022/149,2022/149,Effect of Lone Parent Obligation,"Office for National Statistics: Annual Population Survey Household,
Annual Population Survey, Labour Force Survey Household Datasets, Quarterly Labour Force Survey",2022,"Labour Market & Employment; Poverty, Wealth & Living Standards",Labour Market & Employment,False,Within-Domain Linkage,Within-Domain Linkage,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,"Assigned Labour Market & Employment because Lone Parent Obligation is a welfare-to-work measure affecting employment, and Poverty, Wealth & Living Standards because lone-parent benefit conditionality concerns household resources; Within-Domain Linkage because all listed APS/LFS datasets are labour-market sources; Policy Evaluation / Impact Analysis because it evaluates the effect of a named policy (Lone Parent Obligation); no tag because the lens is the policy effect, not demographic-group comparison.","Assigned Labour Market & Employment because the Lone Parent Obligation affects employment/labour-supply outcomes; Within-Domain Linkage because the APS, LFS Household and Quarterly LFS are all labour-market datasets; Policy Evaluation / Impact Analysis because it evaluates the effect of a named welfare-conditionality policy; no tag because lone parents define the population but no demographic equity comparison is central.",Layer A disagreed
2022/163,2022/163,Health and education outcomes of first and second generation migrant children in England and Wales,Office for National Statistics: Longitudinal Study of England and Wales,2022,Health & Social Care; Education & Skills; Migration & Demographics,Health & Social Care; Education & Skills; Migration & Demographics,True,Cross-Domain Linkage,Single-Dataset,False,Outcome Tracking,Outcome Tracking,True,Demographic disparities / equity tag,Demographic disparities / equity tag,True,"Assigned Health & Social Care and Education & Skills because health and education outcomes are the object, and Migration & Demographics because the study compares migrant generations; Cross-Domain Linkage because the LS product links health, education and demographic components across domains; Outcome Tracking because it links migrant generation status to downstream health/education outcomes; demographic disparities tag because comparison is by migrant generation/ethnicity.","Assigned Health & Social Care and Education & Skills because health and education outcomes are studied, and Migration & Demographics because migrant-generation status is central; Single-Dataset because only the ONS Longitudinal Study is listed; Outcome Tracking because migrant generation (a naturally occurring status) is linked to downstream health and education outcomes; Demographic disparities / equity tag because comparison is by first/second generation migrant status.",Layer B disagreed
2022/174,2022/174,Local Authority COVID19 Grant Programme Evaluation,"Office for National Statistics: Annual Business Survey, Annual Survey of Hours and Earnings, Business Structure Database",2022,Business & Productivity; COVID-19 & Pandemic,Business & Productivity; COVID-19 & Pandemic,True,Cross-Domain Linkage,Within-Domain Linkage,False,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,Assigned Business & Productivity and COVID-19 & Pandemic because it evaluates a COVID-19 business grant programme affecting firms; Cross-Domain Linkage because firm business data is linked with ASHE earnings (labour) data; Policy Evaluation / Impact Analysis because it explicitly evaluates the Local Authority COVID grant programme; no tag because no demographic comparison is central.,"Assigned Business & Productivity and COVID-19 & Pandemic because it evaluates a COVID-19 grant programme affecting firms; Within-Domain Linkage because ABS, ASHE and BSD primarily concern business/firm performance; Policy Evaluation / Impact Analysis because it evaluates the Local Authority COVID-19 Grant Programme; no tag because no demographic comparison.",Layer B disagreed
2022/176,2022/176,"The local impact of skill deficiencies on performance, productivity and agglomeration","Office for National Statistics: Annual Business Survey, Business Structure Database, Employer Skills Survey, National Employer Skills Survey, Quarterly Labour Force Survey, Research and Development Expenditures and Subsidies, Firm Productivity, Employment Creation and Survival",2022,Business & Productivity; Labour Market & Employment,Business & Productivity; Labour Market & Employment,True,Within-Domain Linkage,Cross-Domain Linkage,False,Outcome Tracking,Outcome Tracking,True,,,True,"Assigned Business & Productivity because firm performance, productivity and agglomeration are central, and Labour Market & Employment because skill deficiencies are a labour-market mechanism; Within-Domain Linkage because business surveys and skills/labour datasets are closely related economic sources, though arguably cross-cutting, they centre on firm performance; Outcome Tracking because it links skill deficiencies (a naturally occurring condition) to performance outcomes; no tag because no demographic-group comparison is central.","Assigned Business & Productivity because firm performance, productivity and agglomeration are central, and Labour Market & Employment because skill deficiencies and employer skills are analysed; Cross-Domain Linkage because datasets span business surveys and employer/labour-force skills surveys; Outcome Tracking because it links skill deficiencies (a condition) to firm performance outcomes; no tag because no demographic comparison is central.",Layer B disagreed
2022/180,2022/180,Monopsony in the UK Labour Market,"Office for National Statistics: New Earnings Survey Panel Dataset, Annual Survey of Hours and Earnings, Annual Respondents Database, Annual Business Survey, Business Structure Database, Business Register and Employment Survey, Annual Respondents Database X",2022,Labour Market & Employment,Labour Market & Employment; Business & Productivity,False,Cross-Domain Linkage,Cross-Domain Linkage,True,Outcome Tracking,Descriptive Monitoring,False,,,True,Assigned Labour Market & Employment because monopsony power and wages are the central labour-market question; Cross-Domain Linkage because earnings/employee datasets are linked with firm-level business datasets spanning labour and business domains; Outcome Tracking because it relates employer market power to wage outcomes; no tag because no demographic comparison is central.,Assigned Labour Market & Employment because monopsony concerns wage-setting and labour-market power and Business & Productivity because firm-level structure is involved; Cross-Domain Linkage because datasets span earnings/wage surveys and business structure/respondent databases; Descriptive Monitoring because the operation characterises the degree and pattern of monopsony in the labour market; no tag because no demographic comparison is central.,Layer A disagreed; Layer C disagreed
2022/181,2022/181,What cause the decline in UK Job-to-Job Mobility in recent decades?,"Office for National Statistics: Annual Business Survey, Labour Force Survey Longitudinal, Labour Force Survey Person, Understanding Society, Vacancy Survey",2022,Labour Market & Employment,Labour Market & Employment,True,Within-Domain Linkage,Cross-Domain Linkage,False,Outcome Tracking,Outcome Tracking,True,,,True,"Assigned Labour Market & Employment because the focus is the decline in job-to-job mobility; Within-Domain Linkage because LFS, Understanding Society and vacancy/business datasets are used predominantly for labour-market analysis within one domain; Outcome Tracking because it analyses drivers/causes of declining mobility as a labour outcome; no tag because no demographic comparison is central.",Assigned Labour Market & Employment because the focus is the decline in job-to-job mobility; Cross-Domain Linkage because the Annual Business Survey (business) is combined with LFS and vacancy/labour data spanning business and labour domains; Outcome Tracking because it links drivers to declining mobility outcomes; no tag because no demographic comparison central.,Layer B disagreed
2022/182,2022/182,Understanding local labour markets for hospitals,"Office for National Statistics: Annual Survey of Hours and Earnings, Labour Force Survey Household, Living Costs and Food Survey",2022,Labour Market & Employment,Labour Market & Employment; Health & Social Care,False,Within-Domain Linkage,Cross-Domain Linkage,False,Descriptive Monitoring,Descriptive Monitoring,True,,,True,"Assigned Labour Market & Employment because it studies local labour markets for hospitals (workforce/wages); Within-Domain Linkage because ASHE, LFS and Living Costs data are used for labour-market characterisation; Descriptive Monitoring because it characterises local labour markets; no tag because no demographic comparison is central.","Assigned Labour Market & Employment because it studies local labour markets, and Health & Social Care because the labour markets relate to hospitals as the setting/sector; Cross-Domain Linkage because ASHE/LFS labour data combine with Living Costs and Food survey spanning labour and living standards domains; Descriptive Monitoring because it characterises local labour-market conditions; no tag because no demographic comparison.",Layer A disagreed; Layer B disagreed
