Record ID,Project ID,Title,Datasets Used,Year,substantive_domains_4_8_run_1,substantive_domains_4_8_run_2,substantive_domains_agree,linkage_mode_4_8_run_1,linkage_mode_4_8_run_2,linkage_mode_agree,analytical_purpose_4_8_run_1,analytical_purpose_4_8_run_2,analytical_purpose_agree,cross_cutting_tags_4_8_run_1,cross_cutting_tags_4_8_run_2,cross_cutting_tags_agree,rationale_4_8_run_1,rationale_4_8_run_2,disagreement_summary
2020/046,2020/046,Wage and employment dynamics,"Office for National Statistics: Annual Survey for Hours and Earnings, New Earnings Survey, Annual Survey for Hours and Earnings / Census linked dataset, Business Structure Database, Annual Population Survey",2020,Labour Market & Employment,Labour Market & Employment,True,Cross-Domain Linkage,Cross-Domain Linkage,True,Descriptive Monitoring,Life-Course / Trajectory Analysis,False,,,True,"Assigned Labour Market & Employment because wage and employment dynamics are the focus; Cross-Domain Linkage because the ASHE/Census linked dataset and Business Structure Database span labour-market, census and business domains; Descriptive Monitoring because it characterises wage and employment dynamics; no tag because no demographic comparison is central.","Assigned Labour Market & Employment because the project studies wage and employment dynamics; Cross-Domain Linkage because the ASHE/Census linked dataset and Business Structure Database span labour, demographics and business domains; Life-Course / Trajectory Analysis because the focus on dynamics of wages and employment over time implies tracking trajectories; no tag because no demographic comparison is central.",Layer C disagreed
2020/047,2020/047,Controlling COVID-19 through enhanced population surveillance and intervention : a platform approach,SAIL Databank Databank: 2011 Census Data Welsh residents,2020,COVID-19 & Pandemic; Health & Social Care,COVID-19 & Pandemic; Health & Social Care,True,Cross-Domain Linkage,Single-Dataset,False,Risk Prediction / Early Identification,Risk Prediction / Early Identification,True,,,True,"Assigned COVID-19 & Pandemic because population surveillance and intervention for COVID-19 is explicit, and Health & Social Care because the SAIL health databank underpins surveillance; Cross-Domain Linkage because SAIL health data is linked with 2011 Census data spanning health and demographics; Risk Prediction / Early Identification because the platform aims at population surveillance and targeted intervention; no tag because no demographic group comparison is central.",Assigned COVID-19 & Pandemic and Health & Social Care because the project concerns COVID-19 population surveillance and intervention; Single-Dataset because only the SAIL Databank 2011 Census data is listed; Risk Prediction / Early Identification because enhanced surveillance and intervention implies prospective identification and targeting of at-risk populations; no tag because no demographic comparison is central.,Layer B disagreed
2020/048,2020/048,"ESCoE Project 2.9: Using Firm-Level Surveys to Understand Industrial and Regional Capacity, Investment, Productivity and Output Growth","Office for National Statistics: Annual Business Survey, Annual Respondents Database, Business Structure Database, Monthly Business Survey, Monthly Inquiry into the Distributive and Services Sector, Monthly Production Inquiry, Quarterly Acquisitions and Disposals of Capital Assets Survey & Quarterly Capital Expenditure Survey",2020,Business & Productivity,Business & Productivity,True,Within-Domain Linkage,Within-Domain Linkage,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,"Assigned Business & Productivity because the focus is firm-level industrial and regional capacity, investment, productivity, and output; Within-Domain Linkage because the multiple business surveys all sit within the business domain; Descriptive Monitoring because the project characterises capacity, investment, and productivity patterns; no tag because no demographic comparison is central.","Assigned Business & Productivity because the project studies firm-level investment, productivity and output growth; Within-Domain Linkage because all listed business surveys sit within the business domain; Descriptive Monitoring because it uses firm surveys to understand industrial and regional capacity, investment and output patterns; no tag because no demographic comparison is central.",
2020/049,2020/049,Evaluation of the Enterprise Capital Funds,"Office for National Statistics: Annual Business Survey, Annual Survey of Hours and Earnings, Business Enterprise Research and Development & Business Structure Database",2020,Business & Productivity,Business & Productivity,True,Within-Domain Linkage,Within-Domain Linkage,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,Assigned Business & Productivity because the focus is the effect of investment funds on firms; Within-Domain Linkage because the business surveys and ASHE all relate to firm performance within the business/economic domain; Policy Evaluation / Impact Analysis because it evaluates the named Enterprise Capital Funds; no tag because no demographic comparison is central.,"Assigned Business & Productivity because Enterprise Capital Funds support firm enterprise and R&D; Within-Domain Linkage because ABS, ASHE, BERD and BSD are read here as business-domain datasets centred on firm outcomes; Policy Evaluation / Impact Analysis because it evaluates the Enterprise Capital Funds, a named programme; no tag because no demographic comparison is central.",
2020/050,2020/050,Inequalities in the 21st Century,Office for National Statistics: Longitudinal Study of England and Wales,2020,Migration & Demographics,Migration & Demographics,True,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Descriptive Monitoring,True,Demographic disparities / equity tag,Demographic disparities / equity tag,True,Assigned Migration & Demographics because the ONS Longitudinal Study is a census-based population dataset used to study inequalities; Single-Dataset because only the Longitudinal Study is listed as one coherent product; Descriptive Monitoring because the project profiles inequalities across the population; demographic disparities tag because the central lens is comparing outcomes across population groups.,Assigned Migration & Demographics because the ONS Longitudinal Study is a census-based population resource and inequalities are studied across the population; Single-Dataset because only the ONS Longitudinal Study is listed; Descriptive Monitoring because the aim is to characterise inequalities and their patterns; demographic disparities tag because comparing inequalities across population groups is central.,
2020/051,2020/051,Measuring the impact of social distancing on firm productivity,Office for National Statistics / HMRC / Companies House : Linked Inter-Departmental Business Register and Valuation Office Agency,2020,Business & Productivity; COVID-19 & Pandemic,Business & Productivity; COVID-19 & Pandemic,True,Cross-Domain Linkage,Cross-Domain Linkage,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,"Assigned Business & Productivity because firm productivity is the outcome, and COVID-19 & Pandemic because social distancing is the pandemic measure analysed; Cross-Domain Linkage because the Inter-Departmental Business Register is linked with Valuation Office Agency property data spanning business and property domains; Policy Evaluation / Impact Analysis because it measures the impact of social-distancing measures on firm productivity; no tag because no demographic comparison is central.",Assigned Business & Productivity and COVID-19 & Pandemic because the project measures social distancing impact on firm productivity; Cross-Domain Linkage because the Inter-Departmental Business Register is linked with Valuation Office Agency (property/valuation) data spanning domains; Policy Evaluation / Impact Analysis because social distancing is a pandemic control measure whose impact is being evaluated; no tag because no demographic comparison is central.,
2020/052,2020/052,Ethic inequalities in the UK,"Office for National Statistics: Annual Population Survey: Wellbeing, Labour Force Survey , Labour Force Survey & Labour Force Survey",2020,Labour Market & Employment,Labour Market & Employment,True,Within-Domain Linkage,Within-Domain Linkage,True,Descriptive Monitoring,Descriptive Monitoring,True,Demographic disparities / equity tag,Demographic disparities / equity tag,True,"Assigned Labour Market & Employment because datasets are Labour Force Survey and Annual Population Survey covering work, earnings and wellbeing across ethnic groups; Within-Domain Linkage because multiple labour-market datasets all sit in one domain; Descriptive Monitoring because the project characterises ethnic inequalities in outcomes rather than testing a named intervention; demographic disparities tag because ethnic group comparison is central.",Assigned Labour Market & Employment because the datasets are Labour Force Survey and Annual Population Survey wellbeing covering work and labour outcomes; Within-Domain Linkage because multiple labour-market surveys all sit within the labour domain; Descriptive Monitoring because the project characterises ethnic inequalities in outcomes; Demographic disparities / equity tag because ethnic inequality comparison is the central question.,
2020/053,2020/053,The choice to become multinational: the driving incentives and the effect of the domestic economy,"Office for National Statistics: Annual Business Survey, Annual Foreign Direct Investment Survey, Business Enterprise Research and Development, Business Structure Database & Business Structure Database: Longitudinal",2020,Business & Productivity,Business & Productivity,True,Within-Domain Linkage,Within-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,,,True,"Assigned Business & Productivity because datasets are business surveys, FDI survey and business structure data examining the choice to become multinational; Within-Domain Linkage because all datasets are firm/business-domain sources; Outcome Tracking because it links firm characteristics and domestic-economy conditions to the multinational outcome; no tag because no demographic comparison is central.",Assigned Business & Productivity because datasets are business and FDI surveys studying firms becoming multinational; Within-Domain Linkage because all datasets are firm/business sources within one domain; Outcome Tracking because it links domestic economy incentives to the firm decision to become multinational; no tag because no demographic comparison is central.,
2020/054,2020/054,Evaluation of Mentoring for Growth,"Office for National Statistics: Business Structure Database, Management and Expectations Survey, Annual Survey of Hours and Earnings & Business Impact of COVID-19 Survey
Department for Business, Energy and Industrial Strategy: Longitudinal Small Business Survey",2020,Business & Productivity,Business & Productivity,True,Within-Domain Linkage,Within-Domain Linkage,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,"Assigned Business & Productivity because the project evaluates the Mentoring for Growth business-support programme using firm performance data; Within-Domain Linkage because Business Structure Database, surveys, ASHE and small business surveys are all business-domain sources; Policy Evaluation / Impact Analysis because it evaluates a named business-support scheme; no tag because no demographic comparison is central.",Assigned Business & Productivity because it evaluates the Mentoring for Growth business support programme using firm datasets; Within-Domain Linkage because all datasets are business/firm sources; Policy Evaluation / Impact Analysis because the title is an explicit evaluation of a named programme; no tag because no demographic comparison is central.,
2020/055,2020/055,The role that start-ups and incumbents in explaining growth in the UK,"Office for National Statistics: Business Structure Database, Low Carbon and Renewable Energy Economy Survey",2020,Business & Productivity,Business & Productivity,True,Within-Domain Linkage,Within-Domain Linkage,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,Assigned Business & Productivity because the project studies start-ups and incumbents explaining UK growth using firm-level data; Within-Domain Linkage because Business Structure Database and the Low Carbon survey are both firm/business sources; Descriptive Monitoring because it characterises the contribution of firm types to growth patterns; no tag because no demographic comparison is central.,Assigned Business & Productivity because it examines the role of start-ups and incumbents in UK growth using business datasets; Within-Domain Linkage because Business Structure Database and the renewable energy economy survey are both firm-level business sources; Descriptive Monitoring because it characterises contributions to growth; no tag because no demographic comparison is central.,
2020/056,2020/056,Factors Predicting Adherence Stay at Home Guidance During COVID-19 Pandemic in the United Kingdom,Office for National Statistics: Coronavirus and the social impacts on Great Britain,2020,COVID-19 & Pandemic,COVID-19 & Pandemic,True,Single-Dataset,Single-Dataset,True,Risk Prediction / Early Identification,Risk Prediction / Early Identification,True,,,True,Assigned COVID-19 & Pandemic because the focus is adherence to stay-at-home guidance during the pandemic; Single-Dataset because only the ONS social impacts survey is listed; Risk Prediction / Early Identification because the title explicitly frames factors predicting adherence; no tag because no demographic comparison is the central question.,Assigned COVID-19 & Pandemic because the project studies adherence to stay-at-home guidance during the pandemic; Single-Dataset because only the coronavirus social impacts survey is listed; Risk Prediction / Early Identification because the title explicitly concerns factors predicting adherence; no tag because no demographic comparison is centrally framed.,
2020/057,2020/057,Education and Spatial Mobility,Office for National Statistics: Labour Force Survey,2020,Labour Market & Employment; Education & Skills,Labour Market & Employment; Education & Skills,True,Single-Dataset,Single-Dataset,True,Outcome Tracking,Outcome Tracking,True,,,True,"Assigned Education & Skills and Labour Market & Employment because the project links education to spatial mobility, a labour-market mobility outcome; Single-Dataset because only the Labour Force Survey is listed; Outcome Tracking because it relates education as an exposure to mobility outcomes; no tag because no demographic comparison is central.",Assigned Education & Skills and Labour Market & Employment because the project links education to spatial/labour mobility; Single-Dataset because only the Labour Force Survey is listed; Outcome Tracking because it relates education as an exposure to spatial mobility outcomes; no tag because no demographic comparison is central.,
2020/058,2020/058,Movers and stayers: explaining variation in residential energy consumption using longitudinal observations of annual energy consumption in moving households,"Department for Business, Energy and Industrial Strategy: Annual gas and electricity consumption at the meter level",2020,Environment & Agriculture; Housing & Planning,Environment & Agriculture; Housing & Planning,True,Single-Dataset,Single-Dataset,True,Outcome Tracking,Outcome Tracking,True,,,True,Assigned Environment & Agriculture and Housing & Planning because the study examines residential energy consumption linked to household moving behaviour; Single-Dataset because only the BEIS meter-level consumption data is listed; Outcome Tracking because it links the naturally occurring event of moving to changes in energy consumption; no tag because no demographic equity comparison is central.,Assigned Environment & Agriculture and Housing & Planning because the project studies residential energy consumption in moving households linking residential mobility to energy use; Single-Dataset because only the BEIS meter-level consumption data is listed; Outcome Tracking because it links the naturally occurring event of moving to downstream energy consumption; no tag because no demographic-equity comparison is central.,
2020/059,2020/059,An evaluation of the Apprenticeships Levy using firm level data,Department for Education: Employer Skills Surveys,2020,Education & Skills; Business & Productivity,Education & Skills; Business & Productivity,True,Single-Dataset,Single-Dataset,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,"Assigned Education & Skills because the Apprenticeships Levy concerns training and skills, and Business & Productivity because it uses firm-level Employer Skills Surveys; Single-Dataset because only the Employer Skills Surveys are listed; Policy Evaluation / Impact Analysis because it explicitly evaluates the Apprenticeships Levy; no tag because no demographic comparison is central.",Assigned Education & Skills because the Apprenticeship Levy concerns skills/training and Business & Productivity because firm-level data and employer behaviour are central; Single-Dataset because only Employer Skills Surveys are listed; Policy Evaluation / Impact Analysis because it evaluates a named levy; no tag because no demographic comparison is central.,
2020/060,2020/060,"The benefits of digital technologies adoption on UK manufacturing businesses: Manufacturing renaissance, servitization and digital technologies' adoption","Office for National Statistics: Annual Business Survey, Business Enterprise Research and Development & E-commerce Survey
Department for Business, Energy and Industrial Strategy: UK Innovation Survey",2020,Business & Productivity,Business & Productivity,True,Within-Domain Linkage,Within-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,,,True,"Assigned Business & Productivity because the project studies benefits of digital technology adoption on manufacturing firm performance; Within-Domain Linkage because Annual Business Survey, R&D, E-commerce and Innovation surveys are all firm-domain sources; Outcome Tracking because it links technology adoption to firm outcomes; no tag because no demographic comparison is central.",Assigned Business & Productivity because it studies benefits of digital technology adoption on manufacturing firms; Within-Domain Linkage because multiple business/innovation surveys all sit within the business domain; Outcome Tracking because it links technology adoption to firm performance outcomes; no tag because no demographic comparison is central.,
2020/061,2020/061,IFS Deaton Review: Geographic Inequalities and spatial mobility,"Office for National Statistics: Annual Population Survey, Annual Survey of Hours
and Earnings, Census 1961, Census 1971, Census data 1981, Labour Force Survey
, Labour Force
Survey , New Earnings Survey, Census 2011
Institute for Social and Economic Research:
Understanding Society
Office for National Statistics: Census 2011",2020,"Poverty, Wealth & Living Standards; Labour Market & Employment","Poverty, Wealth & Living Standards; Labour Market & Employment",True,Cross-Domain Linkage,Cross-Domain Linkage,True,Descriptive Monitoring,Descriptive Monitoring; Life-Course / Trajectory Analysis,False,,,True,"Assigned Poverty, Wealth & Living Standards and Labour Market & Employment because the Deaton Review focuses on geographic inequalities and spatial mobility using earnings (ASHE, New Earnings Survey) and labour data alongside living-standards framing; Cross-Domain Linkage because datasets span labour/earnings surveys, multiple census waves, and Understanding Society household survey; Descriptive Monitoring because the aim is to characterise spatial inequality patterns and mobility across places; no tag because the central comparison is geographic/spatial rather than across a demographic group.","Assigned Poverty, Wealth & Living Standards and Labour Market & Employment because the Deaton Review studies geographic inequalities, earnings and spatial mobility drawing on ASHE/New Earnings and population data; Cross-Domain Linkage because it spans labour-market earnings surveys, census population data and Understanding Society household data; Descriptive Monitoring and Life-Course / Trajectory Analysis because it characterises geographic inequality patterns over multiple census decades and analyses spatial mobility; no tag because the focus is geographic/spatial rather than centrally a demographic-group comparison.",Layer C disagreed
2020/062,2020/062,"Local Institutions, Productivity, Sustainability and Inclusivity Trade-offs","Office for National Statistics: Business Structure Database, Annual Population Survey, Annual Survey of Hours and Earnings & Business Register and Employment Survey",2020,Business & Productivity; Labour Market & Employment,Business & Productivity; Labour Market & Employment,True,Within-Domain Linkage,Cross-Domain Linkage,False,Outcome Tracking,Outcome Tracking,True,,,True,"Assigned Business & Productivity because the focus is local institutions and productivity, and Labour Market & Employment because ASHE, APS and employment survey data on wages and employment are central; Within-Domain Linkage because the firm and labour-market sources are closely related economic-domain datasets; Outcome Tracking because it relates local institutions to productivity and inclusivity outcomes; no tag because no demographic comparison is central.",Assigned Business & Productivity and Labour Market & Employment because the project examines productivity and employment/earnings tradeoffs; Cross-Domain Linkage because Business Structure Database/BRES are firm sources while APS/ASHE cover labour-market individuals spanning domains; Outcome Tracking because it links local institutions to productivity and inclusivity outcomes; no tag because no demographic comparison is central.,Layer B disagreed
2020/063,2020/063,Identifying flare ups of the COVID-19 infection across the UK,"Office for National Statistics: COVID-19 Weekly Opinions Survey, Labour Force Survey, ONS Death Registrations Data, 2020 Wave 1 Labour Force Survey
UCAS: Universities and Colleges Admissions Service Data
Office for National Statistics / University of Oxford: COVID-19 Infection Survey",2020,COVID-19 & Pandemic,COVID-19 & Pandemic; Health & Social Care,False,Cross-Domain Linkage,Cross-Domain Linkage,True,Risk Prediction / Early Identification,Risk Prediction / Early Identification,True,,,True,"Assigned COVID-19 & Pandemic because the project identifies flare ups of COVID-19 infection; Cross-Domain Linkage because datasets span health (infection survey, death registrations), labour (LFS) and education (UCAS) domains; Risk Prediction / Early Identification because identifying infection flare ups is an early-identification design; no tag because no demographic comparison is central.","Assigned COVID-19 & Pandemic and Health & Social Care because the project identifies COVID-19 infection flare-ups; Cross-Domain Linkage because datasets span COVID infection/health, labour force, deaths, and UCAS admissions across domains; Risk Prediction / Early Identification because it aims to detect flare-ups across the UK before they spread; no tag because no demographic comparison is central.",Layer A disagreed
2020/064,2020/064,Analysis of cash flow impacts on UK companies,Office for National Statistics: Annual Business Survey,2020,Business & Productivity,Business & Productivity,True,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,"Assigned Business & Productivity because the project analyses cash flow impacts on UK companies, a firm-level outcome; Single-Dataset because only the Annual Business Survey is listed; Descriptive Monitoring because it characterises cash flow impacts across companies; no tag because no demographic comparison is central.",Assigned Business & Productivity because it analyses cash flow impacts on UK companies; Single-Dataset because only the Annual Business Survey is listed; Descriptive Monitoring because it characterises cash flow impacts across firms; no tag because no demographic comparison is central.,
2020/065,2020/065,Economic Appraisal of Full Fibre Installation at Public Sites,Office for National Statistics: Business Structure Database,2020,Business & Productivity; Environment & Agriculture,Environment & Agriculture; Business & Productivity,True,Single-Dataset,Single-Dataset,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,Assigned Business & Productivity and Environment & Agriculture because the project economically appraises full fibre (energy/infrastructure) installation at public sites using firm-level Business Structure Database; Single-Dataset because only one dataset is listed; Policy Evaluation / Impact Analysis because it is an economic appraisal of a specific infrastructure investment; no tag because no demographic comparison is central.,Assigned Environment & Agriculture and Business & Productivity because the project is an economic appraisal of full fibre (digital infrastructure) installation at public sites using firm-level Business Structure Database; Single-Dataset because only the Business Structure Database is listed; Policy Evaluation / Impact Analysis because it economically appraises a deliberate infrastructure programme; no tag because no demographic comparison is central.,
2020/066,2020/066,Evaluation of the Competition and Markets Authority's Covid-19 taskforce,Office for National Statistics: Business Impact of COVID-19 Survey & Coronavirus and the social impacts on Great Britain,2020,COVID-19 & Pandemic; Business & Productivity,COVID-19 & Pandemic; Business & Productivity,True,Within-Domain Linkage,Within-Domain Linkage,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,Assigned COVID-19 & Pandemic and Business & Productivity because it evaluates the CMA's Covid-19 taskforce using business impact and social impact COVID surveys; Within-Domain Linkage because both datasets relate to COVID-19 impacts; Policy Evaluation / Impact Analysis because it evaluates a named taskforce; no tag because no demographic comparison is central.,Assigned COVID-19 & Pandemic and Business & Productivity because it evaluates the CMA's Covid-19 taskforce affecting business impacts; Within-Domain Linkage because the Business Impact of COVID-19 Survey and Coronavirus social impacts survey both relate to pandemic-business effects; Policy Evaluation / Impact Analysis because it evaluates a named taskforce; no tag because no demographic comparison is central.,
2020/067,2020/067,"Inequalities in the 21st Century: Transfers, tax and tax credits","Office for National Statistics: Annual Population Survey Person, Annual Population Survey Household, Occupational differences in mortality from COVID-19,
Annual Survey of Hours and Earnings, Labour Force Survey Household, Labour Force Survey Person, Business Structure Database & Labour Force Survey Longitudinal",2020,"Public Finance & Taxation; Poverty, Wealth & Living Standards; Labour Market & Employment","Public Finance & Taxation; Poverty, Wealth & Living Standards; Labour Market & Employment",True,Cross-Domain Linkage,Cross-Domain Linkage,True,Descriptive Monitoring,Descriptive Monitoring,True,,Demographic disparities / equity tag,False,"Assigned Public Finance & Taxation, Poverty, Wealth & Living Standards, and Labour Market & Employment because the focus is transfers, tax and tax credits and inequalities using earnings, population and firm data; Cross-Domain Linkage because datasets span labour-market, business and mortality domains; Descriptive Monitoring because it characterises inequalities; no tag because the central lens is socioeconomic inequality rather than a demographic group.","Assigned Public Finance & Taxation, Poverty, Wealth & Living Standards and Labour Market & Employment because the project studies inequalities through transfers, tax, tax credits and earnings; Cross-Domain Linkage because datasets span labour market, earnings, mortality and business sources; Descriptive Monitoring because the focus is characterising distribution of inequalities; demographic disparities tag because inequalities across groups are central.",Tag disagreed
2020/068,2020/068,Analysis of the clustering of UK digital sectors,"Office for National Statistics: Annual Business Survey, Annual Population Survey Person & Business Structure Database",2020,Business & Productivity,Business & Productivity,True,Within-Domain Linkage,Cross-Domain Linkage,False,Descriptive Monitoring,Descriptive Monitoring,True,,,True,Assigned Business & Productivity because it analyses clustering of UK digital sectors using business survey and structure data; Within-Domain Linkage because the datasets sit within the business/labour domain analysing firm clustering; Descriptive Monitoring because it characterises spatial clustering patterns; no tag because no demographic comparison is central.,Assigned Business & Productivity because the project analyses clustering of UK digital sectors (firm/industrial structure); Cross-Domain Linkage because the Annual Population Survey (labour market) combines with business datasets; Descriptive Monitoring because it characterises spatial clustering patterns; no tag because no demographic comparison is central.,Layer B disagreed
2020/069,2020/069,The Resilience of British Cities,"Office for National Statistics: Annual Business Survey 1973 onwards), Annual Foreign Direct Investment Survey, Business Enterprise Research and Development, Business Structure Database, Labour Force Survey Person
Department for Business, Energy and Industrial Strategy: Community Innovation Survey
Department for Education: National Employers Skill Survey",2020,Business & Productivity,Business & Productivity,True,Within-Domain Linkage,Cross-Domain Linkage,False,Descriptive Monitoring,Descriptive Monitoring,True,,,True,"Assigned Business & Productivity because resilience of cities is studied through firm activity, FDI, R&D and innovation surveys; Within-Domain Linkage because datasets centre on business/innovation/skills within the economic domain; Descriptive Monitoring because it characterises city economic resilience; no tag because no demographic comparison is central.","Assigned Business & Productivity because the project studies city resilience through firm activity, FDI, R&D and innovation; Cross-Domain Linkage because datasets span business, labour market and skills survey domains; Descriptive Monitoring because resilience is profiled across cities; no tag because no demographic comparison is central.",Layer B disagreed
2020/070,2020/070,Impact of migration on Scotland versus the UK,Office for National Statistics: Annual Population Survey,2020,Migration & Demographics,Migration & Demographics,True,Single-Dataset,Single-Dataset,True,Outcome Tracking,Descriptive Monitoring,False,,,True,Assigned Migration & Demographics because the project studies the impact of migration on Scotland versus the UK; Single-Dataset because only the Annual Population Survey is listed; Outcome Tracking because it links migration to downstream effects; no tag because the comparison is geographic rather than demographic-group equity.,Assigned Migration & Demographics because the project examines impact of migration on Scotland versus the UK; Single-Dataset because only the Annual Population Survey is listed; Descriptive Monitoring because it characterises and compares migration impacts across regions; no tag because the comparison is regional rather than demographic-group.,Layer C disagreed
2020/071,2020/071,"Modelling the effects of pandemic control measures and financial support on businesses, regions and households","Office for National Statistics: Annual Business Survey, Business Impact of COVID-19 Survey, Business Structure Database, Monthly Business Survey & Quarterly Survey of Financial Assets and Liabilities",2020,"COVID-19 & Pandemic; Business & Productivity; Poverty, Wealth & Living Standards","COVID-19 & Pandemic; Business & Productivity; Poverty, Wealth & Living Standards",True,Within-Domain Linkage,Within-Domain Linkage,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,"Assigned COVID-19 & Pandemic, Business & Productivity and Poverty, Wealth & Living Standards because it models pandemic control measures and financial support effects on businesses, regions and households; Within-Domain Linkage because the listed datasets are all business/financial surveys; Policy Evaluation / Impact Analysis because it models effects of named control measures and support; no tag because no demographic comparison is central.","Assigned COVID-19 & Pandemic, Business & Productivity and Poverty, Wealth & Living Standards because the project models pandemic control measures and financial support on businesses, regions and households; Within-Domain Linkage because the business surveys and financial assets survey all sit in the business/economic domain; Policy Evaluation / Impact Analysis because it models effects of named control measures and financial support; no tag because no demographic comparison is central.",
2020/072,2020/072,Mid Term Evaluation of the Wales Business Fund,"Office for National Statistics: Business Structure Database, Annual Survey of Hours and Earnings
Department for Business, Energy and Industrial Strategy: Community Innovation Survey
Department for Business, Energy and Industrial Strategy: Longitudinal Small Business Survey",2020,Business & Productivity,Business & Productivity,True,Within-Domain Linkage,Cross-Domain Linkage,False,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,Assigned Business & Productivity because it is a mid-term evaluation of a business support fund using firm-level business and innovation surveys; Within-Domain Linkage because datasets are all business/firm sources; Policy Evaluation / Impact Analysis because it evaluates the named Wales Business Fund; no tag because no demographic comparison is central.,Assigned Business & Productivity because it evaluates the Wales Business Fund's effects on firms; Cross-Domain Linkage because Business Structure Database and Annual Survey of Hours and Earnings (labour market) combine with business surveys; Policy Evaluation / Impact Analysis because it is a mid-term evaluation of a named fund; no tag because no demographic comparison is central.,Layer B disagreed
2020/073,2020/073,Wellbeing in different occupations,"Office for National Statistics: Annual Population Survey & Labour Force Survey Person
Institute for Social and Economic Research: Understanding Society",2020,Labour Market & Employment; Health & Social Care,Labour Market & Employment; Health & Social Care,True,Within-Domain Linkage,Cross-Domain Linkage,False,Descriptive Monitoring,Outcome Tracking,False,,,True,Assigned Labour Market & Employment and Health & Social Care because it examines wellbeing across occupations using labour force and Understanding Society data; Within-Domain Linkage because datasets are labour-market/social surveys within a coherent domain; Descriptive Monitoring because it profiles wellbeing by occupation; no tag because occupation is not a demographic equity group.,Assigned Labour Market & Employment and Health & Social Care because the project studies wellbeing across occupations; Cross-Domain Linkage because labour market surveys combine with Understanding Society (a multi-domain household panel); Outcome Tracking because it links occupation (status) to wellbeing outcomes; no tag because occupational comparison is not a demographic equality lens.,Layer B disagreed; Layer C disagreed
2020/074,2020/074,Health of Older People in Places : an asset for economic and social improvement for all,Office for National Statistics: Longitudinal Study of England and Wales,2020,Health & Social Care; Migration & Demographics,Health & Social Care,False,Single-Dataset,Single-Dataset,True,Outcome Tracking,Outcome Tracking,True,,,True,Assigned Health & Social Care and Migration & Demographics because it studies the health of older people across places using the Longitudinal Study; Single-Dataset because only the ONS Longitudinal Study is listed; Outcome Tracking because it links place and ageing to health outcomes; no tag because the focus is older people in places rather than equity comparison across groups.,Assigned Health & Social Care because the project examines health of older people in places; Single-Dataset because only the ONS Longitudinal Study is listed as one coherent product; Outcome Tracking because it links place/age circumstances to health outcomes; no tag because the focus is place-based health rather than a central demographic-group comparison.,Layer A disagreed
2020/075,2020/075,Extending the use of the former measures of social class beyond 2021,Office for National Statistics: Labour Force Survey Household,2020,Data Infrastructure & Methodology,Data Infrastructure & Methodology,True,Single-Dataset,Single-Dataset,True,Methodological / Infrastructure Research,Methodological / Infrastructure Research,True,,,True,"Assigned Data Infrastructure & Methodology because the project extends former social class measures beyond 2021, making the classification measure itself the object; Single-Dataset because only the Labour Force Survey Household is listed; Methodological / Infrastructure Research because the operation is developing/extending a measurement classification; no tag because no demographic comparison is central.",Assigned Data Infrastructure & Methodology because the project concerns extending former social-class measures/classifications beyond 2021; Single-Dataset because only the Labour Force Survey Household is listed; Methodological / Infrastructure Research because the analytical operation is to develop/maintain a classification measure; no tag because no demographic comparison is the central question.,
2020/076,2020/076,The impact of early age voting on study choices,UCAS: Universities and Colleges Admissions Service data,2020,Education & Skills,Education & Skills,True,Single-Dataset,Single-Dataset,True,Outcome Tracking,Outcome Tracking,True,,,True,Assigned Education & Skills because the focus is study choices via UCAS admissions data; Single-Dataset because only UCAS data is listed; Outcome Tracking because early-age voting (a naturally occurring exposure) is linked to study-choice outcomes; no tag because the comparison lens is not centrally demographic/equality group.,Assigned Education & Skills because the focus is study choices via UCAS admissions data; Single-Dataset because only UCAS data is listed; Outcome Tracking because it links a naturally occurring exposure (early-age voting eligibility) to a downstream study-choice outcome; no tag because no demographic-equity comparison is central.,
