Project ID,Title,Researchers,Legal Basis,Datasets Used,Secure Research Service,Accreditation Date,Record ID,Year,Quarter,Quarter Label,substantive_domains,linkage_mode,analytical_purpose,cross_cutting_tags,rationale,primary_domain
2022/075,Is race/ethnicity associated with heftier sentences? Examining disparities in the sentencing of child offenders,"Ana Navarro Veiga, University of Leeds",Digital Economy Act (2017) ,MOJ: MoJ Data First Crown court defendant case level dataset; MoJ Data First magistrates’ court defendant case level dataset,Office for National Statistics Secure Research Service,2022-05-13,2022/075,2022,2022Q2,Q2 2022,Crime & Justice,Within-Domain Linkage,Outcome Tracking,Demographic disparities / equity tag,Assigned Crime & Justice because it examines sentencing of child offenders in courts; Within-Domain Linkage because both MoJ court datasets are within justice; Outcome Tracking because it links race/ethnicity to sentencing outcomes; demographic disparities tag because racial/ethnic sentencing disparities are central.,Crime & Justice
2022/099,Structural change and drivers of productivity in manufacturing and ICT industries,"Jen-Chung Mei, University of Cambridge
Diane Coyle, University of Cambridge",Digital Economy Act (2017) ,"Office for National Statistics: Annual Business Survey GB, Annual Foreign Direct Investment Survey UK, Annual Purchases Survey UK, Business Enterprise Research and Development - England, Wales & Scotland, E-commerce Survey",Office for National Statistics Secure Research Service,2022-06-21,2022/099,2022,2022Q2,Q2 2022,Business & Productivity,Within-Domain Linkage,Descriptive Monitoring,,Assigned Business & Productivity because the focus is structural change and drivers of productivity in manufacturing and ICT industries using firm surveys; Within-Domain Linkage because the business surveys all sit within the business/productivity domain; Descriptive Monitoring because it characterises structural change and productivity drivers across industries; no tag because no demographic comparison is central.,Business & Productivity
2022/098,The value of green jobs: an assessment of financial and non-financial motivation,"Damian Whittard, University of West of England
Felix Ritchie, University of West of England
Khanh Van Phan, University of West of England",Digital Economy Act (2017) ,"Office for National Statistics:
Annual Business Survey UK, Annual Respondents Database x UK, Annual Survey of Hours and Earnings UK",Office for National Statistics Secure Research Service,2022-08-08,2022/098,2022,2022Q3,Q3 2022,Labour Market & Employment; Environment & Agriculture,Cross-Domain Linkage,Outcome Tracking,,"Assigned Labour Market & Employment because it concerns green jobs, motivation and earnings (ASHE), and Environment & Agriculture because green/environmental jobs are central; Cross-Domain Linkage because business surveys and earnings/respondent databases span business and labour-market domains; Outcome Tracking because it assesses financial and non-financial motivation linked to green jobs; no tag because no demographic comparison is central.",Labour Market & Employment
2022/100,The geography of social and educational mobility in the United Kingdom,"Stuart Bridgett, Centre for Cities
Jeffrey Mo, Centre for Cities",Digital Economy Act (2017) ,"DfE, DWP and HMRC: LEO via SRS Iteration 1 Standard Extract",Office for National Statistics Secure Research Service,2022-06-28,2022/100,2022,2022Q2,Q2 2022,Education & Skills; Labour Market & Employment,Cross-Domain Linkage,Life-Course / Trajectory Analysis,,"Assigned Education & Skills and Labour Market & Employment because LEO links education to employment/earnings to study social and educational mobility; Cross-Domain Linkage because LEO combines DfE education, DWP and HMRC employment/earnings sources spanning domains; Life-Course / Trajectory Analysis because social and educational mobility involves following progression over the life course; no tag because the focus is geography of mobility rather than demographic-group comparison.",Education & Skills
2022/101,Counter Methodologies to International Migration Framing,"Alison Sizer, UCL",Digital Economy Act (2017) ,Office for National Statistics: Longitudinal Study of England and Wales,,2022-06-17,2022/101,2022,2022Q2,Q2 2022,Migration & Demographics,Single-Dataset,Descriptive Monitoring,,Assigned Migration & Demographics because the project concerns international migration framing using a longitudinal population study; Single-Dataset because only the ONS Longitudinal Study is listed; Descriptive Monitoring because the work characterises and reframes migration measurement/patterns rather than testing exposure-outcome or evaluating policy; no tag because no specific demographic-group comparison is central.,Migration & Demographics
2022/102,Trade Uncertainty and Stockpiling,"Tacye Hong, Bank of England
Aydan Dogan, University of Barcelona",Digital Economy Act (2017) ,"Office for National Statistics: Annual Purchases Survey UK,
Business Insights and Conditions Survey UK,
Monthly Business Survey UK",Office for National Statistics Secure Research Service,2022-08-07,2022/102,2022,2022Q3,Q3 2022,Business & Productivity,Within-Domain Linkage,Outcome Tracking,,"Assigned Business & Productivity because it studies firm stockpiling behaviour in response to trade uncertainty; Within-Domain Linkage because purchases, business insights and monthly business surveys all sit within the business domain; Outcome Tracking because it links trade uncertainty (a naturally occurring condition) to firm stockpiling; no tag because no demographic comparison is central.",Business & Productivity
2022/103,Environmental Impact of Taxes Evaluation,"Jan Franke, IPSOS MORI
Anna Sperati, IPSOS MORI
Andrew Whitehead, IPSOS MORI
Scott Carter, IPSOS MORI",Digital Economy Act (2017) ,"Office for National Statistics: Annual Business Survey UK, Annual Population Survey UK, Annual Respondents Database 2 UK, Annual Respondents Database x UK, Annual Survey of Hours and Earnings UK, Business Enterprise Research and Development England, Wales and Scotland, Business Structure Database UK, Quarterly Fuels Inquiry UK, Understanding Society UK",Office for National Statistics Secure Research Service,2022-06-24,2022/103,2022,2022Q2,Q2 2022,Environment & Agriculture; Public Finance & Taxation; Business & Productivity,Cross-Domain Linkage,Policy Evaluation / Impact Analysis,,"Assigned Environment & Agriculture because it evaluates environmental impacts of taxes, Public Finance & Taxation because tax policy is the intervention, and Business & Productivity because firm-level business surveys/fuels data are analysed; Cross-Domain Linkage because datasets span business, labour (APS, ASHE), household (Understanding Society) and energy domains; Policy Evaluation / Impact Analysis because it evaluates the environmental impact of a named tax policy; no tag because no demographic comparison is central.",Environment & Agriculture
2022/104,"Carbon tax, R&D tax credits and the spatial profile of pollution and innovation","Marco Castelluccio, University College London",Digital Economy Act (2017) ,"Office for National Statistics: Annual Respondents Database 2 UK, Annual Respondents Database x UK, Business Enterprise Research and Development England, Wales & Scotland, Quarterly Fuels Inquiry UK, UK Innovation Survey",Office for National Statistics Secure Research Service,2022-07-18,2022/104,2022,2022Q3,Q3 2022,Environment & Agriculture; Public Finance & Taxation; Business & Productivity,Within-Domain Linkage,Policy Evaluation / Impact Analysis,,"Assigned Environment & Agriculture because it studies pollution and carbon tax, Public Finance & Taxation because carbon tax and R&D tax credits are the policies, and Business & Productivity because R&D/innovation firm surveys are central; Within-Domain Linkage because the business R&D, respondents, fuels and innovation surveys all sit within the business/firm domain; Policy Evaluation / Impact Analysis because it assesses the effects of carbon tax and R&D tax credits on pollution and innovation; no tag because no demographic comparison is central.",Environment & Agriculture
2022/105,Resource misallocation in the UK manufacturing industries in the presence of R&D externality,"Kun Li, Cardiff Business School
Helmuts Azacis, Cardiff Business School",Digital Economy Act (2017) ,"Office for National Statistics: Annual Business Survey UK, Business Enterprise Research and Development England, Wales & Scotland, Business Structure Database UK, Business Structure Database: Longitudinal UK, Producer Price Index UK, UK Innovation Survey",Office for National Statistics Secure Research Service,2022-08-07,2022/105,2022,2022Q3,Q3 2022,Business & Productivity,Within-Domain Linkage,Outcome Tracking,,"Assigned Business & Productivity because the project studies resource misallocation, R&D externality and firm-level performance in manufacturing; Within-Domain Linkage because all datasets (ABS, BERD, BSD, PPI, Innovation Survey) are firm/business-domain sources; Outcome Tracking because it links R&D externality conditions to misallocation outcomes without a named policy; no tag because no demographic comparison is central.",Business & Productivity
2022/106,Welsh Government FDI research C270/2021/2022,"Palitha Konara, University of Sussex",Digital Economy Act (2017) ,"Office for National Statistics: Business Structure Database, UK Innovation Survey",Office for National Statistics Secure Research Service,2022-06-24,2022/106,2022,2022Q2,Q2 2022,Business & Productivity,Within-Domain Linkage,Descriptive Monitoring,,Assigned Business & Productivity because the research concerns foreign direct investment and firm behaviour; Within-Domain Linkage because BSD and UK Innovation Survey both sit in the business domain; Descriptive Monitoring because FDI research framing suggests profiling investment patterns rather than testing exposure-outcome or evaluating a policy; no tag because no demographic lens.,Business & Productivity
2022/107,ISCF Industrial Decarbonisation Challenge Evaluation,"Chris Hale, IPSOS MORI
Anna Sperati, IPSOS MORI
Jordan Harrison, IPSOS MORI
Christian Stow, IPSOS MORI
Jose Argudo, IPSOS MORI",Digital Economy Act (2017) ,"Office for National Statistics: Annual Business Survey UK, Annual Survey of Hours and Earnings UK, Business Enterprise Research and Development England, Wales & Scotland, Business Structure Database UK, Low Carbon and Renewable Energy Economy Survey UK, UK Gross Value Added for lower layer super output areas, UK Innovation Survey",Office for National Statistics Secure Research Service,2022-06-28,2022/107,2022,2022Q2,Q2 2022,Environment & Agriculture; Business & Productivity,Cross-Domain Linkage,Policy Evaluation / Impact Analysis,,"Assigned Environment & Agriculture and Business & Productivity because the Industrial Decarbonisation Challenge concerns decarbonisation and firm innovation/productivity; Cross-Domain Linkage because datasets span business (ABS, BERD, BSD, Innovation Survey) and labour earnings (ASHE) plus low-carbon energy economy survey; Policy Evaluation / Impact Analysis because it explicitly evaluates a named challenge fund programme; no tag because no demographic comparison.",Environment & Agriculture
2022/108,The Future of Work and Wellbeing: The Pissarides Review,"Bertha Rohenkohl Cruz, Institute for the Future of Work
Jonathan Clarke, Imperial College London
Jiyuan Zheng, Imperial College London
Rui Miguel Vieira Marques da Costa, London School of Economics

",Digital Economy Act (2017) ,"Office for National Statistics: Annual Population Survey UK, Annual Survey of Hours and Earnings UK, Labour Force Survey UK",Office for National Statistics Secure Research Service,2022-08-08,2022/108,2022,2022Q3,Q3 2022,Labour Market & Employment,Within-Domain Linkage,Descriptive Monitoring,,"Assigned Labour Market & Employment because the Future of Work review centres on work, wellbeing and labour-market dynamics; Within-Domain Linkage because APS, ASHE and LFS are all labour-market datasets; Descriptive Monitoring because the review profiles patterns and trends in work and wellbeing; no tag because no central demographic comparison.",Labour Market & Employment
2022/109,Levelling up? Startups and Regional Inequality in the United Kingdom,"Vincent Sterk, University College London
Thomas Lazarowicz, University College London
",Digital Economy Act (2017) ,"Office for National Statistics: Business Structure Database, Annual Business Survey, Annual Survey of Hours and Earnings",UK Data Service,2022-11-08,2022/109,2022,2022Q4,Q4 2022,Business & Productivity,Within-Domain Linkage,Descriptive Monitoring,,"Assigned Business & Productivity because the focus is startups and enterprise across regions; Within-Domain Linkage because BSD, ABS and ASHE are within the business/labour data but here all framed around firm activity—BSD and ABS are business while ASHE earnings supports regional analysis, predominantly business-domain; Descriptive Monitoring because it characterises regional inequality in startup activity; no tag because regional inequality is not a demographic/equality-group comparison.",Business & Productivity
2022/110,"Analysis of domestic violence, sexual violence and stalking of older adults","Merili Pullerits, City University
Hannah Bows, University of Durham
Iain Brennan, University of Hull",Digital Economy Act (2017) ,Office for National Statistics: Crime Survey for England and Wales,Office for National Statistics Secure Research Service,2022-02-08,2022/110,2022,2022Q1,Q1 2022,Crime & Justice,Single-Dataset,Descriptive Monitoring,Demographic disparities / equity tag,"Assigned Crime & Justice because the project analyses domestic violence, sexual violence and stalking victimisation; Single-Dataset because only the Crime Survey for England and Wales is listed; Descriptive Monitoring because it profiles victimisation among a population; demographic disparities tag because the focus is specifically on older adults as an age group.",Crime & Justice
2022/111,"Private family law cases in England and Wales: profiles, pathways and outcomes","Linda Cusworth, Lancaster University
Claire Hargreaves, Lancaster University
Bachar Alrouh, Lancaster University
Lucy Griffiths, Swansea University
Ashley Akbari, Swansea University
Laura North, Swansea University
Stefanie Doebler, Lancaster University
Mariam Abouelenin, Lancaster University",Digital Economy Act (2017) ,Ministry of Justice: MoJ Data First family court data extract,Office for National Statistics Secure Research Service,2022-05-08,2022/111,2022,2022Q2,Q2 2022,Crime & Justice,Single-Dataset,Service Interaction / Systems Analysis,,Assigned Crime & Justice because the project concerns private family law cases and family justice; Single-Dataset because only the MoJ family court data extract is listed; Service Interaction / Systems Analysis because pathways and case progression through the family court system are central; no tag because no demographic comparison is central.,Crime & Justice
2022/112,The Political Economy Consequences of Global Supply Chains,"Niccolo Bonifai, Georgetown University",Digital Economy Act (2017) ,"Office for National Statistics: International Trade in Services UK, Linked Trade-in-Goods/IDBR dataset UK",Office for National Statistics Secure Research Service,2022-10-13,2022/112,2022,2022Q4,Q4 2022,Business & Productivity,Within-Domain Linkage,Outcome Tracking,,Assigned Business & Productivity because the project studies global supply chains and trade through firm-level trade data; Within-Domain Linkage because trade-in-services and linked trade-in-goods/IDBR are business/trade-domain sources; Outcome Tracking because supply-chain exposures are linked to political-economy consequences; no tag because no demographic lens.,Business & Productivity
2022/113,Share Schemes Evaluation,"Dano Meiske, London Economics
Clio Von Petersdorff, London Economics
Patrice Muller, London Economics
Pietro Guglielmi, London Economics
Shaan Devnani, London Economics",Digital Economy Act (2017) ,"Office for National Statistics: Business Structure Database UK, Longitudinal Inter-Departmental Business Register UK",Office for National Statistics Secure Research Service,2022-08-07,2022/113,2022,2022Q3,Q3 2022,Business & Productivity,Within-Domain Linkage,Policy Evaluation / Impact Analysis,,Assigned Business & Productivity because share schemes are evaluated for firm-level effects; Within-Domain Linkage because BSD and LIDBR are both business-register datasets; Policy Evaluation / Impact Analysis because it explicitly evaluates the share-schemes programme; no tag because no demographic comparison.,Business & Productivity
2022/114,On the Measurement of Disease Prevalence,"Sotiris Vandoros, King's College London
Sotiris Georganas, City University
Alina Velias, City University ",Digital Economy Act (2017) ,"Office for National Statistics / University of Oxford: Covid-19 Infection Survey UK, Covid-19 Infection Survey with Combined Vaccination Dataset",Office for National Statistics Secure Research Service,2022-07-18,2022/114,2022,2022Q3,Q3 2022,Data Infrastructure & Methodology; COVID-19 & Pandemic,Within-Domain Linkage,Methodological / Infrastructure Research,,Assigned Data Infrastructure & Methodology and COVID-19 & Pandemic because the project is about measuring disease prevalence using the Covid-19 Infection Survey; Within-Domain Linkage because both the infection survey and combined vaccination dataset remain within the health/COVID domain; Methodological / Infrastructure Research because the measurement of prevalence itself is the substantive analytical operation; no tag because no demographic comparison is central.,Data Infrastructure & Methodology
2022/115,Food policy to meet UK climate goals,"Edward Manderson, University of Manchester
Krishna Brijmohun, University of Manchester",Digital Economy Act (2017) ,"Office for National Statistics: Consumer Prices Index, Living Costs and Food Survey",Office for National Statistics Secure Research Service,2022-01-08,2022/115,2022,2022Q1,Q1 2022,"Environment & Agriculture; Poverty, Wealth & Living Standards",Within-Domain Linkage,Descriptive Monitoring,,"Assigned Environment & Agriculture and Poverty, Wealth & Living Standards because the title concerns food policy for climate goals using Consumer Prices Index and Living Costs and Food Survey on food consumption and costs; Within-Domain Linkage because two consumption/price datasets are listed within the cost-of-living/consumption domain; Descriptive Monitoring because the analytical operation profiles food prices and consumption patterns rather than evaluating a named intervention; no tag because no demographic comparison is central.",Environment & Agriculture
2022/117,Access and Representation within Elite Higher Education in the UK,"Adrian Weller, University of Cambridge
Umang Bhatt, University of Cambridge
Miri Zilka, University of Cambridge",Digital Economy Act (2017) ,Office for National Statistics: Universities and Colleges Admissions Service,Office for National Statistics Secure Research Service,2022-02-08,2022/117,2022,2022Q1,Q1 2022,Education & Skills,Single-Dataset,Descriptive Monitoring,Demographic disparities / equity tag,Assigned Education & Skills because the title concerns access and representation in elite higher education using UCAS admissions data; Single-Dataset because only the UCAS dataset is listed; Descriptive Monitoring because access and representation are characterised across groups; demographic disparities tag because representation across equality-relevant groups is central.,Education & Skills
2022/118,STEM skills inequity across the UK,"Andrew Pritchard, London Economics",Digital Economy Act (2017) ,Office for National Statistics: Labour Force Survey Person,Office for National Statistics Secure Research Service,2022-08-16,2022/118,2022,2022Q3,Q3 2022,Education & Skills; Labour Market & Employment,Single-Dataset,Descriptive Monitoring,Demographic disparities / equity tag,Assigned Education & Skills and Labour Market & Employment because STEM skills inequity spans skills formation and labour-market skills using the Labour Force Survey; Single-Dataset because only the LFS Person dataset is listed; Descriptive Monitoring because the project characterises inequity in skills across the UK; demographic disparities tag because inequity across groups is the central lens.,Education & Skills
2022/119,Open Innovation and Start-Up Firms,"Andrew Johnston, University of Coventry",Digital Economy Act (2017) ,Office for National Statistics: UK Innovation Survey,Office for National Statistics Secure Research Service,2022-07-22,2022/119,2022,2022Q3,Q3 2022,Business & Productivity,Single-Dataset,Outcome Tracking,,Assigned Business & Productivity because the project concerns open innovation and start-up firms using the UK Innovation Survey; Single-Dataset because only that one survey is listed; Outcome Tracking because it links a firm characteristic (open innovation) to firm outcomes without a named policy; no tag because no demographic comparison is central.,Business & Productivity
2022/123,Evaluating the fairness of admissions to UK higher education,"Vikki Boliver, University of Durham
Stephen Gorard, University of Durham
Pallavi Banerjee, University of Exeter",Digital Economy Act (2017) ,Office for National Statistics: Universities and Colleges Admissions Service,Office for National Statistics Secure Research Service,2022-02-08,2022/123,2022,2022Q1,Q1 2022,Education & Skills,Single-Dataset,Descriptive Monitoring,Demographic disparities / equity tag,Assigned Education & Skills because the project evaluates fairness of higher education admissions using UCAS data; Single-Dataset because only the UCAS dataset is listed; Descriptive Monitoring because it assesses fairness/representation patterns rather than evaluating a named intervention; demographic disparities tag because fairness across groups is the central lens.,Education & Skills
2022/125,NIH Spatial uncertainty in small area analysis from survey and administrative data: generating better population estimates for England,"Jarvis Chen, Harvard University
Mahboubeh Parsaeian, Imperial College London
Frederic Bernard Jean-Pierre Piel, University of London
Emily Peterson, Emory University
Lance Waller, Emory University",Digital Economy Act (2017) ,"Office for National Statistics: Annual Population Survey, Annual Population Survey Longitudinal Data",Office for National Statistics Secure Research Service,2022-02-08,2022/125,2022,2022Q1,Q1 2022,Data Infrastructure & Methodology,Within-Domain Linkage,Methodological / Infrastructure Research,,Assigned Data Infrastructure & Methodology because the project concerns spatial uncertainty in small-area population estimates from survey and administrative data; Within-Domain Linkage because two related Annual Population Survey datasets are listed within one domain; Methodological / Infrastructure Research because the object is generating better population estimates; no tag because no demographic comparison is central.,Data Infrastructure & Methodology
2022/126,The business response to Covid-19: Technology adoption and impacts on performance,"Juliana Oliveira Cunha, London School of Economics and Political Science
Anna Sivropoulos-Valero, London School of Economics",Digital Economy Act (2017) ,"Office for National Statistics: Annual Business Survey, Business Structure Database, Business Structure Database: Longitudinal, Management and Expectations Survey, UK Innovation Survey",Office for National Statistics Secure Research Service,2022-02-08,2022/126,2022,2022Q1,Q1 2022,Business & Productivity; COVID-19 & Pandemic,Within-Domain Linkage,Outcome Tracking,,Assigned Business & Productivity and COVID-19 & Pandemic because the project studies business response to Covid-19 via technology adoption and firm performance using business surveys; Within-Domain Linkage because multiple business datasets all sit within the business domain; Outcome Tracking because it links technology adoption to performance impacts; no tag because no demographic comparison is central.,Business & Productivity
2022/127,Estimating capital utilisation for productivity statistics,"Josh Martin, Bank of England
Cain Baybutt, Office for National Statistics
Kyle Jones, Office for National Statistics",Digital Economy Act (2017) ,"Annual Population Survey, Labour Force Survey Person",Office for National Statistics Secure Research Service,2022-06-09,2022/127,2022,2022Q2,Q2 2022,Business & Productivity; Labour Market & Employment,Within-Domain Linkage,Methodological / Infrastructure Research,,Assigned Business & Productivity and Labour Market & Employment because estimating capital utilisation for productivity statistics concerns firm productivity and labour inputs; Within-Domain Linkage because the two labour datasets sit within the labour domain; Methodological / Infrastructure Research because the aim is producing productivity statistics estimates; no tag because no demographic comparison is central.,Business & Productivity
2022/128,Joint Oliogopoly-Olipopsony Model and Consumers and Workers' Welfare,"Carmine Ornaghi, University of Southampton
Iordanis Parikoglou, University of Southampton",Digital Economy Act (2017) ,"Office for National Statistics: Annual Respondents Database 2 - UK, Annual Respondents Database x - UK",Office for National Statistics Secure Research Service,2022-08-31,2022/128,2022,2022Q3,Q3 2022,Business & Productivity; Labour Market & Employment,Within-Domain Linkage,Outcome Tracking,,Assigned Business & Productivity and Labour Market & Employment because the oligopoly-oligopsony model concerns firm market power and worker welfare using business respondents databases; Within-Domain Linkage because the two business respondent databases sit within one domain; Outcome Tracking because it links market structure to consumer and worker welfare; no tag because no demographic comparison is central.,Business & Productivity
2022/129,AD|ARC : Linking Individual and Farm Level Data for Agricultural Research,"Nicholas Webster, Welsh Government
Matthew Kelly, Welsh Government
Sian Morrison-Rees, Swansea University",Digital Economy Act (2017) ,Office for National Statistics: Agricultural Research Collection,Office for National Statistics Secure Research Service,2022-09-11,2022/129,2022,2022Q3,Q3 2022,Environment & Agriculture; Data Infrastructure & Methodology,Cross-Domain Linkage,Methodological / Infrastructure Research,,Assigned Environment & Agriculture and Data Infrastructure & Methodology because the project links individual and farm-level data for agricultural research; Cross-Domain Linkage because it combines individual/household and agricultural/farm component sources spanning domains; Methodological / Infrastructure Research because the object is building a linked data asset; no tag because no demographic comparison is central.,Environment & Agriculture
2022/131,Childcare labour market analysis,"Duncan McKellar, PWC LLP
Neil Scott, PWC LLP
Jonathan Levitt, PWC LLP
Siobhan	Prendiville, PWC LLP
",Digital Economy Act (2017) ,Office for National Statistics: Annual Population Survey,Office for National Statistics Secure Research Service,2022-09-08,2022/131,2022,2022Q3,Q3 2022,Labour Market & Employment,Single-Dataset,Descriptive Monitoring,,Assigned Labour Market & Employment because the project analyses the childcare labour market workforce; Single-Dataset because only the Annual Population Survey is listed; Descriptive Monitoring because it characterises the composition of a labour market segment; no tag because no demographic-equity comparison is central.,Labour Market & Employment
2022/136,Endogenous entry and exit of UK firms: implications for aggregate productivity,"Marko Melolinna, Bank of England
Jakob Schneebacher, Office for National Statistics
Nikolas Wolf, Office for National Statistics
Matthew McKernan, University of Oxford
Joel Kariel, University of Kent",Digital Economy Act (2017) ,"Office for National Statistics: Annual Business Survey, Annual Respondents Database x",Office for National Statistics Secure Research Service,2022-08-15,2022/136,2022,2022Q3,Q3 2022,Business & Productivity,Within-Domain Linkage,Outcome Tracking,,Assigned Business & Productivity because firm entry/exit and aggregate productivity are the substantive object; Within-Domain Linkage because Annual Business Survey and Annual Respondents Database are both business-domain datasets; Outcome Tracking because it links firm dynamics (entry/exit) to a productivity outcome; no tag because no demographic comparison is involved.,Business & Productivity
2022/138,Transpennine Route Upgrade Wellbeing Impact Assessment,"Myriam Vriend, Simetrica
Eleni Mataragka, Simetrica
Edward Dallas, Simetrica",Digital Economy Act (2017) ,Office for National Statistics: Understanding Society,Office for National Statistics Secure Research Service,2022-08-17,2022/138,2022,2022Q3,Q3 2022,Health & Social Care,Single-Dataset,Policy Evaluation / Impact Analysis,,Assigned Health & Social Care because wellbeing is the substantive outcome studied; Single-Dataset because only Understanding Society is listed; Policy Evaluation / Impact Analysis because it assesses the wellbeing impact of the named Transpennine Route Upgrade; no tag because no demographic comparison is central.,Health & Social Care
2022/141,Analysis of employer skills gaps and hard to fill vacancies,"Monet Durieux, Greater London Authority
Sawyer Phinney, Greater London Authority
Ruth Moxon, Greater London Authority
Chris Rocks, Greater London Authority",Digital Economy Act (2017) ,Office for National Statistics: Employer Skill Survey,Office for National Statistics Secure Research Service,2022-08-25,2022/141,2022,2022Q3,Q3 2022,Labour Market & Employment,Single-Dataset,Descriptive Monitoring,,Assigned Labour Market & Employment because skills gaps and hard-to-fill vacancies concern labour demand and skills mismatch; Single-Dataset because only the Employer Skill Survey is listed; Descriptive Monitoring because it profiles the level and pattern of vacancies and gaps; no tag because no demographic comparison is central.,Labour Market & Employment
2022/142,"Artificial Intelligence and Wages, Jobs and Regional Inequality","Lorraine Mackenzie, University of Sussex
Richard Dickens, University of Sussex",Digital Economy Act (2017),Office for National Statistics: Annual Survey of Hours and Earnings,Office for National Statistics Secure Research Service,2022-04-10,2022/142,2022,2022Q2,Q2 2022,Labour Market & Employment,Single-Dataset,Outcome Tracking,,Assigned Labour Market & Employment because the focus is AI effects on wages and jobs; Single-Dataset because only ASHE is listed; Outcome Tracking because it links AI exposure to wage and employment outcomes; no tag because regional inequality is geographic not demographic-equity.,Labour Market & Employment
2022/143,Knowledge Transfer Partnership Scheme Evaluation,"Justus Laugwitz, SQW - Economic and Management Consultants
Sergei Plekhanov, SQW - Economic and Management Consultants",Digital Economy Act (2017) ,Office for National Statistics: Business Structure Database,Office for National Statistics Secure Research Service,2022-04-10,2022/143,2022,2022Q2,Q2 2022,Business & Productivity,Single-Dataset,Policy Evaluation / Impact Analysis,,Assigned Business & Productivity because the Knowledge Transfer Partnership scheme concerns firm performance; Single-Dataset because only the Business Structure Database is listed; Policy Evaluation / Impact Analysis because it evaluates a named scheme; no tag because no demographic comparison is involved.,Business & Productivity
2022/144,The housing market and the spatial allocation of credit constrained workers,"Sidharth Moktan, London School of Economics",Digital Economy Act (2017) ,"Office for National Statistics: Annual Survey of Hours and Earnings, Understanding Society",Office for National Statistics Secure Research Service,2022-08-30,2022/144,2022,2022Q3,Q3 2022,Housing & Planning; Labour Market & Employment,Cross-Domain Linkage,Outcome Tracking,,Assigned Housing & Planning and Labour Market & Employment because the project studies housing markets and credit-constrained workers' spatial allocation; Cross-Domain Linkage because ASHE (labour) and Understanding Society (household) span domains; Outcome Tracking because it links credit constraints to worker spatial outcomes; no tag because no demographic comparison is central.,Housing & Planning
2022/145,Interim Evaluation of the Greater London Investment Fund,"Nicholas Robin, London Economics
Jack Booth, London Economics
Sam Behrens, London Economics
Patrice Muller, London Economics
James Cannings, London Economics ",Digital Economy Act (2017) ,"Office for National Statistics: Longitudinal Small Business Survey, Small Business Survey",Office for National Statistics Secure Research Service,2022-08-31,2022/145,2022,2022Q3,Q3 2022,Business & Productivity,Within-Domain Linkage,Policy Evaluation / Impact Analysis,,Assigned Business & Productivity because the investment fund targets SMEs and firm performance; Within-Domain Linkage because Longitudinal Small Business Survey and Small Business Survey are both business-domain datasets; Policy Evaluation / Impact Analysis because it is an interim evaluation of the named Greater London Investment Fund; no tag because no demographic comparison is involved.,Business & Productivity
2022/146,Enterprise Research Centre: SME Growth and Productivity - building the evidence base for SME-policy making,"Mark Hart, University of Aston
Stephen Roper, University of Warwick
Neha Prashar, University of Aston
Anastasia Ri, University of Aston
Hoang Luong, Queen's University Belfast
Karen Bonner, Ulster University
Effie Kesidou, University of Leeds
Enrico Vanino, University of Sheffield
Joanne Turner, University of Warwick
Serdal Ozusaglam, University of Warwick
Halima Jibril, University of Warwick
Xiaocan Yuan, University of Aston
Rita Nana-Cheraa, University of Warwick
Kevin Francis Mole, University of Warwick
Panagiotis Kyriakopoulos, University of Warwick",Digital Economy Act (2017) ,"Office for National Statistics: Annual Business Inquiry, Annual Business Survey, Annual Foreign Direct Investment Survey , Annual Population Survey, Annual Respondents Database x, Annual Survey of Hours and Earnings Annual & Panel, Business Insights and Conditions Survey, Business Structure Database, Business Structure Database: Longitudinal, E-commerce Survey, International Trade in Services, Labour Force Survey Household, Low Carbon and Renewable Energy Economy Survey, Management and Expectations Survey, UK Innovation Survey",Office for National Statistics Secure Research Service ,2022-06-09,2022/146,2022,2022Q2,Q2 2022,Business & Productivity,Cross-Domain Linkage,Outcome Tracking; Policy Evaluation / Impact Analysis,,"Assigned Business & Productivity because SME growth and productivity are the substantive object; Cross-Domain Linkage because the datasets span business, labour (APS, ASHE, LFS) and energy (Low Carbon survey) domains; Outcome Tracking and Policy Evaluation because it builds evidence on SME performance drivers and informs SME policy-making; no tag because no demographic comparison is central.",Business & Productivity
2022/147,The Socioeconomic Status and Integration of First and Second Generation Immigrants in the UK: The role of English language skills,"Yu Aoki, University of Aberdeen",Digital Economy Act (2017) ,Office for National Statistics: Longitudinal Study of England and Wales,Office for National Statistics Secure Research Service ,2022-09-07,2022/147,2022,2022Q3,Q3 2022,Migration & Demographics; Labour Market & Employment,Single-Dataset,Outcome Tracking,Demographic disparities / equity tag,Assigned Migration & Demographics and Labour Market & Employment because the project studies immigrant integration and socioeconomic status across generations; Single-Dataset because only the Longitudinal Study of England and Wales is listed; Outcome Tracking because it links English language skills to socioeconomic outcomes; tag assigned because comparison across migrant generations and immigrant status is central.,Migration & Demographics
