Project ID,Title,Researchers,Legal Basis,Datasets Used,Secure Research Service,Accreditation Date,Record ID,Year,Quarter,Quarter Label,substantive_domains,linkage_mode,analytical_purpose,cross_cutting_tags,rationale,primary_domain
2021/185,Did low-skilled men crowd low-skilled women out of the UK labour market?,"David Mesa-Ruiz,
University of Edinburgh
Maia Guell, 
The University of Edinburgh",Digital Economy Act (2017) ,"Office for National Statistics: Quarterly Labour Force Survey, New Earnings Survey Panel Dataset, Annual Survey of Hours and Earnings, Census",UK Data Service,2022-07-01,2021/185,2022,2022Q3,Q3 2022,Labour Market & Employment,Within-Domain Linkage,Outcome Tracking,Demographic disparities / equity tag,"Assigned Labour Market & Employment because the project studies labour market crowding out, employment, and earnings of low-skilled workers; Within-Domain Linkage because multiple datasets are listed (QLFS, NES Panel, ASHE, Census) all within the labour market/employment domain; Outcome Tracking because the project examines whether low-skilled men (exposure) crowded low-skilled women out of the labour market (outcome); Demographic disparities/equity tag because the central comparison is across gender groups (men vs women).",Labour Market & Employment
2021/186,Understanding sub-national graduates mobility in the years after graduation.,"Barney Evans,
HM Treasury
Cecilia Campos,
Office for National Statistics
Angus Stephen, 
HM Treasury
Laura Gladdish, 
HM Treasury
Richard Prothero, 
Office for National Statistics
Emma Hickman,
Office for National Statistics
",Digital Economy Act (2017) ,"DfE, DWP and HMRC: LEO via SRS Iteration 1 Standard Extract
Office for National Statistics: Business Register and Employment Survey, Annual Population Survey",Office for National Statistics Secure Research Service,2022-01-18,2021/186,2022,2022Q1,Q1 2022,Education & Skills; Labour Market & Employment; Migration & Demographics,Cross-Domain Linkage,Life-Course / Trajectory Analysis,,Assigned Education & Skills because the project studies graduates' post-graduation mobility using LEO data; Labour Market & Employment because LEO includes employment outcomes via DWP/HMRC; Migration & Demographics because sub-national mobility/geographic movement is central; Cross-Domain Linkage because LEO (education-employment linked product) and BRES/APS (business/labour market) span education and employment policy domains; Life-Course / Trajectory Analysis because the project follows graduates over years after graduation to understand spatial mobility trajectories; no tag because no demographic equity comparison is indicated as central.,Education & Skills
2022/002,"Environmental quality, residential mobility and human capital in the United Kingdom","Ludovica Gazze,
University of Warwick
Lorenzo Neri,
University of St Andrews",Digital Economy Act (2017) ,Office for National Statistics: Business Structure Database,UK Data Service,2022-02-28,2022/002,2022,2022Q1,Q1 2022,Environment & Agriculture; Housing & Planning,Single-Dataset,Outcome Tracking,,Assigned Environment & Agriculture because environmental quality is a central exposure; Housing & Planning because residential mobility is a central outcome/mechanism; Single-Dataset because only the Business Structure Database is listed; Outcome Tracking because the project examines how environmental quality (natural exposure) relates to residential mobility and human capital outcomes; no tag because no demographic equity comparison is indicated.,Environment & Agriculture
2022/004,"Search, skills, and satisfaction: employment and well-being of refugees in the UK","Daisy Pollenne,
University of Oxford
Carlos Vargas-Silva,
University of Oxford",Digital Economy Act (2017) ,"Office for National Statistics: Quarterly Labour Force Survey, Annual Population Survey",UK Data Service,2022-02-18,2022/004,2022,2022Q1,Q1 2022,Labour Market & Employment,Within-Domain Linkage,Outcome Tracking,Demographic disparities / equity tag,"Assigned Labour Market & Employment because the project studies employment, job search, skills, and satisfaction of refugees—labour market outcomes are central; Within-Domain Linkage because two labour market datasets are listed (QLFS and APS); Outcome Tracking because the project examines how refugee status (exposure) relates to employment and wellbeing outcomes; Demographic disparities/equity tag because the central comparison is refugees versus other groups, a migration/equality-relevant demographic lens.",Labour Market & Employment
2021/182,Spatial Returns to Higher Education,"Pawel Bukowski,
London School of Economics
Monica Langella,
London School of Economics
Guglielmo Ventura,
London School of Economics
",Digital Economy Act (2017) ,"DfE, DWP and HMRC: LEO via SRS Iteration 1 Standard Extract",Office for National Statistics Secure Research Service,2022-08-02,2021/182,2022,2022Q3,Q3 2022,Education & Skills; Labour Market & Employment,Cross-Domain Linkage,Outcome Tracking,,"Assigned Education & Skills and Labour Market & Employment because the title 'Spatial Returns to Higher Education' examines how higher education leads to labour market outcomes; Cross-Domain Linkage because LEO combines DfE education data, DWP benefits data, and HMRC earnings data spanning education, welfare, and tax domains; Outcome Tracking because the project links an educational exposure (higher education) to downstream spatial earnings/employment outcomes; no demographic equity tag as the spatial lens is geographic rather than demographic-group comparison.",Education & Skills
2022/009,"Families, households and health: projections and implications","Emily Grundy,
University of Essex
Wei Xun,
University College London
Rachel Stuchbury, 
London School of Economics
",Digital Economy Act (2017) ,Office for National Statistics: Longitudinal Study of England and Wales,Office for National Statistics Secure Research Service,2022-02-24,2022/009,2022,2022Q1,Q1 2022,Health & Social Care; Migration & Demographics,Single-Dataset,Descriptive Monitoring,,"Assigned Health & Social Care because the title references health implications and projections, and Migration & Demographics because it concerns families, households, and population projections; Single-Dataset because only the ONS Longitudinal Study of England and Wales is listed, a single coherent data product; Descriptive Monitoring because the project aims to produce projections and characterise population/health patterns; no tag as no demographic-equity comparison is central.",Health & Social Care
2022/012,Dissecting spatial disparities in wages,"Sabine D'Costa,
University of Westminster",Digital Economy Act (2017) ,"Office for National Statistics: Annual Survey of Hours and Earnings, Business Structure Database",UK Data Service,2022-09-02,2022/012,2022,2022Q3,Q3 2022,Labour Market & Employment,Within-Domain Linkage,Descriptive Monitoring,,"Assigned Labour Market & Employment because the title focuses on spatial disparities in wages; Within-Domain Linkage because ASHE (earnings data) and BSD (business data) are both listed but the substantive question is about wages, and BSD provides contextual firm/place information within a labour-market framing — however both datasets relate to economic/labour analysis; Descriptive Monitoring because the project dissects and characterises spatial wage patterns rather than evaluating a policy or testing an exposure-outcome hypothesis; no tag as spatial variation is geographic, not demographic-group equity.",Labour Market & Employment
2022/015,WorldSkills UK Skills Competitions alumni tracking,"Danail Popov,
Frontier Economics Ltd
Giacomo Cattoretti,
Frontier Economics Ltd
Francesco Barcellona,
Frontier Economics Ltd
Grace Plastow, Frontier Economics Ltd",Digital Economy Act (2017) ,"DfE, DWP and HMRC: LEO via SRS Iteration 1 Standard Extract",Office for National Statistics Secure Research Service,2022-09-02,2022/015,2022,2022Q3,Q3 2022,Education & Skills; Labour Market & Employment,Cross-Domain Linkage,Outcome Tracking,,"Assigned Education & Skills because WorldSkills competitions and skills pathways are central, and Labour Market & Employment because alumni tracking via LEO implies tracking labour market outcomes; Cross-Domain Linkage because LEO links DfE education, DWP welfare, and HMRC tax/earnings data across domains; Outcome Tracking because the project tracks downstream outcomes of skills competition participation; no tag as no demographic equity comparison is indicated.",Education & Skills
2022/017,The link between characteristics of school pupils and labour market outcomes,"Janine Boshoff,
National Institute for Economic and Social Research
Cinzia Rienzo,
King's College London
Larissa Marioni, National Institute for Economic and Social Research
Lucy Stokes, National Institute for Economic and Social Research
",Digital Economy Act (2017) ,"DfE, DWP and HMRC: LEO via SRS Iteration 1 Standard Extract",Office for National Statistics Secure Research Service,2022-02-18,2022/017,2022,2022Q1,Q1 2022,Education & Skills; Labour Market & Employment,Cross-Domain Linkage,Outcome Tracking,,"Assigned Education & Skills because pupil characteristics are the exposure, and Labour Market & Employment because labour market outcomes are the downstream outcome; Cross-Domain Linkage because LEO spans DfE education, DWP benefits, and HMRC earnings domains; Outcome Tracking because the project links school pupil characteristics to labour market outcomes; no tag as the title does not indicate central demographic-equity comparison.",Education & Skills
2022/019,Education Outcomes Linkage 2018/19,"Rita McAuley,
Northern Ireland Statistics and Research Agency
Nichola McCullough,
Northern Ireland Statistics and Research Agency
Jos Ijpelaar,
Northern Ireland Statistics and Research Agency
John Hughes,
Northern Ireland Statistics and Research Agency",Digital Economy Act (2017) ,"Northern Ireland Statistics and Research Agency: Northern Ireland School Census, Northern Ireland School Leavers Survey, Northern Ireland Exams Database",Northern Ireland Statistics and Research Agency,2022-02-18,2022/019,2022,2022Q1,Q1 2022,Education & Skills,Within-Domain Linkage,Descriptive Monitoring,,"Assigned Education & Skills because the project concerns education outcomes using NI School Census, School Leavers Survey, and Exams Database; Within-Domain Linkage because all three datasets fall within the education domain; Descriptive Monitoring because the title 'Education Outcomes Linkage' suggests measurement and characterisation of educational outcomes; no tag as no demographic equity lens is indicated.",Education & Skills
2022/020,Spatial and social variations in mortality by colorectal cancer in comparison with other causes of death in England and Wales,"Charlotte Sturley,
University of Leeds
Paul	Norman,
University of Leeds",Digital Economy Act (2017) ,Office for National Statistics: Death Registrations in England and Wales,UK Data Service,2022-02-17,2022/020,2022,2022Q1,Q1 2022,Health & Social Care,Single-Dataset,Descriptive Monitoring,,Assigned Health & Social Care because the project studies mortality by colorectal cancer and other causes of death as a health outcome; Single-Dataset because only ONS Death Registrations is listed; Descriptive Monitoring because the project characterises spatial and social variations in mortality patterns; no tag as social variation is not specified as demographic-equity group comparison.,Health & Social Care
2022/024,Ethnic disparities in infant mortality,"Rachel Beardsmore,
Cabinet Office
Alpi Patel, Office for National Statistics",Digital Economy Act (2017) ,"Office for National Statistics: Infant Mortality linkage of 2011 Census, Births and Deaths",Office for National Statistics Secure Research Service,2022-02-24,2022/024,2022,2022Q1,Q1 2022,Health & Social Care,Cross-Domain Linkage,Outcome Tracking,Demographic disparities / equity tag,"Assigned Health & Social Care because infant mortality is a health outcome; Cross-Domain Linkage because the dataset is a pre-linked product combining 2011 Census (demographics), Births, and Deaths spanning census/demographic and health domains; Outcome Tracking because the project links ethnic characteristics to infant mortality outcomes; Demographic disparities / equity tag because ethnic disparities are central to the research question.",Health & Social Care
2022/030,WMCC - Wales Multi-morbidity Cardiovascular COVID-19 UK,"Ashley Akbari,
Swansea University
Fatemeh Torabi,
Swansea University
Hoda Abbasizanjani,
Swansea University
Jane Lyons,
Swansea University
Sam Ip,
University of Cambridge
Spencer Keene,
University of Cambridge
Stuart Bedston,
Swansea University
Venexia Walker,
University of Bristol
Emma Copland,
University of Oxford
Shishir Rao,
University of Oxford
Mohammad Mamouei,
University of Oxford
Antonella Delmestri,
University of Oxford
Marta Pineda Moncusi,
University of Oxford",Digital Economy Act (2017) ,SAIL Databank Databank: 2011 Census Data Welsh residents,SAIL Databank,2022-03-03,2022/030,2022,2022Q1,Q1 2022,Health & Social Care; COVID-19 & Pandemic,Single-Dataset,Outcome Tracking,,"Assigned Health & Social Care because the project focuses on multi-morbidity and cardiovascular outcomes, and COVID-19 & Pandemic because COVID-19 is explicitly part of the research framing; Single-Dataset because only SAIL Databank 2011 Census Data for Welsh residents is listed as a single product; Outcome Tracking because the project examines how COVID-19 and cardiovascular conditions relate to health outcomes; no tag as no demographic equity comparison is indicated as central.",Health & Social Care
2022/035,BDUK Voucher Schemes - Evaluation of Impacts and Benefits,"Prabhat Vaze,
Belmana
Lorenzo Marzano,
Belmana",Digital Economy Act (2017) ,"Office for National Statistics: Annual Survey of Hours and Earnings, Business Structure Database",Office for National Statistics Secure Research Service,2022-03-16,2022/035,2022,2022Q1,Q1 2022,Business & Productivity,Within-Domain Linkage,Policy Evaluation / Impact Analysis,,"Assigned Business & Productivity because the BDUK Voucher Schemes evaluation concerns broadband infrastructure impacts on businesses and the datasets (ASHE for local earnings context, BSD for firm-level data) are used to assess business and economic impacts; Within-Domain Linkage because ASHE and BSD are both economic/business datasets from ONS used within the same analytical domain; Policy Evaluation / Impact Analysis because the project explicitly evaluates the impacts and benefits of a named policy (BDUK Voucher Schemes); no tag as no demographic equity lens is indicated.",Business & Productivity
2021/141,Exploratory Project: Exploratory Analysis of Health Data Asset,"Jovita Brundziene,
Department of Health
Katia Duru,
Department of Health
Thomas Darwent,
Department of Health
Alex Brooks,
Department of Health
Caroline Hough, Department of Health and Social Care","Digital Economy Act (2017) 

Statistics and Registration Services Act 2007 (SRSA) - Approved Researcher Gateway: added data after 9 September 2021s Act 2007 (SRSA) - Approved Researcher Gateway: added data after 9 September 2021s Act 2007  - Approved Researcher Gateway","Office for National Statistics: Annual Population Survey , Births registrations, England and Wales, Coronavirus and the social impacts on Great Britain, Death registration data, Provisional Monthly Extracts England and Wales, Death Registrations, England and Wales, Labour Force Survey,, Linked Census and death occurrences - England and Wales, Vacancy Survey
NHSD: Public Health Research Database
Office for National Statistics / University of Oxford / Valuation Office Agency / Ministry of Housing, Communities and Local Government: Covid-19 Infection Survey linked with VOA and EPC data
Office for National Statistics / University of Oxford: COVID-19 Infection Survey",Office for National Statistics Secure Research Service,2021-11-11,2021/141,2021,2021Q4,Q4 2021,Health & Social Care; Data Infrastructure & Methodology,Cross-Domain Linkage,Methodological / Infrastructure Research,,"Assigned Health & Social Care and Data Infrastructure & Methodology because the title explicitly frames this as an exploratory analysis of a 'Health Data Asset', indicating both health substance and data infrastructure exploration; Cross-Domain Linkage because datasets span health (Public Health Research Database, COVID-19 Infection Survey), demographic (death registrations, births, census), labour market (APS, LFS, Vacancy Survey), and housing (VOA/EPC data); Methodological / Infrastructure Research because 'Exploratory Analysis of Health Data Asset' signals the primary purpose is exploring and assessing the data asset itself; no tag because no demographic-comparison lens is central.",Health & Social Care
2021/146,C19 Peer Review Network Evaluation,"Prabhat Vaze,
Belmana
Isabella Buchert-­Palmisano,
Belmana
Carolin Ioramashvili,
London School of Economics",Digital Economy Act (2017) ,Office for National Statistics: Business Structure Database,Office for National Statistics Secure Research Service,2022-02-23,2021/146,2022,2022Q1,Q1 2022,COVID-19 & Pandemic; Business & Productivity,Single-Dataset,Policy Evaluation / Impact Analysis,,"Assigned COVID-19 & Pandemic because 'C19 Peer Review Network' is a COVID-19 programme, and Business & Productivity because the BSD is a firm-level dataset and evaluation of a business-support network; Single-Dataset because only the Business Structure Database is listed; Policy Evaluation / Impact Analysis because 'Evaluation' in the title explicitly indicates impact assessment of a named programme; no tag because no demographic equity comparison is indicated.",COVID-19 & Pandemic
2021/154,Occupational Sorting by Task and English Language: Immigrant/UK born ethnic minorities versus White British,"Ken Clark,
The University of Manchester
Nico Ochmann,
The University of Manchester",Digital Economy Act (2017) ,"Office for National Statistics: Census 1991, 2001, 2011",Office for National Statistics Secure Research Service,2022-01-27,2021/154,2022,2022Q1,Q1 2022,Labour Market & Employment; Migration & Demographics,Within-Domain Linkage,Outcome Tracking,Demographic disparities / equity tag,"Assigned Labour Market & Employment because occupational sorting by task is a labour-market question, and Migration & Demographics because immigrant versus UK-born populations and migration status are central; Within-Domain Linkage because Census 1991, 2001, and 2011 are multiple datasets within the same demographic/population domain; Outcome Tracking because the project links immigration/ethnic status (exposure) to occupational outcomes; Demographic disparities / equity tag because the central comparison is between immigrants/ethnic minorities and White British.",Labour Market & Employment
2022/006,Small-area level associations between access to greenspace and Coronavirus infections: a national retrospective study,"Amy Mizen,
Swansea University
Oliver Thwaites, Swansea University ",Digital Economy Act (2017) ,"Office for National Statistics: Annual Population Survey
Office for National Statistics / University of Oxford: COVID-19 Infection Survey",Office for National Statistics Secure Research Service,2022-01-13,2022/006,2022,2022Q1,Q1 2022,COVID-19 & Pandemic; Environment & Agriculture,Cross-Domain Linkage,Outcome Tracking,,"Assigned COVID-19 & Pandemic because coronavirus infections are central, and Environment & Agriculture because access to greenspace is the key exposure; Cross-Domain Linkage because datasets span population/labour (APS) and health/infection (COVID-19 Infection Survey); Outcome Tracking because the project links greenspace access (natural exposure) to infection outcomes; no tag because the analysis is area-level, not demographic-group comparison.",COVID-19 & Pandemic
2022/005,Occupational differences in COVID-19 outcomes,"Sarah Rhodes,
University of Manchester
Jack Wilkinson,
The University of Manchester
Matthew Gittins,
The University of Manchester
Evangelia Demou,
University of Glasgow
Theocharis Kromydas,
University of Glasgow
Rhiannon Edge,
University of Lancaster
Mark Cherrie, Institute of Occupational Medicine
Luke Munford,  The University of Manchester
William Mueller, Insititute of Occupational Medicine",Digital Economy Act (2017) ,"Office for National Statistics / University of Oxford: Covid-19 Infection Survey, Covid-19 Infection Survey linked with Combined Vaccination Dataset",Office for National Statistics Secure Research Service,2022-01-14,2022/005,2022,2022Q1,Q1 2022,COVID-19 & Pandemic; Health & Social Care; Labour Market & Employment,Within-Domain Linkage,Outcome Tracking,,"Assigned COVID-19 & Pandemic because COVID-19 outcomes are central, Health & Social Care because infection and vaccination outcomes are health outcomes, and Labour Market & Employment because occupational differences are the key exposure; Within-Domain Linkage because both datasets (CIS and CIS linked with vaccination data) fall within the health/pandemic domain; Outcome Tracking because the project links occupational status to COVID-19 health outcomes; no tag because occupational groupings are not demographic/equality-relevant groups in the required sense.",COVID-19 & Pandemic
2022/016,Bank branch network dynamics and the real impact,"Tianshu Zhao,
University of Birmingham",Digital Economy Act (2017) ,"Office for National Statistics: Longitudinal Small Business Survey, Business Enterprise Research and Development England, Wales and Scotland
Department for Business, Energy & Industrial Strategy: UK Innovation Survey",Office for National Statistics Secure Research Service,2022-01-02,2022/016,2022,2022Q1,Q1 2022,Business & Productivity,Within-Domain Linkage,Outcome Tracking,,"Assigned Business & Productivity because bank branch network dynamics and their real impact on firms is a business/firm-level question, supported by LSBS, BERD, and UK Innovation Survey; Within-Domain Linkage because all three datasets (LSBS, BERD, UK Innovation Survey) are firm-level business datasets within the same domain; Outcome Tracking because the project links bank branch closures (exposure) to firm-level outcomes; no tag because no demographic equity comparison is indicated.",Business & Productivity
2021/184,IFoA mortality by cause dataset,"Sacha Dhamani,
Institute & Faculty of Actuaries 
Cobus Daneel,
Institute & Faculty of Actuaries 
Nana Yaw Asiamah, Institute & Faculty of Actuaries 
Alan Kilpatrick, M&G",Digital Economy Act (2017) ,"Office for National Statistics: Death Registrations, England and Wales",Office for National Statistics Secure Research Service,2022-11-03,2021/184,2022,2022Q4,Q4 2022,Health & Social Care; Data Infrastructure & Methodology,Single-Dataset,Methodological / Infrastructure Research,,"Assigned Health & Social Care because mortality by cause is a health outcome, and Data Infrastructure & Methodology because the title specifies creating a 'dataset' (IFoA mortality by cause dataset); Single-Dataset because only Death Registrations is listed; Methodological / Infrastructure Research because the primary purpose is constructing a derived dataset; no tag because no demographic comparison is central.",Health & Social Care
2021/179,Understanding how amenable mortality changed before and during the COVID-19 pandemic,"Mark Green,
University of Liverpool",Digital Economy Act (2017) ,"Office for National Statistics: Death registration data Provisional Monthly Extracts England and Wales, Death Registrations, England and Wales",Office for National Statistics Secure Research Service,2022-01-18,2021/179,2022,2022Q1,Q1 2022,Health & Social Care; COVID-19 & Pandemic,Within-Domain Linkage,Descriptive Monitoring,,"Assigned Health & Social Care because amenable mortality is a health-system outcome, and COVID-19 & Pandemic because the project explicitly examines changes during the COVID-19 pandemic; Within-Domain Linkage because two death registration datasets (provisional monthly extracts and full death registrations) are used within the same domain; Descriptive Monitoring because the project aims to understand how amenable mortality changed over time (trend/pattern analysis) rather than evaluating a specific intervention; no tag because no demographic equity comparison is indicated.",Health & Social Care
2021/183,Assessing the impact of media reporting of celebrity suicide on population suicide rates,"Karel Kieslich,
University College London",Digital Economy Act (2017) ,"Office for National Statistics: Death Registrations, England and Wales",Office for National Statistics Secure Research Service,2022-01-18,2021/183,2022,2022Q1,Q1 2022,Health & Social Care,Single-Dataset,Outcome Tracking,,Assigned Health & Social Care because population suicide rates are a health/mental health outcome; Single-Dataset because only Death Registrations England and Wales is listed; Outcome Tracking because the project links media reporting of celebrity suicide (natural exposure) to population suicide rates (outcome); no tag because no demographic equity comparison is central.,Health & Social Care
2022/007,Exploring Fertility Differentials in the 2011 Census,"Hill Kulu,
University of St Andrews
Sarah Christison,
University of St Andrews
Joanne Ellison,
University of Southampton
Anne Berrington,
University of Southampton
Bernice Kuang,
University of Southampton",Digital Economy Act (2017) ,"Office for National Statistics: Secure Census 2011 England & Wales, Household Sample
Northern Ireland Statistics and Research Agency: Census 2011 NI, Household Sample
Scottish Government: Secure Census 2011 Scotland, Household Sample",Office for National Statistics Secure Research Service,2022-08-02,2022/007,2022,2022Q3,Q3 2022,Migration & Demographics,Within-Domain Linkage,Descriptive Monitoring,Demographic disparities / equity tag,"Assigned Migration & Demographics because exploring fertility differentials is a demographic/population question; Within-Domain Linkage because Census 2011 household samples from England & Wales, Northern Ireland, and Scotland are multiple census datasets within the same demographic domain; Descriptive Monitoring because the project explores differentials and patterns in fertility across groups; Demographic disparities / equity tag because fertility differentials imply comparison across demographic groups.",Migration & Demographics
2022/013,Trends in Cardiovascular diseases subtypes in England and Wales from 2001 to 2019,"Jose Cuitun Coronado,
University of Liverpool",Digital Economy Act (2017) ,"Office for National Statistics: Death Registrations, England and Wales",Office for National Statistics Secure Research Service,2022-08-02,2022/013,2022,2022Q3,Q3 2022,Health & Social Care,Single-Dataset,Descriptive Monitoring,,"Assigned Health & Social Care because the project studies trends in cardiovascular disease subtypes, a health condition; Single-Dataset because only ONS Death Registrations is listed; Descriptive Monitoring because the project measures trends over time (2001–2019) without evaluating a policy or testing an exposure-outcome relationship; no tag because no demographic group comparison is central.",Health & Social Care
2022/008,Exploring the socioeconomic inequalities in the bidirectional relationship between occupation and COVID19,"Nazrul Islam,
University of Oxford
Daniel Ayoubkhani,
Office for National Statistics
Francesco Zaccardi,
University of Leicester
Sharmin Shabnam,
University of Leicester
Cameron Razieh,
University of Leicester
Clare Gillies,
University of Leicester
Thomas Yates,
University of Leicester


",Digital Economy Act (2017) ,Office for National Statistics / University of Oxford: Covid-19 Infection Survey,Office for National Statistics Secure Research Service,2022-01-25,2022/008,2022,2022Q1,Q1 2022,Labour Market & Employment; COVID-19 & Pandemic,Single-Dataset,Outcome Tracking,Demographic disparities / equity tag,Assigned Labour Market & Employment and COVID-19 & Pandemic because the project examines the bidirectional relationship between occupation and COVID-19 infection; Single-Dataset because only the Covid-19 Infection Survey is listed; Outcome Tracking because the project links occupation (a naturally occurring characteristic) to COVID-19 outcomes and vice versa; Demographic disparities / equity tag because the title explicitly focuses on socioeconomic inequalities.,Labour Market & Employment
2022/021,Office for the Internal Market,"John D'Souza,
Competition and Markets Authority
Hussein Farook,
Competition and Markets Authority",Digital Economy Act (2017) ,Office for National Statistics: Business Insights and Conditions Survey,Office for National Statistics Secure Research Service,2022-02-23,2022/021,2022,2022Q1,Q1 2022,Business & Productivity,Single-Dataset,Descriptive Monitoring,,Assigned Business & Productivity because the Office for the Internal Market title and the Business Insights and Conditions Survey concern business activity and market conditions; Single-Dataset because only BICS is listed; Descriptive Monitoring because the project likely monitors business conditions for internal market purposes without a named policy evaluation or exposure-outcome design; no tag because no demographic comparison is indicated.,Business & Productivity
2022/022,Births and birth outcomes in the women's prison estate,"Nic Murray,
British Sociological Society",Digital Economy Act (2017) ,"Office for National Statistics: Births registrations, England and Wales",Office for National Statistics Secure Research Service,2022-09-03,2022/022,2022,2022Q3,Q3 2022,Crime & Justice; Health & Social Care,Single-Dataset,Descriptive Monitoring,Demographic disparities / equity tag,Assigned Crime & Justice because the population is women in the prison estate (a justice-system institution) and Health & Social Care because birth outcomes are a health/maternity topic; Single-Dataset because only ONS Births Registrations is listed; Descriptive Monitoring because the project characterises births and birth outcomes in this population; Demographic disparities / equity tag because the focus on women prisoners implies a demographic equity lens.,Crime & Justice
2022/010,Can savings on food expenditure boost other types of consumption and increase wellbeing?,"Ruimin Ao,
University College London

Angel Marcos Vera Hernandez,
University College London",Digital Economy Act (2017) ,Office for National Statistics: Living Costs and Food Survey,UK Data Service,2022-01-26,2022/010,2022,2022Q1,Q1 2022,"Poverty, Wealth & Living Standards",Single-Dataset,Outcome Tracking,,"Assigned Poverty, Wealth & Living Standards because the project studies food expenditure savings, consumption patterns, and wellbeing — all household living standards topics; Single-Dataset because only the Living Costs and Food Survey is listed; Outcome Tracking because the project links a naturally occurring condition (savings on food expenditure) to downstream outcomes (other consumption and wellbeing); no tag because no demographic group comparison is central.","Poverty, Wealth & Living Standards"
2022/023,Universal Credit and Criminal Recidivism,"Stuart George McIntyre, University of Strathclyde
Markus Gehrsitz, University of Strathclyde
Sam Grant, University of Strathclyde
",Digital Economy Act (2017) ,"Ministry of Justice: MoJ Data First magistrates' court defendant case level dataset, MoJ Data First Prisoner Custodial Journey, MoJ Data First Linked Criminal Courts, Prisons, and Probation, MoJ Data First Crown Court Defendant, MoJ Data First Probation",Office for National Statistics Secure Research Service,2022-03-21,2022/023,2022,2022Q1,Q1 2022,"Crime & Justice; Poverty, Wealth & Living Standards",Within-Domain Linkage,Policy Evaluation / Impact Analysis,,"Assigned Crime & Justice because the project studies criminal recidivism using courts, prisons, and probation data, and Poverty, Wealth & Living Standards because Universal Credit is a welfare benefit affecting material resources; Within-Domain Linkage because multiple MoJ Data First datasets are listed, all within the justice domain; Policy Evaluation / Impact Analysis because the project evaluates the effect of Universal Credit (a named policy) on criminal recidivism; no tag because no demographic group comparison is central.",Crime & Justice
2022/028,Changing incentives for the investment in higher education under wage polarisation,"Shihang Hou, University of Oxford",Digital Economy Act (2017) ,"DfE, DWP and HMRC: LEO via SRS Iteration 1 Standard Extract",Office for National Statistics Secure Research Service,2022-03-25,2022/028,2022,2022Q1,Q1 2022,Education & Skills; Labour Market & Employment,Cross-Domain Linkage,Outcome Tracking,,"Assigned Education & Skills because the project concerns investment in higher education, and Labour Market & Employment because it examines wage polarisation and labour-market returns; Cross-Domain Linkage because LEO links education (DfE), employment (DWP), and earnings (HMRC) data across multiple policy domains; Outcome Tracking because the project links higher education (a naturally occurring characteristic/choice) to wage outcomes under polarisation conditions; no tag because no demographic comparison is central.",Education & Skills
2022/025,Decomposition of life expectancy inequality trends during period of English Health Inequalities Strategy 1997-2010,"Jonathan Currie, Cardiff University",Digital Economy Act (2017) ,"Office for National Statistics: Death Registrations, England and Wales",Office for National Statistics Secure Research Service,2022-04-05,2022/025,2022,2022Q2,Q2 2022,Health & Social Care,Single-Dataset,Policy Evaluation / Impact Analysis,Demographic disparities / equity tag,"Assigned Health & Social Care because the project studies life expectancy inequality, a health/mortality outcome; Single-Dataset because only ONS Death Registrations is listed; Policy Evaluation / Impact Analysis because the project evaluates life expectancy trends during the English Health Inequalities Strategy 1997–2010, a named policy period; Demographic disparities / equity tag because the focus is on decomposing inequality in life expectancy across population groups.",Health & Social Care
2022/034,Developing a resilience framework for UK creative micro-businesses as a route to recovery from the Covid 19 pandemic,"Elizabeth Green, University of West of England
Felix Ritchie, University of West of England
Cara Kendal, University of West of England",Digital Economy Act (2017) ,"Office for National Statistics: Business Insights and Conditions Survey, Business Structure Database",Office for National Statistics Secure Research Service,2022-03-31,2022/034,2022,2022Q1,Q1 2022,Business & Productivity; COVID-19 & Pandemic,Within-Domain Linkage,Outcome Tracking,,"Assigned Business & Productivity because the project studies resilience and recovery of creative micro-businesses, and COVID-19 & Pandemic because the pandemic is central to the research framing; Within-Domain Linkage because BICS and Business Structure Database are both business-domain datasets; Outcome Tracking because the project links the pandemic (a naturally occurring event) to business resilience and recovery outcomes; no tag because no demographic comparison is central.",Business & Productivity
2022/038,The inequalities in the patterns of needs for mental health illness and crisis for children and young people in Wales,"Alisha Davies, Public Health Wales
Ashley Akbari, Swansea University
Bethan Carter, Public Health Wales
David Florentine, Public Health Wales
Jiao Song, Public Health Wales
Laura Bentley, Public Health Wales
",Digital Economy Act (2017) ,SAIL Databank Databank: 2011 Census Data Welsh residents,SAIL Databank,2022-07-04,2022/038,2022,2022Q3,Q3 2022,Health & Social Care,Single-Dataset,Descriptive Monitoring,Demographic disparities / equity tag,"Assigned Health & Social Care because the project examines mental health illness and crisis needs among children and young people; Single-Dataset because only 2011 Census Data for Welsh residents is listed; Descriptive Monitoring because the project maps inequalities in patterns of mental health needs rather than evaluating a policy or tracking an exposure-outcome relationship; Demographic disparities / equity tag because the title explicitly focuses on inequalities in mental health needs, implying comparison across population groups.",Health & Social Care
